Country,Year,Survey,Valid records,Median log welfare,MAD log welfare,Robust scale (1.4826*MAD),outdetect threshold (PPP/day),Records flagged (top),Population share flagged (%),Welfare share flagged (%),mean_ppp_day original,mean_ppp_day outdetect-capped,mean_ppp_day change (%),gini original,gini outdetect-capped,gini change (%),mld original,mld outdetect-capped,mld change (%),atkinson_2 original,atkinson_2 outdetect-capped,atkinson_2 change (%)
SWZ,2000,HIES,3666,0.648885842115948,0.5147965119773182,0.763237308657572,18.889340496919214,180,2.277221829489497,19.909185410463824,3.526331770588286,3.2544200254362163,-7.710895140950036,0.5311352021565985,0.4927621440118948,-7.224725077324079,0.4782980637318649,0.40732491177259744,-14.838686865154271,0.5446052778387527,0.5068372221596591,-6.934941179596132
RWA,2000,EICV-I,6419,0.2739517417526267,0.4619940094970175,0.6849523184802782,10.265704682793928,229,2.1822732632574984,19.705960942843944,2.1125210833115076,1.9202542323023828,-9.101298563502835,0.4854727268629061,0.43476455095889066,-10.445113205779544,0.4020552875450354,0.31704157299191726,-21.144782119945503,0.492733087952667,0.44235510349500207,-10.224193521687008
ETH,1995,HICES,11524,0.46073657148653924,0.39685569087781586,0.5883782472954497,9.261549000802027,398,1.7775353480806406,19.433884215632517,2.3790367272959196,2.081324791534923,-12.513969723341955,0.4456451322100754,0.36713962719708326,-17.616147768441227,0.3411386337653015,0.21992322772321815,-35.532594096474526,0.41742145554970866,0.3348347164639449,-19.784977026876593
RWA,2010,EICV-III,14301,0.6076914662209904,0.4435035994113141,0.6575384364872143,13.201187341789645,418,2.1541254439737916,19.005707555688463,2.9102585794834406,2.641513480188623,-9.23440622044378,0.4722241392513533,0.4194104818367337,-11.184023226417105,0.374901244227832,0.28934683908211123,-22.82051779314137,0.46031263128094213,0.4059465324421332,-11.81069020146609
MWI,2016,IHS-IV,12445,0.5005696343551735,0.40465449559737,0.5999407551726608,9.978092101698616,308,1.4403143031756962,18.590737461306432,2.5000184059761996,2.178962435361636,-12.842144275701795,0.44694307712483217,0.3657114234226708,-18.174943937989042,0.3484811252481691,0.21744400879116255,-37.60235690345901,0.4168111206485602,0.3312926137044765,-20.517328523052957
MOZ,2002,IAF,8697,0.1386808867086054,0.4430903761097144,0.6569257916202625,8.243774105468427,380,1.7967837053148907,17.963033180005212,1.7691997865673943,1.599520631715737,-9.590728878668308,0.4703906960369141,0.41488679304476705,-11.799532486457032,0.380030994576405,0.2894165587524612,-23.843959339407462,0.4788475555343459,0.42398777838772506,-11.456626751577092
CAF,2008,ECASEB,6894,0.5158340604900141,0.601614763109038,0.8919540477854597,24.32966052711824,86,1.003498102042962,17.869802942961673,3.038541222947998,2.7397075756896605,-9.834773509125172,0.5623660815101582,0.5149665716988794,-8.428586177173747,0.5706369586184659,0.47267908556033356,-17.166408796109543,0.6318983263875644,0.5918132065295382,-6.343602789262759
CHL,1992,CASEN,29349,1.9081882184335903,0.5677246947817944,0.8417086324834884,84.21003678648587,473,1.48285120115874,17.707927973578162,12.464208950778247,11.505765349282772,-7.689566223419508,0.547207112707369,0.5100249968356738,-6.79488899326115,0.5260326406441662,0.45301945776431785,-13.879971933003677,0.6138277818941914,0.5817765590810993,-5.221533426555947
ECU,1999,ECV,4980,1.5059959373815257,0.6298575689346295,0.9338268317024817,74.25287017483015,72,0.7972631268705284,17.398758718745263,8.524933725109507,7.633691829891728,-10.454531659204559,0.5854075274143613,0.5374482409890141,-8.192461521151706,0.6617239882084525,0.5573577838176436,-15.771863533823115,0.7599639103119561,0.7319672230384167,-3.683949578875023
COL,2000,ENH,6982,1.7776593977305128,0.564656566154143,0.8371598249801323,72.90366212552424,212,1.3099861707077496,17.091509751598227,10.828929891310775,9.93313017472753,-8.272282908600614,0.5534141766331258,0.5135388760610926,-7.205326906265297,0.5591363757454577,0.47921545486689077,-14.293636462484471,0.6804788581931969,0.6517335201236849,-4.224280846261175
BWA,2009,CWIS,7730,1.6405073043544023,0.667552790364691,0.9897137669946907,100.44884624571397,157,0.9788767914240234,17.088848530044583,11.00972755591698,10.111562333468243,-8.157924143781692,0.604590467966049,0.569767899364145,-5.759695272579046,0.6686280355441969,0.5882090527246195,-12.027461988506705,0.688463485374751,0.6608277053846846,-4.0141242893983575
RWA,2013,EICV-IV,14415,0.7128382871911447,0.42767733557726184,0.6340744177268484,13.668057489350536,404,1.976278343318739,16.79438645164689,3.102005733707974,2.8511617631512025,-8.086508926497881,0.4511283189030396,0.4034733344831275,-10.563509853646435,0.34179946695129015,0.26746784211495767,-21.74714475108456,0.4354264214942348,0.38627664095502245,-11.287734991034103
MOZ,1996,NHS,8248,-0.12396575112282943,0.5518991091787098,0.818245619268355,10.285869978885133,309,1.4578924954650148,16.558974485956373,1.587194302357839,1.4743281293033064,-7.111049534821634,0.5355986485621003,0.5005175819616688,-6.54987959633806,0.4979031876417019,0.43075108345602164,-13.486980170531426,0.5741436228138701,0.5416839435886781,-5.653581775603033
PRY,2002,EPH,3730,1.88945386579099,0.6419329963201876,0.9517298603443102,114.96680641439526,32,0.5031693533046567,16.293614617986055,12.042783464584591,10.659056473936959,-11.490092757350457,0.5725296559177994,0.5172075429963443,-9.662750627785455,0.6134965031430089,0.49523425835586043,-19.27675939166371,0.6733818831284393,0.6310081974176971,-6.292667915845895
