Country,Year,Survey,Valid records (LIS),LIS ceiling (PPP/day),Welfare share above ceiling (%),mean_ppp_day original (LIS),mean_ppp_day LIS-capped,mean_ppp_day change (%) (LIS),gini original (LIS),gini LIS-capped,gini change (%) (LIS),mld original (LIS),mld LIS-capped,mld change (%) (LIS),atkinson_2 original (LIS),atkinson_2 LIS-capped,atkinson_2 change (%) (LIS),Valid records (outdetect),Median log welfare,MAD log welfare,Robust scale (1.4826*MAD),outdetect threshold (PPP/day),Records flagged (top),Population share flagged (%),Welfare share flagged (%),mean_ppp_day original (outdetect),mean_ppp_day outdetect-capped,mean_ppp_day change (%) (outdetect),gini original (outdetect),gini outdetect-capped,gini change (%) (outdetect),mld original (outdetect),mld outdetect-capped,mld change (%) (outdetect),atkinson_2 original (outdetect),atkinson_2 outdetect-capped,atkinson_2 change (%) (outdetect),Flagged by LIS,Flagged by outdetect,Flagged by both (always problematic),welfare_type
MMR,2015,MPLCS,3648,67.32987378704806,7.422400880498472,6.414801572006169,6.122335808532823,-4.559233207612379,0.3806850928508574,0.351159995222829,-7.755779824978736,0.2505118190435618,0.2059462914689611,-17.789790415777183,0.3449080901034578,0.3136690420048994,-9.057209440691285,3648,1.5620163591333438,0.3731288829298422,0.5532008818317841,25.0686736430219,63,1.089261279071533,11.74430342577192,6.414801572006169,5.934491166398826,-7.487533327661932,0.3806850928508574,0.330792070767181,-13.106113956299104,0.2505118190435618,0.1797368565677564,-28.25214504689627,0.3449080901034578,0.2923638618745798,-15.234269573994885,True,False,False,consumption
PRY,2007,EPH,4308,459.0556794666172,7.168215680420118,14.013723750371584,13.421855652070423,-4.2234891228355,0.5303030299273098,0.5096150448981507,-3.9011628939768506,0.5136277770097624,0.4711678699035797,-8.266668783642439,0.6154254523937741,0.5984689104022294,-2.75525523450324,4308,2.128753774355613,0.572319477102297,0.8485208567518655,107.15928202341864,52,0.6146624296831428,13.334785027096052,14.013723750371584,12.803691660484589,-8.634622113589973,0.5303030299273098,0.4860433425197208,-8.346112488487156,0.5136277770097624,0.4270781838983688,-16.8506449583525,0.6154254523937741,0.579123601751548,-5.898659293505904,True,False,False,income
NOR,2006,EU-SILC,5731,363.536575920944,7.041738395782076,57.37065207343314,54.923526701359016,-4.265465501319143,0.3056479915029143,0.2747745841145985,-10.100968514959607,0.1804753251914528,0.1397474197178212,-22.567021519660035,0.9720430519510792,0.9707976515402308,-0.1281219394911104,5731,3.8599446193224183,0.2848617263641033,0.4223359955074195,168.50284026874382,85,1.1369014940268394,9.969935316125712,57.37065207343314,53.56654647976533,-6.630751884776631,0.3056479915029143,0.2565935033256674,-16.04934092190138,0.1804753251914528,0.1204232156542133,-33.274415476760986,0.9720430519510792,0.9700590810312688,-0.2041031943830207,True,False,False,income
PRY,2014,EPH,4522,558.4511872399801,6.502568845166093,20.10912232418828,19.650917695756743,-2.278590885492693,0.5070264508589479,0.4955450292122466,-2.264462066476169,0.4599299923554216,0.4373873353477679,-4.901323545395863,0.5723825987947915,0.5624142322338409,-1.741556536124611,4522,2.536389691466788,0.5410492547099319,0.802159625032945,140.17176543694103,63,0.851282357873695,13.276047990647804,20.10912232418828,18.632683103815747,-7.342136551611667,0.5070264508589479,0.4681637090863564,-7.664835179063056,0.4599299923554216,0.3883639738271043,-15.560198229693412,0.5723825987947915,0.5385803197462835,-5.905539252884706,True,False,False,income
RWA,2013,EICV-IV,14415,43.408236299896565,5.373057651327079,3.102005733707974,3.041700738486779,-1.9440645955579705,0.4511283189030396,0.4402698797267355,-2.406951353155451,0.3417994669512901,0.3231358799629743,-5.460390899607681,0.4354264214942348,0.4242498988864056,-2.5667993617555784,14415,0.7128382871911447,0.4276773355772618,0.6340744177268484,13.668057489350536,404,1.976278343318739,16.79438645164689,3.102005733707974,2.8511617631512025,-8.086508926497881,0.4511283189030396,0.4034733344831275,-10.563509853646435,0.3417994669512901,0.2674678421149576,-21.74714475108456,0.4354264214942348,0.3862766409550224,-11.287734991034103,True,False,False,consumption
PRY,2010,EPH,4344,486.0243120887834,5.091753465246421,15.42018291846098,14.971711754258274,-2.908338808781563,0.5098243771773856,0.4951519729567893,-2.877933044674952,0.4739228026576287,0.4448965715489703,-6.124674935640851,0.595558240321782,0.5834450675481567,-2.0339190953147512,4344,2.280769492845625,0.5578647386272411,0.8270902614887475,116.98436311916753,65,0.6262905499238023,11.767102279027354,15.42018291846098,14.338336233936465,-7.01578373126388,0.5098243771773856,0.4729717715059423,-7.228490303950497,0.4739228026576287,0.4048940848887143,-14.565392798536037,0.595558240321782,0.5650951782703193,-5.115043330607493,True,False,False,income
UGA,2019,UNHS,13730,56.69684512190713,4.861423959140355,3.526031933524284,3.421707176019579,-2.958701437523059,0.4270545388634991,0.4096049803742015,-4.086025765171641,0.3098561945582416,0.2807616799816347,-9.389683048966202,0.4312846391178286,0.4139570836150635,-4.017661175739473,13730,0.9063662538438432,0.4408559273414834,0.6536129978764832,17.587795912753474,185,0.9013758941900938,10.311148181285215,3.526031933524284,3.3209897086160693,-5.815098353442149,0.4270545388634991,0.3918206597017434,-8.250440155845673,0.3098561945582416,0.2546323807879664,-17.822401081575002,0.4312846391178286,0.3963698196467879,-8.095539767532001,False,False,False,consumption
RWA,2010,EICV-III,14301,44.11058128157909,4.825337948444845,2.910258579483441,2.8539516916802854,-1.9347726762186657,0.4722241392513533,0.4618302965526741,-2.201040106750407,0.374901244227832,0.356210538885055,-4.985501016747329,0.4603126312809421,0.4496770691155236,-2.3105084333276293,14301,0.6076914662209904,0.4435035994113141,0.6575384364872143,13.201187341789645,418,2.154125443973792,19.005707555688463,2.910258579483441,2.641513480188623,-9.23440622044378,0.4722241392513533,0.4194104818367337,-11.184023226417104,0.374901244227832,0.2893468390821112,-22.82051779314137,0.4603126312809421,0.4059465324421332,-11.81069020146609,False,True,False,consumption
NER,2005,ENCVM,6686,29.14184492539743,4.66688931318309,1.714574011922443,1.6780004209548534,-2.133100741832783,0.4442544419730679,0.4321585215927972,-2.7227460746479197,0.3368026833823836,0.3160383202305175,-6.165141840123556,0.4429785720772474,0.4308482440428458,-2.738355486930033,6686,0.1524739074745468,0.4560591973366938,0.6761533659713823,8.854572616246859,178,1.158139466002506,13.122952875627217,1.714574011922443,1.5921195723347152,-7.141974550893105,0.4442544419730679,0.4018365827120561,-9.548100199656153,0.3368026833823836,0.2695849245293451,-19.957607872358874,0.4429785720772474,0.4004197838790393,-9.60741464279826,False,False,False,consumption
CYP,2014,EU-SILC,4135,501.7009862102961,4.644507946805748,47.49210089347523,46.80953452093413,-1.4372208424135668,0.3702819315049559,0.3611279138934984,-2.4721750732617065,0.2312413801283628,0.2178210968363401,-5.803582077123515,0.3371727862892036,0.3275434281763855,-2.855912014369621,4135,3.5798505325556427,0.3685895340080072,0.5464708431202715,184.7979492319789,89,1.6204878523241009,11.948942002271112,47.49210089347523,44.81192562070207,-5.643412740962539,0.3702819315049559,0.3330290139409217,-10.060690083533164,0.2312413801283628,0.1815843754954,-21.474099750398462,0.3371727862892036,0.2982111030313181,-11.555405668020567,False,False,False,income
BEL,2005,EU-SILC,4828,407.7728409378809,4.567815770490275,52.89722635411888,50.98467968528887,-3.6155897022398182,0.305364378984057,0.2793145344187291,-8.53074109429376,0.1711935132198037,0.1351532678510061,-21.052342866825654,0.2983287498889048,0.2720371661709314,-8.812956755848756,4828,3.809405306837422,0.3136132367510713,0.4649629848071383,182.0523460274538,50,0.5985597142224894,6.824428494852014,52.89722635411888,50.37698496793928,-4.76441121753326,0.305364378984057,0.2706616017035459,-11.364382904111714,0.1711935132198037,0.1255868366971464,-26.640423264227675,0.2983287498889048,0.2635330431866269,-11.663544567942395,False,False,False,income
PRY,2017,EPH,8363,474.2288779621437,4.532770206280316,19.412131577998736,18.925449848825885,-2.5071009189142512,0.4854749285544593,0.4722547103591488,-2.723151581622296,0.4113060668407744,0.3864702309752319,-6.0382858089854,0.5121523110391515,0.4996104266019673,-2.448858311648894,8363,2.5221301823638718,0.5160753705146561,0.7651333443250291,123.6593014724205,120,0.9270581227695308,13.975564690513693,19.412131577998736,17.845570170368024,-8.070012308211517,0.4854749285544593,0.4405974274690546,-9.244040926898334,0.4113060668407744,0.3330141316978232,-19.034957530363805,0.5121523110391515,0.4694766583380322,-8.332609612662068,False,False,False,income
ARM,2004,ILCS,6816,59.57910332419867,4.525535041382767,6.478400020614336,6.358680139204531,-1.847985320894896,0.3750563252377245,0.3633080476622844,-3.1324035311212417,0.2373834373065499,0.2198078287448375,-7.403889993814461,0.3372094691302486,0.3247678263320015,-3.689588797828647,6816,1.5748500059281492,0.3528752450403423,0.5231728382968115,23.20501736025744,179,2.1502736074084465,14.019165908250184,6.478400020614336,6.069153737416462,-6.317088816615946,0.3750563252377245,0.3334880371464795,-11.08321211884572,0.2373834373065499,0.1820955777425261,-23.29052952949987,0.3372094691302486,0.293432950842556,-12.98199555326951,False,False,False,consumption
SVK,2006,EU-SILC,5060,111.86517413278138,4.499150977955821,18.72359230159544,18.20323425970017,-2.779157084353556,0.2929649239291721,0.2727816543500477,-6.889312655054902,0.1587400457000893,0.1325132635580139,-16.521843638388624,0.2689534456111828,0.2481606423045939,-7.731004620274851,5060,2.7994143351611025,0.2767396658972214,0.4102942286592205,56.27762440901271,69,1.2673159074200124,8.335803639238359,18.72359230159544,17.8760456995764,-4.526623889085757,0.2929649239291721,0.2596038599008375,-11.387391903748878,0.1587400457000893,0.1187998991241787,-25.160725133826844,0.2689534456111828,0.2350486019820057,-12.606212778620518,False,False,False,consumption
SYC,1999,HES,813,385.62338894165634,4.3414367231424364,20.161915452074638,19.87140815758855,-1.4408715043797593,0.4277669101733817,0.4194233986141198,-1.9504808251484815,0.3196933761622227,0.3057914637344741,-4.348514377943936,0.447296015846835,0.439223992937429,-1.8046266059678184,813,2.678541017940084,0.4709216309739701,0.698188410082008,118.2860978698937,12,0.5762814680012133,8.758505249266832,20.161915452074638,19.077693890097912,-5.377572208126469,0.4277669101733817,0.3954097248657553,-7.56420951179031,0.3196933761622227,0.2689853101177011,-15.861469090554658,0.447296015846835,0.4160365955193993,-6.988530910174628,False,False,False,consumption
NIC,2001,EMNV,8298,166.54856653802506,4.30925583955648,6.639416903065833,6.51959720172019,-1.8046720532087,0.4900439981671389,0.4806795346899508,-1.910943407574228,0.4190714690506045,0.4012812175198839,-4.245159321159231,0.529265411281782,0.5206166465050677,-1.6341073103130932,8298,1.4245253401134457,0.5189512067786546,0.7693970591700332,41.79248412006069,111,1.1259494649066584,14.1395636914359,6.639416903065833,6.171194572637902,-7.052160412034436,0.4900439981671389,0.4516243176498125,-7.840047151076968,0.4190714690506045,0.351495397505595,-16.125190220680352,0.529265411281782,0.493687576266186,-6.722116022929425,False,False,False,consumption
ARM,2005,ILCS,5187,59.84460315602307,4.304552410638208,7.138377748394326,7.014176408610408,-1.739909880950974,0.3599235347914584,0.3486102760345674,-3.143239511538476,0.2177629885392915,0.201471897025518,-7.481111286656528,0.3112214222674286,0.2990761866855062,-3.9024420277490535,5187,1.6934112080169337,0.3375588810177485,0.5004647969969139,24.405428791528163,130,2.363365113985541,14.18408200524918,7.138377748394326,6.702653784695175,-6.103963380155397,0.3599235347914584,0.3189234433297578,-11.391333852468488,0.2177629885392915,0.1652895231216957,-24.096595004310327,0.3112214222674286,0.2675386938424048,-14.035900262510792,False,False,False,consumption
ARM,2017,ILCS,7772,74.70213970570099,4.249374283602743,8.79643569281281,8.635774030776675,-1.8264404771060283,0.3362183730668786,0.3238950992679681,-3.665258887104084,0.1908065466692499,0.1737474251486275,-8.940532606668473,0.2819353154897377,0.2686368830167713,-4.716838133550683,7772,1.9415901552748016,0.3329212763115603,0.4935890842595193,30.64156461581169,144,1.42544759344426,9.873924081287097,8.79643569281281,8.36466175605499,-4.908510126557342,0.3362183730668786,0.3022350955737977,-10.107501616611891,0.1908065466692499,0.148073822914051,-22.395837302832767,0.2819353154897377,0.245652469943302,-12.869209195524268,False,False,False,consumption
PRY,2004,EPH,7050,418.5049785086746,4.219451491253002,13.34727172698759,13.10936838059834,-1.7824118011190215,0.5223099855715414,0.513650311968235,-1.6579567388187222,0.4847988212303753,0.467211988394046,-3.627655857680423,0.589731779246113,0.5822880295581429,-1.2622263120169452,7050,2.0626271657139306,0.5671704348402509,0.8408868866941559,98.03139904735976,92,0.7914535279848094,13.345858723706824,13.34727172698759,12.341836665127758,-7.53288823682885,0.5223099855715414,0.483629102581488,-7.405733005032733,0.4847988212303753,0.4114267232770552,-15.13454545271138,0.589731779246113,0.5563853550764555,-5.654506903508927,False,False,False,income
EGY,2015,HIECS,11977,48.42455060186636,4.193854910571517,7.248880229058023,7.118586931054467,-1.7974265526040756,0.3182335809320717,0.3057792808563865,-3.913571923870496,0.1697973227371891,0.1532418116780141,-9.750160245341178,0.2504111579376258,0.2367834990322862,-5.442113289829543,11977,1.758870059304133,0.30042655744112,0.4454124140622045,22.089608658323648,319,2.261325173500776,11.83656912742756,7.248880229058023,6.8903793910996205,-4.945602998395637,0.3182335809320717,0.2831668339509858,-11.019184989333686,0.1697973227371891,0.1283285121341644,-24.422535016768094,0.2504111579376258,0.2126586046999435,-15.076226454368255,False,False,False,consumption
IND,2009,NSS-SCH1,49245,29.546526164667288,4.067622802238922,3.450740242185351,3.3731483036080543,-2.248559240383674,0.3488908864937128,0.3339259840916669,-4.289278677480024,0.2030467552094921,0.1813982420258748,-10.66183656137798,0.2900220944557429,0.2737313867038727,-5.617057480548637,49245,0.9678747068569924,0.3362432134759193,0.498514188299398,11.744878482681052,3047,1.7358451179905707,11.330838207800728,3.450740242185351,3.263615348127402,-5.42274645220594,0.3488908864937128,0.3118708740312816,-10.610770844281792,0.2030467552094921,0.1550826220439809,-23.62221110897562,0.2900220944557429,0.25015073796226,-13.74769621200952,False,False,False,consumption
UGA,2002,UNHS,9708,36.62781082209164,4.061113043700306,2.477537614712745,2.4165767359839005,-2.4605430152434997,0.4517232584720518,0.4379022017790351,-3.059629194158886,0.3436210867835662,0.3194483329079024,-7.034712014309308,0.4389730811960985,0.4248303927412621,-3.221766677879412,9708,0.4957656371687144,0.4373247345977606,0.6483776515146399,11.48335495556405,373,1.697294141068432,15.291250956685923,2.477537614712745,2.293597431359609,-7.424314458873038,0.4517232584720518,0.4081702667888879,-9.641520746680476,0.3436210867835662,0.2743132857710936,-20.169833481763856,0.4389730811960985,0.3943656959824255,-10.161758687372902,False,False,False,consumption
BLZ,1996,SLC,602,243.91696642863147,3.974407208294511,8.270663588179334,8.068039736791441,-2.449910448267878,0.5637636019996235,0.5528134051795797,-1.9423383810526884,0.5931654742478745,0.5687150770898712,-4.122019608273053,0.768650916751932,0.7628410788168197,-0.755848696526995,602,1.462053355094009,0.564892808199023,0.8375100774358715,53.22794750232082,32,1.1955662878368298,20.33752672754464,8.270663588179334,7.224990566433293,-12.643157475786415,0.5637636019996235,0.5013134087756606,-11.077372324580235,0.5931654742478745,0.4667846775026376,-21.306161978743944,0.768650916751932,0.7352181469567687,-4.34953879147627,False,True,False,income
BGR,2018,EU-SILC,7124,307.5700945141608,3.9217973567213096,22.89724592750444,22.543223099539983,-1.5461371602739191,0.403758764946311,0.3944067690178702,-2.316233538529966,0.2994317519779632,0.2845699382609257,-4.963339264745481,0.4735384076209923,0.4652814705630006,-1.7436678683517282,7124,2.859335866735113,0.4110755479938204,0.6094606074556381,108.60502629830982,63,1.0182890583584805,10.210998698125398,22.89724592750444,21.665121543563423,-5.381102984359243,0.403758764946311,0.3700943513613042,-8.337754250234862,0.2994317519779632,0.2501984200296916,-16.44225491219614,0.4735384076209923,0.4438445297703289,-6.27063768699192,False,False,False,income
