Country,Year,Survey,Valid records,LIS ceiling (PPP/day),LIS population share above ceiling (%),LIS welfare share above ceiling (%)
CRI,1993,EHPM,4143,370.625284861355,0.01094765052472089,0.46607768067508687
CRI,1994,EHPM,4557,386.5294957574517,0.009603346232642841,0.30787418660659677
CRI,1995,EHPM,4720,366.962712713744,0.004725389556504902,0.18225370387428896
CRI,1996,EHPM,4639,376.6715614345368,0.0,0.0
CRI,1997,EHPM,4689,370.70687020606493,0.0025574728076703723,0.09214173728450527
CRI,1998,EHPM,5057,418.0743340747504,0.0,0.0
CRI,1999,EHPM,5156,441.7434293550658,0.0,0.0
CRI,2000,EHPM,4809,449.401327022726,0.0,0.0
CRI,2001,EHPM,7722,754.2764056018608,0.0,0.0
CRI,2002,EHPM,8035,704.3006156446853,0.006861934860976597,0.3603855505955083
CRI,2003,EHPM,8289,776.5216660909043,0.0,0.0
CRI,2004,EHPM,8435,650.6885899942657,0.0,0.0
CRI,2005,EHPM,8551,621.3815359838899,0.0013951625402409268,0.061871284087164774
CRI,2006,EHPM,8489,589.2720020016202,0.0,0.0
CRI,2007,EHPM,8832,589.4040324115581,0.02831912030295187,1.3071361706457538
CRI,2008,EHPM,8363,625.5011206931102,0.00802624085312004,0.29134659360141546
CRI,2009,EHPM,9028,818.6012321902832,0.004252613518345775,0.1593036352768172
CRI,2010,ENAHO,10946,756.5700661124542,0.0,0.0
CRI,2011,ENAHO,10988,943.467561651575,0.00682536067765331,0.5563354942426814
CRI,2012,ENAHO,10716,969.7636373250956,0.016004548570353796,0.6450153850684841
CRI,2013,ENAHO,10545,1154.498342849124,0.0,0.0
CRI,2014,ENAHO,10694,906.4882780372742,0.0,0.0
CRI,2015,ENAHO,10630,833.6529168185101,0.0,0.0
CRI,2016,ENAHO,10674,980.8550135555274,0.0055867424957416496,0.23984673541105234
CRI,2017,ENAHO,10043,905.8107964596803,0.0026166211834348814,0.1177931844654005
CRI,2018,ENAHO,10239,887.4062706284683,0.006964446600456924,0.3700292764668771
CRI,2019,ENAHO,10251,936.5079657023995,0.010604750254167121,0.41539160373536776
CRI,2020,ENAHO,7610,970.0129405242894,0.0,0.0
CRI,2021,ENAHO,9457,896.9128415301553,0.017164098685800884,0.9367165540574641
CRI,2022,ENAHO,9547,836.8888737688875,0.005669603200808121,0.21892958197649617
CRI,2023,ENAHO,9477,984.2785832382945,0.0,0.0
CYP,2005,EU-SILC,3497,435.30922637384214,0.056328631757866135,1.0821405152888313
CYP,2006,EU-SILC,3422,410.8535705977485,0.11417632843586199,1.7762135509544545
CYP,2007,EU-SILC,3359,467.7840626082485,0.18784749835688294,2.648370642426992
CYP,2008,EU-SILC,3234,478.3920764440588,0.09371794418021258,1.682278115310418
CYP,2009,EU-SILC,3081,486.486172957967,0.16295749283053526,2.3377830342588406
CYP,2010,EU-SILC,3669,498.0680288850198,0.11186114932114688,1.8420938642994782
CYP,2011,EU-SILC,3800,450.43146409890835,0.08700498863353805,1.5326598555071544
CYP,2012,EU-SILC,4474,472.70190128520744,0.21668883132464517,2.826720167541085
CYP,2013,EU-SILC,4497,501.00537797833863,0.14953549268809047,2.7981577413448533
CYP,2014,EU-SILC,4135,501.7009862102961,0.3036087369624754,4.6445079468057475
CYP,2015,EU-SILC,4197,475.8548965028257,0.15476320644559904,2.6821396622119966
CYP,2016,EU-SILC,4050,486.37850229771027,0.10954498563593947,1.8544776917371826
CYP,2017,EU-SILC,4156,450.7245933967781,0.12570833939945383,1.6677927127096548
CYP,2018,EU-SILC,4047,424.6900148428959,0.14556170769282237,1.701811232797905
CYP,2019,EU-SILC,4036,459.1817788281974,0.13371896023766386,2.149121540564013
CYP,2020,EU-SILC,4038,462.15599178565793,0.09355486191134874,1.0814736679534955
CYP,2021,EU-SILC,3961,425.5004538611529,0.17495778000765927,1.9154522082080614
CYP,2022,EU-SILC,4021,466.36974068758093,0.22516099073655654,2.290332588444599
CZE,2005,EU-SILC,3940,165.94365052697503,0.1848684677180488,1.7129935289666733
CZE,2006,EU-SILC,6932,156.84695445037823,0.12895386322805458,1.3882630623071288
CZE,2007,EU-SILC,8939,166.86513903100206,0.1268719631730072,1.2463951902242472
CZE,2008,EU-SILC,10456,165.35015698625708,0.16069491501148053,1.2945677430644613
CZE,2009,EU-SILC,9454,161.7813756925356,0.3977012328488965,3.0622422856584346
CZE,2010,EU-SILC,8564,175.18463750666479,0.20104953029617798,1.6005771316406507
CZE,2011,EU-SILC,8249,190.55583448671982,0.15259763709856206,1.1340088743780137
CZE,2012,EU-SILC,8362,178.3918970241125,0.16860138030957875,1.234247735590935
CZE,2013,EU-SILC,7932,184.9555197041446,0.05804229760997063,0.44448699300627487
CZE,2014,EU-SILC,7644,173.9305030139373,0.14356902484825496,1.3153859985333414
CZE,2015,EU-SILC,7618,177.4895598501418,0.11702816402518454,0.9519801543534356
CZE,2016,EU-SILC,8186,179.3699064191089,0.19585876863219867,1.6943898139623923
CZE,2017,EU-SILC,8344,182.70709653126698,0.13560148107851777,1.2554698909796873
CZE,2018,EU-SILC,8342,197.33747184218763,0.12175259258033395,0.9826263669473303
CZE,2019,EU-SILC,8409,204.59659848668315,0.06799239458955643,0.5530305119169686
CZE,2020,EU-SILC,8356,226.62897263937774,0.016318296647903102,0.11600118406856193
CZE,2021,EU-SILC,8363,227.26093227951768,0.0935469581138317,1.0238342859117704
CZE,2022,EU-SILC,8319,253.52204283911945,0.06148482241112319,0.40161760704221017
DJI,2002,EDAM,10355,87.79756006945121,0.017329459298107527,0.42770566956834244
DJI,2012,EDAM,5846,129.71053069815702,0.0,0.0
DJI,2013,EDAM,3375,119.39458995165182,0.00893146260301011,0.24400322681078554
DJI,2017,EDAM,4473,94.73729213921634,0.010336198241381144,0.2769007913031331
DNK,2004,EU-SILC,6797,348.63990065830706,0.10772120098088311,1.1966800237332693
DNK,2005,EU-SILC,5911,337.65185360340746,0.0728909234094863,0.674718057698275
DNK,2006,EU-SILC,5661,327.6208071190641,0.10401504337900945,0.854983298322465
DNK,2007,EU-SILC,5750,353.9676126553524,0.16689651525528218,2.2563141570497742
DNK,2008,EU-SILC,5739,334.59626839966495,0.20036817106867688,2.4696936810870356
DNK,2009,EU-SILC,5797,348.41055904162835,0.08775673831435389,1.1909893506669824
DNK,2010,EU-SILC,5781,378.14183940052624,0.13088437048457469,1.5318364423697217
DNK,2011,EU-SILC,5205,406.3374445318955,0.24286418850176,1.9024956201307375
DNK,2012,EU-SILC,5286,394.6226196206486,0.18148449673503989,1.7711546771407771
DNK,2013,EU-SILC,5385,387.8846014839083,0.1200106968464967,2.7366390698627265
DNK,2014,EU-SILC,5729,414.79893343369207,0.11560575303598741,2.040140470435316
DNK,2015,EU-SILC,6002,395.823279947144,0.16475033167511868,2.204264509941803
DNK,2016,EU-SILC,6222,382.94586819929987,0.18710105028393115,3.85462020660106
DNK,2017,EU-SILC,5865,407.9267283386098,0.2278905711122747,3.339575792568157
DNK,2018,EU-SILC,5583,448.2099339387504,0.23620537563940625,3.0268015428537542
DNK,2019,EU-SILC,5770,432.31836103384666,0.21411111810980843,2.7879773755360815
DNK,2020,EU-SILC,6516,412.8519025211382,0.30485933674468296,3.4811792796426286
DNK,2021,EU-SILC,7767,428.59047113152815,0.16715724415176506,2.243182747574546
DNK,2022,EU-SILC,6711,423.45820661239105,0.28989963188251094,3.1387073017345015
DOM,1996,ENFT,4409,375.33630093963285,0.0,0.0
DOM,1997,ENFT,3471,433.0864768015157,0.06459665558234066,2.496391257654124
DOM,2000,ENFT,4060,569.157875232703,0.011895000923646822,0.9325420241553968
DOM,2001,ENFT,4052,469.595118599441,0.002798392996477069,0.10263021590603376
DOM,2002,ENFT,4111,488.67637772954805,0.002615780098543149,0.11051518672715861
DOM,2003,ENFT,5153,388.3490724376976,0.014298938029750243,0.500368184850575
DOM,2004,ENFT,5118,331.60507218690685,0.06112143577104134,3.0922124669743214
DOM,2005,ENFT,6498,384.1886464345467,0.01701213502628369,0.7396273492269935
DOM,2006,ENFT,6452,468.195844333084,0.020898133587689282,0.771117279012831
DOM,2007,ENFT,6193,349.23260800727553,0.010107523816600994,0.35615894255580377
DOM,2008,ENFT,6718,353.18530941009504,0.007247399887762077,0.23109569066060032
DOM,2009,ENFT,6966,356.1607522215219,0.008719531484686323,0.5886844416222722
DOM,2010,ENFT,6881,397.59133197591046,0.0,0.0
DOM,2011,ENFT,6948,401.1417740588641,0.0,0.0
DOM,2012,ENFT,6972,310.6138077448575,0.0,0.0
DOM,2013,ENFT,7004,318.8076471248974,0.004281886803224872,0.14092893051329472
DOM,2014,ENFT,7031,391.4718539362582,0.0,0.0
DOM,2015,ENFT,6891,369.21073218993064,0.004968196544654291,0.14551882242424574
DOM,2016,ENFT,6972,429.4575579266256,0.0,0.0
DOM,2017,ECNFT-Q03,5919,258.3835388825766,0.12567675219159535,3.250961590579945
DOM,2018,ECNFT-Q03,5908,287.53350239646863,0.058102330002736687,3.6462462636592736
DOM,2019,ECNFT-Q03,6188,302.6799468946552,0.05889593574609771,1.109967634009442
DOM,2020,ECNFT-Q03,5282,250.47959305946415,0.011212469572845263,0.22624671916982758
DOM,2021,ECNFT-Q03,5653,209.4611071726363,0.08334056726291342,1.7244303154658567
DOM,2022,ECNFT-Q03,5609,247.5769742564669,0.0017134557776363707,0.034273667804614105
ECU,1994,ECV,3062,281.968744410497,0.01879371923678524,0.7790198563920433
ECU,1995,EPED,1100,235.82094335663365,0.030246334860533946,1.4104519656567462
ECU,1998,EPED,1281,338.68654923905154,0.0,0.0
ECU,1999,ECV,4980,364.5414315794349,0.03645601145292225,2.7808469946460974
ECU,2000,EPED,2771,247.5727752403053,0.05923879427160689,2.8030853961562814
ECU,2003,ENEMDU,16510,432.6865947080185,0.0022385634737603836,0.34572440776157753
ECU,2004,ENEMDU,4490,406.2197639946995,0.006111524426665995,1.0207695540293582
ECU,2005,ENEMDU,16241,589.343937900754,0.011574898091561163,0.6574486476507805
ECU,2006,ENEMDU,16647,486.0548624181583,0.009192398922379472,3.766983801697639
ECU,2007,ENEMDU,16708,557.0487412126699,0.0200762406026563,1.4461050662613324
ECU,2008,ENEMDU,17471,509.067929558131,0.013033378707458316,0.9761996575281566
ECU,2009,ENEMDU,17125,448.8228935291218,0.007830225031805749,0.6805204049366665
ECU,2010,ENEMDU,18448,463.6643776929045,0.014551135646139007,0.8883948327734615
ECU,2011,ENEMDU,16604,465.64446318194285,0.010897921916006477,0.5292711874672139
ECU,2012,ENEMDU,17569,507.6481551758757,0.02679188474506965,1.3173428068663235
ECU,2013,ENEMDU,19250,513.6460725311682,0.008792616376693638,0.4060191726554749
ECU,2014,ENEMDU,27062,418.0840508356137,0.017265650656386942,0.7747882360666954
ECU,2015,ENEMDU,26877,469.8105166345005,0.022100986816745993,1.0279659246946555
ECU,2016,ENEMDU,27713,404.6730695668823,0.014915865869616598,0.5203512389667064
ECU,2017,ENEMDU,27157,441.4283042873395,0.0056593390152229715,0.3281364410617279
ECU,2018,ENEMDU,15260,435.63567559702767,0.00458739878905512,0.2759338212687356
ECU,2019,ENEMDU,15689,481.25344349212537,0.01653161332285428,0.684296304707736
ECU,2020,ENEMDU,8064,445.46207684798816,0.0029652667471280394,0.15599325886113144
ECU,2021,ENEMDU,8077,417.6565645125417,0.004376759541504138,0.16919940218300822
ECU,2022,ENEMDU,8235,481.13479238829177,0.02037937543175766,1.1753879880919504
ECU,2023,ENEMDU,8039,526.0984592492954,0.0,0.0
EGY,2004,HIECS,41980,42.57972155558706,0.19986060775477987,1.9937859595149425
EGY,2008,HIECS,22260,40.033459928779635,0.30262920682561495,2.996014511404396
EGY,2010,HIECS,7719,44.065839157231984,0.2334743834666455,2.1802084148330994
EGY,2012,HIECS,15048,41.00601943824817,0.1999597949315574,1.5434684752569814
EGY,2015,HIECS,11977,48.42455060186636,0.3587317162165781,4.193854910571517
EGY,2017,HIECS,12248,47.50807493887465,0.2083763892392195,2.171250673935469
EGY,2019,HIECS,10719,48.67082263831536,0.31148428360599195,3.4935843904685666
ESP,2004,EU-SILC,12192,447.92017644442507,0.0,0.0
ESP,2005,EU-SILC,10356,519.0479394094812,0.00847852869742504,0.13122295586621943
ESP,2006,EU-SILC,9854,478.6862872940457,0.021460717801359823,0.2705072582903067
ESP,2007,EU-SILC,10241,547.3846510183469,0.0,0.0
ESP,2008,EU-SILC,12847,672.2722105490843,0.004881679224080989,0.07878424846618397
ESP,2009,EU-SILC,13220,706.4059163514848,0.00908013665179597,0.17137162918995458
ESP,2010,EU-SILC,13422,696.9211128258783,0.0016862444204486984,0.024652430048771486
ESP,2011,EU-SILC,12931,762.1793997622129,0.0022536941718770977,0.04942387886404282
ESP,2012,EU-SILC,12519,801.4854841594389,0.002071061831476307,0.03732603850660747
ESP,2013,EU-SILC,11968,698.7431383147265,0.0,0.0
ESP,2014,EU-SILC,11776,796.1744881685363,0.0,0.0
ESP,2015,EU-SILC,12216,763.0150797038885,0.0,0.0
ESP,2016,EU-SILC,14060,764.8820652610522,0.002162627827944798,0.0427457186919425
ESP,2017,EU-SILC,13574,766.8518605555902,0.0,0.0
ESP,2018,EU-SILC,13159,695.5990768839823,0.0,0.0
ESP,2019,EU-SILC,15655,724.1660809962033,0.0,0.0
ESP,2020,EU-SILC,14848,707.7574903891255,0.0,0.0
ESP,2021,EU-SILC,20688,797.9779716327574,0.0,0.0
ESP,2022,EU-SILC,23994,731.7773643530669,0.0007540828420890377,0.011453292108179127
EST,2000,HBS,6166,168.22225793698607,0.0,0.0
EST,2001,HBS,5955,170.08109370836317,0.006756485979221524,0.14266054239796208
EST,2002,HBS,5597,176.3543489639901,0.017840884301405895,0.29830436209167144
EST,2003,HBS,3317,167.1197568775815,0.011953135016004009,0.18598185832852435
EST,2004,EU-SILC,3728,197.70137493413785,0.0,0.0
EST,2004,HBS,3165,169.94623322117252,0.0,0.0
EST,2005,EU-SILC,3748,178.81672561051178,0.0,0.0
EST,2006,EU-SILC,5222,198.0505220162133,0.0,0.0
EST,2007,EU-SILC,4906,212.8156541436907,0.06170750975065688,2.10346728885276
EST,2008,EU-SILC,4534,274.75958814349474,0.0,0.0
EST,2009,EU-SILC,4735,276.198978007956,0.0,0.0
EST,2010,EU-SILC,4739,236.72370575841825,0.0,0.0
EST,2011,EU-SILC,4737,248.36853149611414,0.011901774826682759,0.13374785505366407
EST,2012,EU-SILC,5021,265.7009436674864,0.04727992804158735,0.6038544456142596
EST,2013,EU-SILC,5633,284.39814140745216,0.0,0.0
EST,2014,EU-SILC,5729,338.0324907916731,0.0,0.0
EST,2015,EU-SILC,5595,350.3314438299267,0.0,0.0
EST,2016,EU-SILC,5855,398.6458139331669,0.0,0.0
EST,2017,EU-SILC,5998,415.5990543598866,0.0,0.0
EST,2018,EU-SILC,5941,449.5474912861876,0.0,0.0
EST,2019,EU-SILC,6163,466.9226424929847,0.0,0.0
EST,2020,EU-SILC,6340,465.6180750131672,0.0,0.0
EST,2021,EU-SILC,6384,437.6992637346636,0.0,0.0
EST,2022,EU-SILC,5686,621.1345040520874,0.0,0.0
ETH,1995,HICES,11524,27.006841208176656,0.40583711172701137,10.890169273109727
ETH,1999,HICES,16556,17.164169644977992,0.16623769151926096,1.9533787017093767
ETH,2004,HICES,21287,22.71165557470661,0.1653429373628684,2.651642523684184
ETH,2010,HICES,27756,29.374686436668465,0.11952875656292138,2.1476254040327096
ETH,2015,HICES,30225,35.878923777908234,0.09577140165776822,1.2575768336578002
ETH,2021,HCES,33810,33.6606437026833,0.009861711627935574,0.11769424780349343
FIN,2004,EU-SILC,10425,324.001543761616,0.15681448409609947,2.2512071582800512
FIN,2005,EU-SILC,10614,339.10703748394195,0.1046376215313344,2.4010267126761065
FIN,2006,EU-SILC,10178,362.5759362008041,0.12035537915139416,1.811842414122665
FIN,2007,EU-SILC,9956,384.3046763397297,0.14466465160979572,1.8412772648083335
FIN,2008,EU-SILC,9841,396.4897933158522,0.09395058335213859,1.4321107826294757
FIN,2009,EU-SILC,9546,392.5503847795179,0.06829105160659645,1.068209766327561
FIN,2010,EU-SILC,10320,394.50499005362315,0.0652494222975094,0.9061991770016085
FIN,2011,EU-SILC,8838,433.93611977505725,0.05419102651987772,0.8741988394933895
FIN,2012,EU-SILC,9725,399.732197018683,0.0826616822634559,1.036651030083922
FIN,2013,EU-SILC,10684,410.26046632387323,0.05315217953692315,0.7433120835775635
FIN,2014,EU-SILC,10413,409.42711523214933,0.04563680828303853,0.709742397031032
FIN,2015,EU-SILC,10120,387.1352595164927,0.05140250811255188,0.5357572878175509
FIN,2016,EU-SILC,10063,391.4504065481062,0.046519895863141855,0.5247403265947794
FIN,2017,EU-SILC,9645,401.1811801654779,0.05808574642639814,0.6180114836062127
FIN,2018,EU-SILC,9374,410.9286796090015,0.0858748745063407,0.8611661297028731
FIN,2019,EU-SILC,9159,418.53523046280935,0.11365810727402269,1.1617960566424408
FIN,2020,EU-SILC,9031,425.2490886674359,0.1532558422633406,1.3443160285777802
FIN,2021,EU-SILC,8974,417.2589756297378,0.08964365481261735,1.029095359209819
FIN,2022,EU-SILC,8696,436.5172339688467,0.14185804674689428,1.5435463491204013
FJI,2002,HIES,5244,156.75457191301862,0.014979541004423752,0.3384390712482064
FJI,2008,HIES,3573,143.8953304109251,0.11917444795518592,3.7237587367786062
FJI,2013,HIES,6015,136.19444874431935,0.09810026332928652,1.8838858399431424
FJI,2019,HIES,5999,77.35796637618104,0.0,0.0
FRA,2004,EU-SILC,9501,466.64613883292844,0.05733624287872892,1.0496809800791698
FRA,2005,EU-SILC,9073,481.13127183334063,0.03193233631209335,0.37899429835090875
FRA,2006,EU-SILC,9302,433.9920932395565,0.10109434756826265,1.0632596450764613
FRA,2007,EU-SILC,9745,439.8033301104986,0.01686607207549073,0.3079283599142048
FRA,2008,EU-SILC,7192,535.2124838541076,0.08625453676809013,1.1586555159258798
FRA,2009,EU-SILC,7266,552.7040957052237,0.14610803045696072,2.0912273566437327
FRA,2010,EU-SILC,7524,556.6645131185807,0.10374452775882723,1.378585208798261
FRA,2011,EU-SILC,7691,586.0737781480564,0.09775520546557713,1.740529472565545
FRA,2012,EU-SILC,7930,554.8188121091073,0.06962026096904175,1.6674940242805683
FRA,2013,EU-SILC,7467,547.9314373955482,0.10430074319342009,1.4074936478828097
FRA,2014,EU-SILC,7639,525.0880809703234,0.055824199219378604,0.9881889105128414
FRA,2015,EU-SILC,7595,547.137195456637,0.07270174456038389,1.1954325161267194
FRA,2016,EU-SILC,7587,541.0741619148736,0.1931246489243368,2.925734850359393
FRA,2017,EU-SILC,7321,523.8286663092385,0.04638728265554746,1.0757957096120618
FRA,2018,EU-SILC,7212,503.10055924715914,0.08154886530469369,1.7897841311942722
FRA,2019,EU-SILC,7618,469.3907576379456,0.12518916656654686,3.2352021132227793
FRA,2020,EU-SILC,7222,511.9014884564342,0.10035555009438493,1.632179439232113
FRA,2021,EU-SILC,8526,508.52714074517706,0.06403685721711452,1.0008580304765793
FRA,2022,EU-SILC,10107,545.6764065424703,0.06201348033838614,0.8052080102214036
FSM,2000,CPH,7166,1195.3213167419324,0.0010515357679891481,0.8159441143613034
FSM,2005,HIES,1380,179.3403325155212,0.0235211283969679,0.626983970568073
FSM,2013,HIES,1648,120.20143076685115,0.012391638809612178,0.7290637367026596
GAB,2005,EGEP,7911,168.98579617638413,0.0487524563722367,1.2895592834228413
GAB,2017,EGEP,7914,268.1675979865764,0.0016099050471771288,0.04943889136123446
GEO,1997,HIS,10805,141.05581081723605,0.004306169614258344,0.11543375420199334
GEO,1998,HIS,10988,124.04824139960688,0.01406825141811269,3.4355817052161464
GEO,1999,HIS,11272,108.94863663279052,0.008589559794625308,0.22393554895387677
GEO,2000,HIS,10455,98.58850118626694,0.01024834943878839,0.35318635298581086
GEO,2001,HIS,9848,84.18826759766853,0.016022882368178504,0.7293645283389548
GEO,2002,HIS,10668,100.64144296966583,0.019540719205455942,0.37713483356258415
GEO,2003,HIS,11698,103.19048057949064,0.001714892146607585,0.03939226271420085
GEO,2004,HIS,11493,102.71993662968983,0.0077854098309760944,0.1784802531502899
GEO,2005,HIS,11331,113.541462063679,0.003474703728895492,0.08000626703644416
GEO,2006,HIS,10942,100.45852434951676,0.006551303242550259,0.1277543352842129
GEO,2007,HIS,10997,97.97463315844556,0.02466883606036059,0.7690303675570577
GEO,2008,HIS,19676,113.7915363464803,0.009638384590612867,0.3031444806559022
GEO,2009,HIS,22287,108.57661175891889,0.032385307703971064,0.6503840352173045
GEO,2010,HIS,21793,128.20347809149192,0.00902396996816172,0.2847220288818595
GEO,2011,HIS,11219,118.6176644527863,0.015390246198311457,0.9058713239052207
GEO,2012,HIS,11273,132.64274368025073,0.009260195176898993,0.20449950028371
GEO,2013,HIS,11100,151.80996279207528,0.0013886091718261333,0.033563211765922835
GEO,2014,HIS,11160,132.63811445472723,0.01974866287155194,0.5485631093657938
GEO,2015,HIS,10997,130.99229767281673,0.01042314507652882,0.21323286380924014
GEO,2016,HIS,10855,121.25543386831491,0.0020125696673019213,0.03926384269438812
GEO,2017,HIS,11587,143.19890898711776,0.012205952629329223,0.23424728044230533
GEO,2018,HIS,11051,129.10902945102916,0.00810506350192945,0.19329287918919733
GEO,2019,HIS,13868,116.44477017962417,0.0408264180153579,1.1853626093926017
GEO,2020,HIS,13308,108.31205278187494,0.0031756109936937824,0.08461197986941112
GEO,2021,HIS,13616,98.25298358592154,0.02818812922433459,0.5000876342480141
GEO,2022,HIS,13618,119.66739241127948,0.003309398413450513,0.08140278161850037
GHA,1991,GLSS-III,4523,34.21559568942664,0.004962571917913001,0.08894303201816524
GHA,1998,GLSS-IV,5997,67.06546234004936,0.0,0.0
GHA,2005,GLSS-V,8683,80.77788560084473,0.0039848482125919606,0.1867209657793837
GHA,2012,GLSS-VI,16767,127.82837924227502,0.007104487315154993,0.2414108066881748
GHA,2016,GLSS-VII,14001,163.34709818321878,0.00532029809283463,0.2781711807272856
GIN,1994,EIBC,4415,112.69864092735452,0.018463390277150202,0.6780603900756957
GIN,2002,EIBEP,7092,59.741416211380994,0.008609518939612789,0.24426943972510376
GIN,2007,ELEP,7548,56.94588332284322,0.005950178412380834,0.31688288390525554
GIN,2012,ELEP,7501,46.71029840738174,0.04523169513730841,0.6391126148730958
GIN,2018,EHCVM,8237,45.88560358378288,0.0,0.0
GMB,1998,HPS,1860,56.42164564450377,0.014356390706067914,0.7628211836305467
GMB,2003,HIS,2238,101.57635189421273,0.04406687498754815,1.9141216224967006
GMB,2010,IHS,4599,82.22435476345426,0.12687848452900277,3.8000740916241216
GMB,2015,IHS,13185,66.12703089569251,0.0019232932711442466,0.025162427178506447
GMB,2020,IHS,13483,83.61926790917003,0.031183133006469875,1.5808685558946975
GNB,1993,ICOF,3028,81.71213870729125,0.062468954808861485,1.5868984927069978
GNB,2002,ILAP-I,3212,34.4935946503765,0.050802222060994794,0.8523697808788803
GNB,2010,ILAP-II,3129,54.21482853080924,0.0,0.0
GNB,2018,EHCVM,5351,53.47297078492327,0.013491226245486829,0.20525561670503895
GNB,2021,EHCVM,5350,51.48317125763423,0.006633711620560101,0.10356736971430822
GRC,2004,EU-SILC,4650,503.14690737356995,0.019893026759613817,0.41020353068266857
GRC,2005,EU-SILC,4064,499.8801735523229,0.0,0.0
GRC,2006,EU-SILC,3988,526.8505593258784,0.011829108387401243,0.17354248916660112
GRC,2007,EU-SILC,4174,562.5003585972713,0.0,0.0
GRC,2008,EU-SILC,4515,512.6783346664665,0.022181482824259045,0.3177543806706521
GRC,2009,EU-SILC,4800,453.9542698403066,0.050596587685533274,0.7088962225345733
GRC,2010,EU-SILC,4788,467.26225911313134,0.003629477199835086,0.04490360245770497
GRC,2011,EU-SILC,4001,461.852293126364,0.0034473888832124546,0.05586295020635259
GRC,2012,EU-SILC,4712,449.3990791468047,0.015074364782931352,0.24878777259099555
GRC,2013,EU-SILC,4840,447.9677944217778,0.011588759181402479,0.381132012732796
GRC,2014,EU-SILC,5297,426.2519206747844,0.0,0.0
GRC,2015,EU-SILC,7892,412.7574139802341,0.02164664518927832,0.8919171409622839
GRC,2016,EU-SILC,8807,434.2275951483401,0.02083213168760984,0.9095206819669689
GRC,2017,EU-SILC,12216,383.9597109121844,0.0282051709029561,0.8639070312247926
GRC,2018,EU-SILC,11332,351.2862464484732,0.06951324351329204,1.6145322493894303
GRC,2019,EU-SILC,8103,347.2654393651739,0.06483682200542154,1.2324873530545455
GRC,2020,EU-SILC,9414,355.97132851003374,0.04526767619627021,0.8816968223010387
GRC,2021,EU-SILC,6996,356.6187806854033,0.030544713774043022,0.5397441767670338
GRC,2022,EU-SILC,5962,406.38285975608795,0.0025083884001863965,0.06992711826737383
GRD,2018,SLCHB,824,453.6085091616805,0.0,0.0
GTM,2000,ENCOVI,6516,413.84596189543925,0.03071098944517364,1.7313290961101384
GTM,2006,ENCOVI,12815,577.5894321780576,0.01825876231521106,1.4753851306717738
GTM,2014,ENCOVI,10530,265.9490720350149,0.0457640512093464,2.194052065843093
GUY,1998,GLSMS,1981,181.87688686606197,0.0,0.0
HND,1991,EPHPM,2722,205.9503126755057,0.00977004082497765,0.6103100418563309
HND,1992,EPHPM,1821,219.71035080345882,0.027803593470796834,1.350840678203679
HND,1993,EPHPM,1715,277.4922894539153,0.03825269006289767,2.7522540110240055
HND,1994,EPHPM,2070,376.02161124381934,0.0,0.0
HND,1995,EPHPM,2305,387.97621072679146,0.005481052723511006,0.423285168069179
HND,1996,EPHPM,2897,396.3733879857987,0.024635686293293046,1.95028019678423
HND,1997,EPHPM,3199,344.217860895409,0.028893983238470103,1.5931642482071713
HND,1998,EPHPM,3252,542.3277286115584,0.0,0.0
HND,1999,EPHPM,3439,516.7346538916005,0.0,0.0
HND,2001,EPHPM,6420,1078.224048744231,0.0,0.0
HND,2002,EPHPM,26270,723.8501359930441,0.0017153672124711008,0.14778295648175865
HND,2003,EPHPM,29116,828.4953554702344,0.0,0.0
HND,2004,EPHPM,10175,849.9832392371892,0.0,0.0
HND,2005,EPHPM,6628,1099.8671158716215,0.0069454603385998735,1.0861351092957654
HND,2006,EPHPM,18659,1056.1335942171902,0.006355726629746016,0.9612999667338791
HND,2007,EPHPM,19901,803.1191293665528,0.0022650026447236763,0.17148287766106374
HND,2008,EPHPM,19612,805.1260272467267,0.015239023096211082,1.8521783644008663
HND,2009,EPHPM,19250,694.7624627206587,0.004688125380991353,0.3611356549553225
HND,2010,EPHPM,6614,768.8139842504336,0.0,0.0
HND,2011,EPHPM,6502,669.3750124454028,0.0,0.0
HND,2012,EPHPM,6857,660.5233635496342,0.0,0.0
HND,2013,EPHPM,6939,569.2432920864826,0.0,0.0
HND,2014,EPHPM,5164,547.4387000381404,0.0,0.0
HND,2015,EPHPM,5587,536.8150765379119,0.0,0.0
HND,2016,EPHPM,5742,731.8209216356887,0.0,0.0
HND,2017,EPHPM,5001,547.0458837830519,0.008471040838439555,0.66310691372685
HND,2018,EPHPM,5673,626.5840208913158,0.0,0.0
HND,2019,EPHPM,3913,606.7924459931409,0.0,0.0
HRV,1998,HBS,3123,383.21525149433126,0.0,0.0
HRV,2004,HBS,2846,323.7261405229141,0.0,0.0
HRV,2008,HBS,3107,282.03967490291996,0.13959348708273525,1.9826315583017406
HRV,2009,HBS,3004,311.9536769591272,0.0,0.0
HRV,2010,EU-SILC,2731,319.6431804681522,0.0,0.0
HRV,2010,HBS,3458,210.3549834613764,0.0,0.0
HRV,2011,EU-SILC,4310,288.8619177012013,0.0,0.0
HRV,2012,EU-SILC,3866,292.1381035999679,0.0,0.0
HRV,2013,EU-SILC,3368,276.64427421693256,0.0,0.0
HRV,2014,EU-SILC,3510,275.36436104819285,0.0,0.0
HRV,2015,EU-SILC,4315,287.79191963479565,0.0,0.0
