"Country","Year","Survey","Valid records (LIS)","LIS ceiling (PPP/day)","Welfare share above ceiling (%)","mean_ppp_day original (LIS)","mean_ppp_day LIS-capped","mean_ppp_day change (%) (LIS)","gini original (LIS)","gini LIS-capped","gini change (%) (LIS)","mld original (LIS)","mld LIS-capped","mld change (%) (LIS)","atkinson_2 original (LIS)","atkinson_2 LIS-capped","atkinson_2 change (%) (LIS)","Valid records (outdetect)","Median log welfare (unweighted)","S estimate, log space (unweighted, 1.1926 scaled)","outdetect threshold (PPP/day)","Records flagged (top)","Population share flagged (%)","Welfare share flagged (%)","mean_ppp_day original (outdetect)","mean_ppp_day outdetect-capped","mean_ppp_day change (%) (outdetect)","gini original (outdetect)","gini outdetect-capped","gini change (%) (outdetect)","mld original (outdetect)","mld outdetect-capped","mld change (%) (outdetect)","atkinson_2 original (outdetect)","atkinson_2 outdetect-capped","atkinson_2 change (%) (outdetect)","Flagged by outdetect","Flagged by LIS","Flagged by both (always problematic)","welfare_type"
"NOR",2005,"EU-SILC",5960,358.442547990092,7.75045073062722,56.0113439073373,52.3652585023994,-6.5095481568338,0.315251929022241,0.26760857020682,-15.1127889885363,0.2005364376906,0.135399251893601,-32.481471470784,0.979941293017636,0.978544715971684,-0.142516399288717,5960,3.91971331417234,0.441712986068369,189.587805804871,57,0.750401454395634,10.1811152489934,56.0113439073373,51.7314340837378,-7.64114824789783,0.315251929022241,0.258689092170186,-17.9421065011357,0.2005364376906,0.125794018474517,-37.2712411154923,0.979941293017636,0.978282104121395,-0.169315132249581,TRUE,TRUE,TRUE,"income"
"COM",2004,"EIM",2987,178.875452898747,7.61448763962277,8.68719793956448,8.36560480622517,-3.70192017698441,0.559251601662275,0.542327732510246,-3.02616373412724,0.546712000682314,0.509751227762751,-6.76055635754012,0.589956387361422,0.574196981148728,-2.67128325928933,2987,1.69877607293123,0.835082439858797,66.9551767989343,48,1.40960663564664,20.3288638950524,8.68719793956448,7.86499390920334,-9.46454813256347,0.559251601662275,0.513620126414322,-8.15938213003267,0.546712000682314,0.453260139878441,-17.0934350603684,0.589956387361422,0.547188599784959,-7.24931342259755,TRUE,TRUE,TRUE,"consumption"
"MMR",2015,"MPLCS",3648,67.3298737870481,7.42240088049847,6.41480157200617,6.12233580853282,-4.55923320761238,0.380685092850857,0.351159995222829,-7.75577982497874,0.250511819043562,0.205946291468961,-17.7897904157772,0.344908090103458,0.313669042004899,-9.05720944069128,3648,1.69281265870599,0.58186916198933,31.1377261862893,36,0.647068527057139,9.82440728879619,6.41480157200617,5.98606776499689,-6.68350847951789,0.380685092850857,0.336482798414436,-11.6112491049756,0.250511819043562,0.186528927527633,-25.5408673970796,0.344908090103458,0.29826220475723,-13.524149384909,TRUE,TRUE,TRUE,"consumption"
"PRY",2007,"EPH",4308,459.055679466617,7.16821568042012,14.0137237503716,13.4218556520704,-4.2234891228355,0.53030302992731,0.509615044898151,-3.90116289397685,0.513627777009762,0.47116786990358,-8.26666878364244,0.615425452393774,0.598468910402229,-2.75525523450324,4308,2.24493451778776,0.929981801794323,153.681137960112,26,0.251813647679625,10.2448027015575,14.0137237503716,12.9650354802976,-7.4832948669061,0.53030302992731,0.492393278744337,-7.14869594242543,0.513627777009762,0.438318498009687,-14.6622286353965,0.615425452393774,0.584338133966126,-5.05135403593238,TRUE,TRUE,TRUE,"income"
"NOR",2006,"EU-SILC",5731,363.536575920944,7.04173839578208,57.3706520734331,54.923526701359,-4.26546550131914,0.305647991502914,0.274774584114599,-10.1009685149596,0.180475325191453,0.139747419717821,-22.56702151966,0.972043051951079,0.970797651540231,-0.12812193949111,5731,3.93925613994449,0.442696766489745,193.900751783773,72,0.965873744986416,9.42975327115638,57.3706520734331,53.8335775856656,-6.1653029204552,0.305647991502914,0.260228810374526,-14.8599638770912,0.180475325191453,0.12391776275798,-31.3381136027738,0.972043051951079,0.970207205611236,-0.188864715010151,TRUE,TRUE,TRUE,"income"
"MOZ",2002,"IAF",8697,26.4198282529007,6.7657206406308,1.76919978656739,1.71654177031624,-2.97637477977091,0.470390696036914,0.454174429033249,-3.44740385817336,0.380030994576405,0.350972069434899,-7.6464618823779,0.478847555534346,0.462875385980356,-3.33554371728313,8697,0.386086489875941,0.754670068189812,14.1554073284634,186,0.711927679172299,11.509869933641,1.76919978656739,1.66634345513815,-5.8137205424837,0.470390696036914,0.437864826518689,-6.91464984155919,0.380030994576405,0.323976818512093,-14.7498958938316,0.478847555534346,0.446770181736537,-6.69886969810534,TRUE,TRUE,TRUE,"consumption"
"PRY",2014,"EPH",4522,558.45118723998,6.50256884516609,20.1091223241883,19.6509176957567,-2.27859088549269,0.507026450858948,0.495545029212247,-2.26446206647617,0.459929992355422,0.437387335347768,-4.90132354539586,0.572382598794791,0.562414232233841,-1.74155653612461,4522,2.63477899223981,0.859932092209288,183.933682025759,33,0.459519555564753,10.1756975087631,20.1091223241883,18.9080901029904,-5.97257404791475,0.507026450858948,0.475815632735305,-6.15565875720465,0.459929992355421,0.40130332130118,-12.7468684427382,0.572382598794791,0.545258246171729,-4.73884997205993,TRUE,TRUE,TRUE,"income"
"RWA",2005,"EICV-II",6900,52.3869848217813,6.13686225413973,2.73733296338608,2.66940871749973,-2.48140240134784,0.520394140975533,0.508209988132553,-2.34133167220892,0.467695602540628,0.443372892405979,-5.2005428322444,0.542893705923226,0.531268753596532,-2.14129436386161,6900,0.556221148003484,0.800744235752225,19.2681573526139,144,1.18300797583137,16.3546795621571,2.73733296338608,2.51759476695215,-8.02745589860996,0.520394140975533,0.478913423140743,-7.971019381008,0.467695602540628,0.39013573500982,-16.5834074790281,0.542893705923226,0.503127777026851,-7.32480934343307,TRUE,TRUE,TRUE,"consumption"
"CAF",2008,"ECASEB",6894,113.490414243315,5.46574390464477,3.038541222948,2.96068479680263,-2.56229619520613,0.562366081510158,0.550865562343604,-2.04502361445261,0.570636958618466,0.545061516936929,-4.48191118630937,0.631898326387564,0.622219347788785,-1.5317303741114,6894,0.740981976566182,0.908163745605504,31.99159504265,47,0.521218631615554,13.4238544440321,3.038541222948,2.79739802587084,-7.93615025710279,0.562366081510158,0.524808101121525,-6.67856430597233,0.570636958618466,0.491424732301518,-13.8813697782078,0.631898326387564,0.600197051850578,-5.01683153969034,TRUE,TRUE,TRUE,"consumption"
"RWA",2013,"EICV-IV",14415,43.4082362998966,5.37305765132708,3.10200573370797,3.04170073848678,-1.94406459555797,0.45112831890304,0.440269879726735,-2.40695135315545,0.34179946695129,0.323135879962974,-5.46039089960768,0.435426421494235,0.424249898886406,-2.56679936175558,14415,0.774185505265805,0.66217905877168,15.8112653306149,315,1.4800825043792,14.4623201706103,3.10200573370797,2.88740350466784,-6.91817641431653,0.45112831890304,0.410746854861926,-8.95121462099856,0.34179946695129,0.277626837988877,-18.7749353545827,0.435426421494235,0.393800707481149,-9.55975842491158,TRUE,TRUE,TRUE,"consumption"
"RWA",2000,"EICV-I",6419,34.7003805847914,5.36125129941378,2.11252108331151,2.07162188066581,-1.93603760780409,0.485472726862906,0.475330648674244,-2.08911389403886,0.402055287545035,0.383264191191433,-4.67375929025612,0.492733087952667,0.482727140424078,-2.03070339159976,6419,0.407927322476881,0.773712069957966,15.3185349883994,99,0.975281968952833,12.7619823271385,2.11252108331151,1.99232042565181,-5.68991517335663,0.485472726862906,0.454660457756223,-6.34685892774861,0.402055287545035,0.34800675766505,-13.4430590902082,0.492733087952667,0.462246644564091,-6.18721253635482,TRUE,TRUE,TRUE,"consumption"
"PRY",2010,"EPH",4344,486.024312088783,5.09175346524642,15.420182918461,14.9717117542583,-2.90833880878156,0.509824377177386,0.495151972956789,-2.87793304467495,0.473922802657629,0.44489657154897,-6.12467493564085,0.595558240321782,0.583445067548157,-2.03391909531475,4344,2.42223722679811,0.926338739127153,181.499598971594,37,0.315713371787603,8.94293704403018,15.420182918461,14.6141841716829,-5.22690781970636,0.509824377177386,0.482835781182396,-5.29370449965736,0.473922802657629,0.42202617335095,-10.9504393997623,0.595558240321782,0.573267886773451,-3.74276637265353,TRUE,TRUE,TRUE,"income"
"UGA",2019,"UNHS",13730,56.6968451219071,4.86142395914035,3.52603193352428,3.42170717601958,-2.95870143752306,0.427054538863499,0.409604980374202,-4.08602576517164,0.309856194558242,0.280761679981635,-9.3896830489662,0.431284639117829,0.413957083615064,-4.01766117573947,13730,0.946858359110343,0.717964018157835,22.2146151772417,110,0.519553740072722,8.15844416858318,3.52603193352428,3.35377945085741,-4.88516513503902,0.427054538863499,0.397695961263598,-6.87466703387144,0.309856194558242,0.262785770218236,-15.191054807574,0.431284639117829,0.402168893730031,-6.75093493878017,TRUE,FALSE,FALSE,"consumption"
"RWA",2010,"EICV-III",14301,44.1105812815791,4.82533794844484,2.91025857948344,2.85395169168029,-1.93477267621867,0.472224139251353,0.461830296552674,-2.20104010675041,0.374901244227832,0.356210538885055,-4.98550101674733,0.460312631280942,0.449677069115524,-2.31050843332763,14301,0.684032510424327,0.680813988857048,15.2789257507324,344,1.75195519844755,17.044691213223,2.91025857948344,2.68189392506105,-7.84688536036959,0.472224139251352,0.427858564096717,-9.39502483396352,0.374901244227832,0.301670143540668,-19.5334376224851,0.460312631280942,0.414706213077085,-9.90770513443118,TRUE,FALSE,FALSE,"consumption"
"NER",2005,"ENCVM",6686,29.1418449253974,4.66688931318309,1.71457401192244,1.67800042095485,-2.13310074183278,0.444254441973068,0.432158521592797,-2.72274607464792,0.336802683382384,0.316038320230517,-6.16514184012356,0.442978572077247,0.430848244042846,-2.73835548693003,6686,0.408787429351646,0.761889346992989,14.7974589036687,65,0.449724532141797,8.38954930383218,1.71457401192244,1.63727678266492,-4.50824687181975,0.444254441973068,0.418112129465647,-5.8845359860253,0.336802683382384,0.293509272666291,-12.8542356852127,0.442978572077247,0.416750735185132,-5.92079133063385,TRUE,FALSE,FALSE,"consumption"
"CYP",2014,"EU-SILC",4135,501.700986210296,4.64450794680575,47.4921008934752,46.8095345209341,-1.43722084241357,0.370281931504956,0.361127913893498,-2.47217507326171,0.231241380128363,0.21782109683634,-5.80358207712352,0.337172786289204,0.327543428176385,-2.85591201436962,4135,3.65545502038144,0.5865028420531,224.744352820179,62,1.14975356320697,9.9430023303866,47.4921008934752,45.3539663995439,-4.50208445974453,0.370281931504955,0.340836855482691,-7.95206936038961,0.231241380128363,0.190939580617255,-17.4284548417486,0.337172786289203,0.306310995959074,-9.15310831273855,TRUE,FALSE,FALSE,"income"
"BEL",2005,"EU-SILC",4828,407.772840937881,4.56781577049027,52.8972263541189,50.9846796852889,-3.61558970223982,0.305364378984057,0.279314534418729,-8.53074109429376,0.171193513219804,0.135153267851006,-21.0523428668257,0.298328749888905,0.272037166170931,-8.81295675584876,4828,3.88214295101131,0.475110836787691,201.840031697274,42,0.509621935981481,6.49923008503006,52.8972263541189,50.4879349818868,-4.55466484405652,0.305364378984058,0.272252006906776,-10.8435607936482,0.171193513219803,0.127207413892662,-25.693788567015,0.298328749888905,0.265068897215636,-11.1487252521435,TRUE,FALSE,FALSE,"income"
"PRY",2017,"EPH",8363,474.228877962144,4.53277020628032,19.4121315779987,18.9254498488259,-2.50710091891425,0.485474928554459,0.472254710359149,-2.7231515816223,0.411306066840774,0.386470230975232,-6.0382858089854,0.512152311039151,0.499610426601967,-2.44885831164889,8363,2.56439056829722,0.822286348483283,153.124239345501,82,0.699561801995765,12.3733564988824,19.4121315779987,18.0813980218785,-6.85516451798857,0.485474928554459,0.447788526267688,-7.76279063452053,0.411306066840774,0.344424417276457,-16.2607982123952,0.512152311039151,0.476333751309085,-6.99373193443003,TRUE,FALSE,FALSE,"income"
"ARM",2004,"ILCS",6816,59.5791033241987,4.52553504138277,6.47840002061434,6.35868013920453,-1.8479853208949,0.375056325237724,0.363308047662284,-3.13240353112124,0.23738343730655,0.219807828744838,-7.40388999381446,0.337209469130249,0.324767826332002,-3.68958879782865,6816,1.65830800118392,0.55675655288117,27.8986321244362,135,1.60656657780272,11.8846684617931,6.47840002061434,6.15667375591091,-4.96613768337379,0.375056325237724,0.342695775878669,-8.62818387039458,0.23738343730655,0.192962791878732,-18.7126136228511,0.337209469130249,0.303069493696151,-10.1242635689185,TRUE,FALSE,FALSE,"consumption"
"SVK",2006,"EU-SILC",5060,111.865174132781,4.49915097795582,18.7235923015954,18.2032342597002,-2.77915708435356,0.292964923929172,0.272781654350048,-6.8893126550549,0.158740045700089,0.132513263558014,-16.5218436383886,0.268953445611183,0.248160642304594,-7.73100462027485,5060,2.86839696339156,0.39420541115414,57.4556414394962,68,1.25505496054236,8.29841938703677,18.7235923015954,17.8909299660879,-4.4471291731584,0.292964923929171,0.260209316784394,-11.1807265885166,0.158740045700089,0.119370435323536,-24.8013097154673,0.268953445611183,0.2356368840947,-12.3874826889733,TRUE,FALSE,FALSE,"consumption"
"SYC",1999,"HES",813,385.623388941656,4.34143672314244,20.1619154520746,19.8714081575886,-1.44087150437976,0.427766910173382,0.41942339861412,-1.95048082514848,0.319693376162223,0.305791463734474,-4.34851437794394,0.447296015846835,0.439223992937429,-1.80462660596782,813,2.81715423510111,0.710781418020802,141.10418089794,10,0.515620260843191,8.36456783057891,20.1619154520746,19.2030201037485,-4.75597346197321,0.427766910173382,0.399319581470837,-6.65019383827865,0.319693376162223,0.274562060171688,-14.1170632098534,0.447296015846835,0.419799007681252,-6.14738499593494,TRUE,FALSE,FALSE,"consumption"
"NIC",2001,"EMNV",8298,166.548566538025,4.30925583955648,6.63941690306583,6.51959720172019,-1.8046720532087,0.490043998167139,0.480679534689951,-1.91094340757423,0.419071469050605,0.401281217519884,-4.24515932115923,0.529265411281782,0.520616646505068,-1.63410731031309,8298,1.52634678072312,0.807018659319148,51.8006531718214,69,0.669579196166246,10.9649754468185,6.63941690306583,6.2582528669495,-5.7409263747292,0.490043998167139,0.459129412201357,-6.30853271979842,0.419071469050605,0.363620687523867,-13.2318197782255,0.529265411281782,0.500667061318563,-5.40340429463536,TRUE,FALSE,FALSE,"consumption"
"ARM",2005,"ILCS",5187,59.8446031560231,4.30455241063821,7.13837774839433,7.01417640861041,-1.73990988095097,0.359923534791458,0.348610276034567,-3.14323951153848,0.217762988539292,0.201471897025518,-7.48111128665653,0.311221422267429,0.299076186685506,-3.90244202774905,5187,1.77016008464871,0.520294587442162,27.9675202830522,98,1.82107045272354,12.2104865903198,7.13837774839433,6.77605533889439,-5.07569677972612,0.359923534791458,0.326076797368857,-9.40386891960604,0.217762988539292,0.173365788912361,-20.3878537508773,0.311221422267429,0.27508818371644,-11.6101386234076,TRUE,FALSE,FALSE,"consumption"
"ARM",2017,"ILCS",7772,74.702139705701,4.24937428360274,8.79643569281281,8.63577403077668,-1.82644047710603,0.336218373066879,0.323895099267968,-3.66525888710408,0.19080654666925,0.173747425148628,-8.94053260666847,0.281935315489738,0.268636883016771,-4.71683813355068,7772,2.019796632404,0.518863192765574,35.7441353918775,99,1.11282380838647,8.70605598457208,8.79643569281281,8.42838232549235,-4.18411934303319,0.336218373066879,0.30741542875825,-8.56673716129708,0.19080654666925,0.153733098752409,-19.4298615870374,0.281935315489738,0.251078814073356,-10.9445322104405,TRUE,FALSE,FALSE,"consumption"
"PRY",2004,"EPH",7050,418.504978508675,4.219451491253,13.3472717269876,13.1093683805983,-1.78241180111902,0.522309985571541,0.513650311968235,-1.65795673881872,0.484798821230375,0.467211988394046,-3.62765585768042,0.589731779246113,0.582288029558143,-1.26222631201695,7050,2.19126258786327,0.89073410882697,129.472035319824,63,0.53926319697178,11.3147732666744,13.3472717269876,12.5352532306421,-6.0837788647368,0.522309985571541,0.491500071661295,-5.89877941478221,0.484798821230375,0.425248733042581,-12.2834638988316,0.589731779246113,0.563193075405902,-4.50013120780713,TRUE,FALSE,FALSE,"income"
"EGY",2015,"HIECS",11977,48.4245506018664,4.19385491057152,7.24888022905802,7.11858693105447,-1.79742655260408,0.318233580932072,0.305779280856387,-3.9135719238705,0.169797322737189,0.153241811678014,-9.75016024534118,0.250411157937626,0.236783499032286,-5.44211328982954,11977,1.84871661104243,0.492484828932045,27.8315730600864,163,1.2699676641987,8.49913527983142,7.24888022905802,6.98624007041836,-3.62318248254171,0.31823358093207,0.292766314557629,-8.00269610135099,0.169797322737189,0.138241407983746,-18.5844595455047,0.250411157937626,0.222788857634886,-11.0307785524558,TRUE,FALSE,FALSE,"consumption"
"IND",2009,"NSS-SCH1",49245,29.5465261646673,4.06762280223892,3.45074024218535,3.37314830360805,-2.24855924038367,0.348890886493713,0.333925984091667,-4.28927867748002,0.203046755209492,0.181398242025875,-10.661836561378,0.290022094455743,0.273731386703873,-5.61705748054864,49245,1.30997907796703,0.710338076204708,31.21795176963,317,0.180076209492663,3.78173327891329,3.45074024218535,3.37645855430577,-2.15263052754546,0.348890886493713,0.334577051608878,-4.10266803718663,0.203046755209492,0.182270057630681,-10.2324696385196,0.290022094455743,0.274437026229107,-5.37375204323067,FALSE,FALSE,FALSE,"consumption"
"UGA",2002,"UNHS",9708,36.6278108220916,4.06111304370031,2.47753761471275,2.4165767359839,-2.4605430152435,0.451723258472052,0.437902201779035,-3.05962919415889,0.343621086783566,0.319448332907902,-7.03471201430931,0.438973081196099,0.424830392741262,-3.22176667787941,9708,0.731022578782765,0.773821085517095,21.167898985729,112,0.487130296252604,8.23175118074828,2.47753761471275,2.37670813189978,-4.06974579171652,0.451723258472052,0.428523260404387,-5.13588743385461,0.343621086783566,0.304315610442121,-11.4386101008412,0.438973081196099,0.415229148300099,-5.4089724206557,TRUE,FALSE,FALSE,"consumption"
"BLZ",1996,"SLC",602,243.916966428631,3.97440720829451,8.27066358817933,8.06803973679144,-2.44991044826788,0.563763601999623,0.55281340517958,-1.94233838105269,0.593165474247874,0.568715077089871,-4.12201960827305,0.768650916751932,0.76284107881682,-0.755848696526995,602,1.94524350032174,1.21212779591123,265.503198596919,1,0.0206768721800069,2.98065634538819,8.27066358817933,8.07904128614027,-2.316891504485,0.563763601999623,0.553421656914761,-1.83444710658519,0.593165474247874,0.570034501408317,-3.89958179357738,0.768650916751932,0.763163950408221,-0.713843725952601,FALSE,FALSE,FALSE,"income"
"BGR",2018,"EU-SILC",7124,307.570094514161,3.92179735672131,22.8972459275044,22.54322309954,-1.54613716027392,0.403758764946311,0.39440676901787,-2.31623353852997,0.299431751977963,0.284569938260926,-4.96333926474548,0.473538407620992,0.465281470563001,-1.74366786835173,7124,2.87001782552301,0.571245285988318,97.8811202345429,77,1.22717308923126,11.1322542991693,22.8972459275044,21.5494370503049,-5.8863362059652,0.403758764946311,0.366770909842108,-9.16087979145708,0.299431751977963,0.245967683306095,-17.8551767869304,0.473538407620992,0.440932437178442,-6.88560207953549,TRUE,FALSE,FALSE,"income"
"MOZ",2008,"IOF",10832,41.8460564725149,3.88245706675737,2.12333978973268,2.09792538875475,-1.1969069246864,0.455783370493347,0.449197682849758,-1.44491617508136,0.364609407521297,0.352990413517492,-3.18669616420326,0.499001986963614,0.492937045648383,-1.21541426160174,10832,0.609072510412894,0.799615252314172,20.2452109109028,137,0.444372627724152,7.91162032656775,2.12333978973268,2.04531338303916,-3.67470185746104,0.455783370493346,0.435099941536149,-4.53799552511287,0.364609407521297,0.329493467779867,-9.6311118191264,0.499001986963614,0.479933369761034,-3.82135095665873,TRUE,FALSE,FALSE,"consumption"
