"Country","Year","Survey","Welfare share above ceiling (%)","Welfare share flagged (%)","LIS population share above ceiling (%)","Population share flagged (%)"
"COM",2004,"EIM",7.61448763962277,20.3288638950524,0.190016279198904,1.40960663564664
"MWI",1997,"IHS-I",41.5964282908926,46.860046720085,0.434709642833699,1.48931367670054
"RWA",2005,"EICV-II",6.13686225413973,16.3546795621571,0.191005662674087,1.18300797583137
"RWA",2013,"EICV-IV",5.37305765132708,14.4623201706103,0.245040043699401,1.4800825043792
