"Country","Year","Survey","Valid records","Median log welfare (unweighted)","S estimate, log space (unweighted, 1.1926 scaled)","outdetect threshold (PPP/day)","Records flagged (top)","Population share flagged (%)","Welfare share flagged (%)","mean_ppp_day original","mean_ppp_day outdetect-capped","mean_ppp_day change (%)","gini original","gini outdetect-capped","gini change (%)","mld original","mld outdetect-capped","mld change (%)","atkinson_2 original","atkinson_2 outdetect-capped","atkinson_2 change (%)"
"PRY",2014,"EPH",4522,2.63477899223981,0.859932092209288,183.933682025759,33,0.459519555564753,10.1756975087631,20.1091223241883,18.9080901029904,-5.97257404791475,0.507026450858948,0.475815632735305,-6.15565875720465,0.459929992355421,0.40130332130118,-12.7468684427382,0.572382598794791,0.545258246171729,-4.73884997205993
"JAM",2004,"SLC",1981,2.27285324492766,0.73991624410092,89.353639802227,19,1.29291029541166,10.0962493540371,15.2057885740937,14.8258366517335,-2.4987321144755,0.454574743989839,0.440770292281147,-3.03678369535658,0.348623547397965,0.326685305787305,-6.29281692943613,0.467866711116065,0.454365770036106,-2.88563831518451
"NIC",1998,"EMNV",7831,1.44690260204331,0.855203302169902,55.2856017561002,54,0.606810305575751,9.98619286626119,6.30814463099357,6.01367987081543,-4.66800901696756,0.498464869733204,0.474041184035072,-4.89978074306507,0.449919265417496,0.405241302885687,-9.93021770035811,0.614521198848421,0.595684593643002,-3.06524904929524
"CYP",2014,"EU-SILC",4135,3.65545502038144,0.5865028420531,224.744352820179,62,1.14975356320697,9.9430023303866,47.4921008934752,45.3539663995439,-4.50208445974453,0.370281931504955,0.340836855482691,-7.95206936038961,0.231241380128363,0.190939580617255,-17.4284548417486,0.337172786289203,0.306310995959074,-9.15310831273855
"RWA",2016,"EICV-V",14573,0.816683470045171,0.69523940505859,18.2178464028371,205,0.97995637726549,9.93501556956099,3.08679557037934,2.95864889748667,-4.15144670163318,0.437100477763362,0.412909533674335,-5.53441263958624,0.318571887608192,0.280583407553636,-11.9246178122525,0.423583962033506,0.39880390075931,-5.85009431311652
"ARM",2003,"ILCS",4640,1.49055181115134,0.487787804243267,19.1809044432118,76,1.56509983361065,9.88474528981108,5.22525711402533,5.00895406109191,-4.13956764640009,0.330280868350473,0.30164448411093,-8.67031275004278,0.182094660448948,0.146720764985345,-19.4261025427045,0.269113494556959,0.238297601846833,-11.4508909190369
"MMR",2015,"MPLCS",3648,1.69281265870599,0.58186916198933,31.1377261862893,36,0.647068527057139,9.82440728879619,6.41480157200617,5.98606776499689,-6.68350847951789,0.380685092850857,0.336482798414436,-11.6112491049756,0.250511819043562,0.186528927527633,-25.5408673970796,0.344908090103458,0.29826220475723,-13.524149384909
"NAM",2009,"NHIES",9649,1.61383743814696,1.03324139666907,111.448391601125,85,0.484777187774576,9.60723253785338,8.06187474886704,7.82762807345683,-2.90561045299206,0.609651754691331,0.598044636150696,-1.90389323926593,0.659865210033888,0.631949930648205,-4.23045175911746,0.65388401643968,0.643537329455948,-1.58234285035255
"MWI",2010,"IHS-III",11972,0.576951631085013,0.754736388949955,17.1356450182333,136,0.74289109680142,9.58552653381593,2.27423739123085,2.18353894387241,-3.98808179428262,0.454759711378601,0.432259036517785,-4.9478162418138,0.349448203163189,0.312181655771441,-10.6643980579705,0.453202271117218,0.430591686210805,-4.98907140307892
"MWI",2004,"IHS-II",11273,0.598544490017659,0.641968958044491,12.4840441902248,157,1.01716585509493,9.52685546181521,2.1885259308108,2.10701166347604,-3.72461967149558,0.398734603285328,0.375672843984851,-5.78373662843943,0.263775606930357,0.230245515834083,-12.7115966053399,0.364042710019117,0.339680615661939,-6.6920978464035
"KEN",2021,"KCHS",16960,1.00454389126499,0.589484539605461,16.0065419425076,91,1.36593243424274,9.52430023659876,3.59190192474485,3.46843694922136,-3.4373147739066,0.387037599639132,0.365407258401021,-5.58869248317968,0.248770002722662,0.218546408505703,-12.149211675916,0.359513798079811,0.337052563975588,-6.24766955376673
"PER",1999,"ENAHO",3217,1.72720687599711,0.9643153227225,101.509546085678,24,0.671667244090489,9.52160468521777,8.76700050914893,8.61404774859918,-1.74464185772697,0.54828892296819,0.540324761273909,-1.45254834826256,0.564549130172744,0.548171733900282,-2.90096918003401,0.685023638851328,0.679439875419223,-0.81511981710114
"NOR",2006,"EU-SILC",5731,3.93925613994449,0.442696766489745,193.900751783773,72,0.965873744986416,9.42975327115638,57.3706520734331,53.8335775856656,-6.1653029204552,0.305647991502914,0.260228810374526,-14.8599638770912,0.180475325191453,0.12391776275798,-31.3381136027738,0.972043051951079,0.970207205611236,-0.188864715010151
"GMB",2015,"IHS",13185,1.27358678262976,0.573150892761523,19.9462161945623,145,1.67516738934314,9.3497756445515,5.09994816791429,4.95724696532508,-2.79809123329922,0.359188310287911,0.340998502857111,-5.0641423759643,0.213650352350093,0.190701181663592,-10.7414616611049,0.325383509739422,0.306478949625043,-5.80993183382849
"IDN",2015,"SUSENAS",283944,1.49826324710918,0.61023245792582,27.9093182602013,3698,1.23867569742131,9.30213475827082,5.86354331525477,5.66381455706527,-3.40628093715752,0.382075334941486,0.360469203004397,-5.65494025946429,0.239475759996957,0.209532473502437,-12.503681581343,0.337482096333529,0.314449773771152,-6.82475390920131
