"Country","Year","Survey","Valid records","Median log welfare (unweighted)","S estimate, log space (unweighted, 1.1926 scaled)","outdetect threshold (PPP/day)","Records flagged (top)","Population share flagged (%)","Welfare share flagged (%)","mean_ppp_day original","mean_ppp_day outdetect-capped","mean_ppp_day change (%)","gini original","gini outdetect-capped","gini change (%)","mld original","mld outdetect-capped","mld change (%)","atkinson_2 original","atkinson_2 outdetect-capped","atkinson_2 change (%)"
"CYP",2020,"EU-SILC",4038,3.83853435321874,0.513653704596851,216.912808144527,38,0.653824410112658,4.37371787914283,51.6540239060782,50.8130515155111,-1.62808688844109,0.31118265074388,0.299839936936384,-3.6450341239723,0.162092809507667,0.148398970767137,-8.44814694872877,0.267767243498993,0.255914785850111,-4.42640313057071
"MOZ",1996,"NHS",8248,0.233763627956001,0.981904255508458,24.0341658349863,71,0.164606775915357,4.37330683660178,1.58719430235784,1.55734329092179,-1.88074083883133,0.535598648562099,0.52670981217508,-1.65960769521788,0.497903187641702,0.479659934350896,-3.66401616692079,0.57414362281387,0.565987202848611,-1.42062362815855
"IDN",2010,"SUSENAS",66374,1.33226692512195,0.587815436554973,22.1029975436842,489,0.572954244498605,4.36831760890564,4.56173267862332,4.48910176933978,-1.5921781130205,0.345863107205204,0.335314510789519,-3.04993397559066,0.194076247248646,0.180066489996962,-7.21868721716076,0.292992819437205,0.28171088855619,-3.85058272168097
"LVA",2002,"HBS",3948,2.47953180158487,0.572942682548539,66.5770450510017,32,0.667174672039392,4.36269284418655,13.7855359865194,13.6283005764753,-1.14058249311352,0.350912337694753,0.343455189703655,-2.12507432485458,0.210155181136229,0.200372024171492,-4.65520617281169,0.343519625311932,0.336065916935349,-2.16980569008669
"SVK",2005,"HBS",4402,2.7162986733688,0.485692424748206,64.9342972805678,39,0.549014029076353,4.34215220807816,15.7394761597449,15.412542549887,-2.07715686684669,0.298344249902031,0.28349570879933,-4.97698249843176,0.151492362666082,0.132964895204836,-12.2299679899272,0.246091834219774,0.230330718776755,-6.40456660944851
"WSM",2008,"HIES",2009,2.16898972040014,0.725968737857526,77.2383375359849,25,0.427970668166227,4.33768989292763,10.7750269352466,10.6381971101495,-1.26987919305883,0.420465485624576,0.413037408876769,-1.76663174547451,0.290644999106973,0.27918197616336,-3.94399455653245,0.394853585247179,0.387123277962737,-1.95776550429528
"VNM",2008,"VHLSS",9188,1.46641445676859,0.596177540526351,25.9182428614652,57,0.686813229782648,4.3261471228605,5.45804271077162,5.39992967397482,-1.06472301292395,0.35570312486502,0.348799275307727,-1.94090213852149,0.208426253450382,0.199391424704922,-4.33478441218089,0.323535018743574,0.316384088273441,-2.21024929477603
"LAO",1992,"LECS",2877,1.16590753605994,0.577372596623379,18.1382927660922,25,0.598251147798276,4.3227556158342,3.94038153911112,3.87856101950805,-1.56889679310108,0.343097752150745,0.332670088020494,-3.03926914848146,0.191195631537524,0.177682517841928,-7.06768956326477,0.289258157109324,0.278118640131785,-3.85106407676132
"IDN",2019,"SUSENAS",312827,1.73303659175275,0.619183535928826,36.2553588072022,1741,0.535372603732126,4.31273975994471,7.03973400242502,6.93022985354663,-1.55551543340511,0.353598614140132,0.343421376235574,-2.87818942087944,0.204457256211757,0.190782438491103,-6.68835040341705,0.310506646280825,0.299751453759911,-3.46375597744432
"SVK",2014,"EU-SILC",5463,3.13260364326755,0.395970612378024,75.227396547612,47,0.847597279952305,4.30935368586537,23.146273183694,22.7864437740285,-1.55458896907422,0.280832578698124,0.269538194754751,-4.02174989658646,0.148618353874909,0.136222378902991,-8.34081030284566,0.312368760510809,0.30187047381461,-3.36086319228319
"SRB",2004,"HBS",4291,2.44724536361019,0.597505906329528,69.391409858645,24,0.625544033669778,4.3022664537474,13.689799654105,13.5349018202513,-1.1314835700115,0.354736495974534,0.34739191078371,-2.07043404729121,0.211037633732954,0.201414085661315,-4.5601099204027,0.334856297039817,0.327370865020174,-2.23541623252007
"MLT",2021,"EU-SILC",4024,3.86337476878828,0.50113335189915,214.171013519786,31,0.791709185295084,4.29890610872115,56.9893286042718,56.2350224618593,-1.32359190902269,0.314037790828789,0.304870847004918,-2.91905754389594,0.17692030411182,0.165851142897903,-6.25658048096071,0.363774518209937,0.35542031604573,-2.29653308464717
"SVK",2005,"EU-SILC",5047,2.78821309386092,0.399968353608225,53.9532620764659,49,0.820795030828893,4.29511576514442,16.3331166841392,16.0744361085931,-1.58377963342033,0.270767803193515,0.259079751248972,-4.31663285172393,0.131571355652577,0.118589434188111,-9.86682959986065,0.239303407647787,0.227439494576148,-4.95768664067717
"EST",2010,"EU-SILC",4739,3.02544070813697,0.472985656449719,85.1485754845539,33,1.04610181381216,4.29464064075754,25.2232911925676,25.0307822706541,-0.763218885449102,0.314010221315949,0.30877054012897,-1.66863395879943,0.175687777171178,0.169894656661145,-3.29739530165946,0.350411848597944,0.345615448823164,-1.36878926724956
"LVA",2014,"EU-SILC",6029,2.84737451854282,0.544267521596428,88.2502989490312,52,0.796176609150967,4.29305859662005,21.7438354479916,21.5129880887946,-1.06166807483937,0.353933577580853,0.3470399548675,-1.94771650671617,0.228448707037847,0.219786573022817,-3.79171943117823,0.462194737645142,0.456540415123448,-1.22336367361128
"IRL",2020,"EU-SILC",3601,3.95472465319133,0.53735479814563,261.592787276053,29,0.449203348172628,4.28902116165175,55.8337104900816,54.6140743908488,-2.18440810851983,0.308315017112761,0.292924083792995,-4.99195059128031,0.162274133543691,0.14301896802275,-11.8658255018543,0.278639601980445,0.262747499373047,-5.70346156628283
"BFA",2018,"EHCVM",7009,1.31613859127515,0.739326804294076,34.2648142540361,44,0.356668266397943,4.28735868658804,4.28438108884964,4.22290602305466,-1.43486455850013,0.430167316388988,0.421891750245916,-1.92380169942729,0.304067433925852,0.290784442013699,-4.36843621845832,0.405305735479334,0.396687366464187,-2.12638713462928
"GNB",2002,"ILAP-I",3212,0.816008226139752,0.59847855553286,13.6187006052584,23,0.496222747127948,4.28564605720236,2.59098058987519,2.54751942264887,-1.67740226986475,0.355697459424732,0.344747951408665,-3.07832055752549,0.212525746439021,0.197763732758041,-6.94598839355923,0.332423271814721,0.321171201951042,-3.38486225776345
"LVA",2015,"EU-SILC",6026,2.91379037962475,0.5524222702029,96.6462292331302,63,0.762577331280347,4.28352975959134,23.8118453200877,23.5288600751629,-1.18842215343133,0.350625357046192,0.342854050650722,-2.2164131142535,0.223242687573513,0.213426322816026,-4.39717191375157,0.446260843445356,0.43972839767219,-1.46381782518313
"ECU",2010,"ENEMDU",18448,2.24276787131002,0.896763235965078,138.803266159627,53,0.226426417848375,4.28117593928594,13.4526449146499,13.1910007807881,-1.94492707955777,0.487292725617818,0.477139695934636,-2.08355863927778,0.424952535966517,0.406375496157934,-4.3715564060187,0.574504008095457,0.566077094881503,-1.46681539122597
"ZAF",2010,"IES",25323,1.90597052127739,1.1010974404586,182.959138798086,69,0.224047078471241,4.26385917145686,12.6933997926051,12.5620857066516,-1.03450681534449,0.633831879631502,0.630015606057113,-0.602095555150595,0.752930535738524,0.743095246726802,-1.30626778233599,0.723008063558265,0.720115080566227,-0.400131497538159
"COL",2021,"GEIH",211058,2.46038828809873,0.989097443477951,227.620693486095,566,0.20165897993487,4.26007979935712,15.9914566644167,15.7692254180377,-1.38968732519237,0.549506914832402,0.543170951736405,-1.15302700020247,0.556860322719661,0.5435551156923,-2.38932574013881,0.680427410625318,0.675927571135459,-0.661325428633608
"PRY",2021,"EPH",3982,2.54523319165517,0.775814364090617,130.670159799834,34,0.368877689698467,4.25798219787444,17.3220810194213,17.0665229599078,-1.47533116388784,0.428940468224602,0.420413151883844,-1.98799529828759,0.3135853999913,0.300047746483476,-4.31705478258867,0.443696720548826,0.435407620749786,-1.86819045874118
"BRA",2002,"PNAD",90816,2.18903200183191,1.06011249458443,214.727436269266,364,0.189778902792923,4.25113692367119,14.1180998028737,13.9254274217801,-1.36471893373576,0.5802341714263,0.574436036309274,-0.999275017321621,0.633756320527558,0.620584788060631,-2.07832759063649,0.716501335861912,0.712581174129612,-0.547125530140702
"IRN",2006,"HEIS",30724,2.38467030210751,0.782602243640284,113.576547059098,123,0.430635683357953,4.24839048039983,17.034642573507,16.8000455796063,-1.37717591013944,0.447520372139183,0.43983557238049,-1.7171955149123,0.34206556821187,0.329703426803547,-3.61396836078675,0.474246390126836,0.466953599941496,-1.53776398453771
"FRA",2016,"EU-SILC",7587,3.97701887569338,0.609001730808472,331.631385720024,43,0.377490304495176,4.24347278463748,58.7494577684307,57.5083168446613,-2.11259979396149,0.326914946550543,0.312419798045859,-4.43392039967292,0.186617572293386,0.16712935960217,-10.4428604722054,0.322468038245595,0.307954661908458,-4.5007177815508
"LTU",2014,"EU-SILC",5125,3.00462662229791,0.530952015659227,99.2341956670036,48,0.783496414851033,4.24141658355332,23.7591584921958,23.5289299691524,-0.969009584742231,0.351489685994921,0.345181261322436,-1.79476807537855,0.218498957532844,0.210621441002091,-3.60528792434596,0.417902722423509,0.412332417599095,-1.33291900854585
"IDN",2018,"SUSENAS",292930,1.71315080074267,0.635552201097454,37.33037744959,1737,0.528680067402492,4.23675063351213,6.9653414950882,6.86759560983086,-1.4033179180987,0.363386441435047,0.354356197101109,-2.4850251149373,0.216241054942051,0.20387465817017,-5.71880153618166,0.32562618150153,0.316142001091941,-2.91259761910272
"MAR",2013,"ENCDM",15867,2.19355521425609,0.672093943637233,67.345564630727,149,0.451016207917855,4.23102166022974,10.5652157985262,10.421938641439,-1.3561214443653,0.395485086999,0.387203471583781,-2.09403987342777,0.2588665363959,0.246738918400554,-4.68489213174995,0.37225447456506,0.363697934545886,-2.2985727785198
"SEN",2021,"EHCVM",7119,1.56696951487649,0.62960389618452,31.6830299086902,73,0.606438340972723,4.23030490901076,5.77432714417914,5.72219354048474,-0.902851577208463,0.361577212143404,0.35578232448714,-1.60266948846496,0.214701273982982,0.206900828420449,-3.63316221549371,0.325556764626037,0.319498028940069,-1.86103817960195
"MDA",1998,"HBS",6304,1.34789837906961,0.679585664992318,29.5668965010613,26,0.41237573803826,4.22516507254933,4.53627596010698,4.46653752030735,-1.53735002925146,0.395185501290756,0.385765140375814,-2.3837820173496,0.270023155148205,0.256006944497714,-5.19074397260417,0.413097068845038,0.403989541882646,-2.204694162526
"COL",2009,"GEIH",170083,2.31664179312396,0.980194063963637,191.947900763369,576,0.188002296677207,4.22454086349203,12.7864504541893,12.6071480916208,-1.40228410700036,0.541445078513942,0.534935480068571,-1.20226384977733,0.538171116251577,0.524703924662141,-2.50239954965185,0.672580002149277,0.667926943345482,-0.691822354058336
"IRN",2020,"HEIS",37526,2.2000494993952,0.603092065788621,55.1096973844318,170,0.670026635573255,4.22305468258901,11.9595488288793,11.8237401933043,-1.1355665461815,0.358429570444535,0.35109647346443,-2.04589620521827,0.215127489427724,0.205578763153387,-4.43863603844288,0.341863713361503,0.334446083127858,-2.16976237714984
"DNK",2011,"EU-SILC",5205,4.0567007707641,0.407778388857166,196.376932488717,45,0.763909426947883,4.22285227928311,58.5697740750772,57.5966009352092,-1.66156205181964,0.271985591956275,0.259753854643768,-4.49720046732234,0.130061603407289,0.116729278835308,-10.2507767263421,0.242843168943298,0.230487363448091,-5.08797737608677
"YEM",2005,"HBS",13130,1.63359236001385,0.618850056841697,32.7906210380665,136,0.405345242252107,4.21873500594789,5.20542176076475,5.11873403301886,-1.6653353316976,0.347323343352984,0.336297064620203,-3.17464372717822,0.200183109835476,0.185018894274996,-7.57517233743787,0.299918220990361,0.288154595873464,-3.92227757221691
"COL",2012,"GEIH",187155,2.44481251734107,0.942042299572141,194.598685735507,675,0.208286990892343,4.21142942003441,14.517376224664,14.3113109181559,-1.419439045452,0.525300446287785,0.518478467328198,-1.29868135612615,0.502377675006457,0.488810626300321,-2.70056759706945,0.642426401536557,0.63728309705753,-0.800606025332307
"BRA",2009,"PNAD",102201,2.51045132903633,0.964902627642821,222.551650548847,469,0.208758970235814,4.21114696767946,17.09784233069,16.8424235957712,-1.49386530755652,0.536011047133153,0.528986230110996,-1.31057317936443,0.531985075157363,0.517651290492807,-2.69439601483468,0.675931643465894,0.671021400546087,-0.726440752888724
"SVK",2006,"HBS",4384,2.80896967182443,0.440510604531597,62.2091120763062,47,0.656721761354349,4.20755180900899,17.4139302165861,17.089770857289,-1.86149453492332,0.277095101925038,0.263432962259242,-4.93048760908495,0.128170012435096,0.112427486760605,-12.2825342491582,0.208573065722464,0.193939957428635,-7.01581876985993
"MLT",2020,"EU-SILC",3792,3.82462565189906,0.492297428214389,200.641139457392,30,0.726154401131284,4.20364284170937,54.5495068900841,53.7134049131611,-1.53273975254753,0.310420821012253,0.299732769626024,-3.44308456867574,0.17419059387973,0.161371423671224,-7.35927808900939,0.98533476251043,0.985106598438439,-0.0231559953705496
"BOL",1997,"ENE",3799,2.34435917929706,1.1136527185353,294.511288934797,17,0.129924679905664,4.19854384156241,13.5823838952706,13.3947644021329,-1.38134435445458,0.579682234292727,0.573803152676491,-1.01419040785486,0.685646005862676,0.672185061335437,-1.96324990040628,0.792195610577468,0.789285596646967,-0.367335275738223
"TGO",2018,"EHCVM",6170,1.19437769355908,0.751398437779652,31.455473523235,39,0.409389848831249,4.19837602820423,4.54787269888619,4.48571141720883,-1.36682105663557,0.425342369558385,0.417404294368857,-1.86627896905007,0.303379912987698,0.291008781902344,-4.07776868399865,0.427078979379967,0.419190312481109,-1.84712132409564
"UZB",2000,"HBS",9704,0.319636367858313,0.615997544328263,8.73754275516633,77,0.517713662121037,4.19817077825968,1.58718672703386,1.56578937024027,-1.34813103141154,0.361028142152213,0.352321418360149,-2.41164684286387,0.223654511458295,0.211636486684031,-5.37347746571423,0.362647940898887,0.354025340348712,-2.37767806672287
"NPL",1995,"LSS-I",3340,0.858589487447239,0.659928264579954,17.0879627210191,70,0.431960944937825,4.18973938891465,2.605731987084,2.57037193289193,-1.35701040503554,0.352070174790305,0.343182345486999,-2.52444823211719,0.204793317229203,0.192571665121501,-5.96779830174984,0.305372784948337,0.295898154503084,-3.1026440181484
"BGR",2012,"EU-SILC",5568,2.64384385358238,0.538591190012725,70.7828984085579,37,0.63644959071319,4.1881687802913,16.150504046919,15.9245911457825,-1.39879783615573,0.341658177671907,0.332354495569794,-2.72309656555241,0.222075934372184,0.210138962821182,-5.37517565095362,0.420931385627576,0.4128393687588,-1.92240758115755
"MDA",2003,"HBS",6121,1.73464091257038,0.574909488340599,31.7969183415597,43,0.612824676028656,4.18419830443634,6.43856696716054,6.36402391910437,-1.15775837133282,0.349020852898833,0.341428705297136,-2.17527048559961,0.199994685372503,0.190112793693587,-4.94107713937997,0.309131248170362,0.301174640567789,-2.573860665871
"CHE",2020,"EU-SILC",8129,4.32529094578625,0.548607403526142,391.941720429802,43,0.406622500959485,4.17794129395994,79.2715712026854,77.5533747209528,-2.16748129961924,0.339983415348208,0.325397726493214,-4.29011775178962,0.199577442940179,0.180030155475563,-9.79433706367097,0.328411273851527,0.313673015527914,-4.48774433068838
"UKR",1996,"HIES",2319,1.65978652781224,0.60517449791749,32.3078431122372,14,0.500984075863303,4.16936223865235,6.30952119119405,6.20831154645585,-1.60407805396484,0.351327430556568,0.340788565742429,-2.99972729070519,0.210615321003963,0.196511367822423,-6.69654663027761,0.341263754247294,0.330653058531237,-3.1092360627224
"BRA",2004,"PNAD",96514,2.1955402423512,1.0316960521205,198.4681033322,381,0.183727639629932,4.16734047258606,13.4884477471895,13.2909789667678,-1.4639844711772,0.564105390996895,0.557640463953716,-1.1460495053511,0.5944614411209,0.580365697827597,-2.3711787372996,0.70045341173044,0.696005954742932,-0.634939728042827
"BOL",1992,"EIH",3554,1.94633854687275,0.897029344200176,103.278227000734,20,0.282022203652859,4.16041490130091,9.43992574236622,9.33845319679014,-1.07492948933555,0.486263347066494,0.480695249292978,-1.14507865071624,0.405170837759673,0.395097803616525,-2.4861202249513,0.519405805785513,0.514196185842738,-1.0029960937567
"SEN",2018,"EHCVM",7154,1.60162799136747,0.668836566986993,36.8972747139489,79,0.427660575609199,4.15762421573439,5.98155848446275,5.8906628578602,-1.51959772421618,0.383147842743125,0.373659327514541,-2.47646317428066,0.240858950716598,0.227213899403008,-5.66516264934052,0.349376519054011,0.339422896291986,-2.84896729436087
"LVA",2013,"EU-SILC",6157,2.78080085516005,0.534683470012454,80.2262898840836,60,0.72773376874122,4.1572194133043,19.6235207744981,19.3915617621815,-1.18204584682879,0.351956796716931,0.344246082908154,-2.19081258856291,0.224541947394439,0.214812902805183,-4.33284056816589,0.462457605478315,0.456149332399197,-1.36407597245441
"BRA",2017,"PNADC-E1",136300,2.65327129973221,0.9531841542802,247.850009444629,416,0.21568353409232,4.15132984113497,20.3500400250865,20.0398144004604,-1.52444724552666,0.53219734448262,0.524967862480604,-1.35842128431591,0.52618135884013,0.511603434490996,-2.77051326585726,0.658321448778327,0.653037620332059,-0.80262134191037
"VUT",2010,"HIES",4367,1.51309934337729,0.654427328354764,32.3424732731931,40,0.445451951308122,4.14688629393453,5.29634119141539,5.22077812276532,-1.42670318846797,0.373512982208035,0.364468846078553,-2.42137129371444,0.233896464258132,0.221033138945355,-5.4995809165293,0.355573203712009,0.346321313087827,-2.60196508836917
"SLE",2018,"SLIHS",6807,1.24337363107927,0.636970950826848,23.4363089325119,89,0.454869954225123,4.146315944835,3.88599475811274,3.83147386555504,-1.40300993571549,0.356901775841872,0.347772828719373,-2.55783180147112,0.20821575452983,0.195562038422705,-6.07721357862557,0.304902418081438,0.295098239752488,-3.21551347170093
"ALB",2008,"LSMS",3598,2.17947592027228,0.5136585965199,41.2830378516044,20,0.606715083860352,4.13222329008915,10.038169347243,9.87384019329907,-1.63704305296498,0.299846704730562,0.288227337201667,-3.87510262596894,0.148893381578044,0.134674433409492,-9.54975165306402,0.240365943058157,0.227949541145914,-5.16562444507311
"FRA",2013,"EU-SILC",7467,3.96356910217855,0.613176726460719,331.32483923915,51,0.503850653470535,4.1312244766238,57.9009958779424,57.1783581316406,-1.24805754261149,0.331148587440396,0.322720142250681,-2.5452155042731,0.187930593896941,0.176896904097255,-5.87115145591249,0.315470161015093,0.306914223380251,-2.71212263223606
"LVA",2003,"HBS",3631,2.4822221918766,0.601016798924048,72.6223400474554,16,0.585757224040105,4.12339008095927,15.7255378500084,15.5025031852186,-1.41829593949108,0.365286015945574,0.356205569262091,-2.4858456899803,0.225356187788059,0.213373712257635,-5.31712736536582,0.35658886499374,0.34749545632717,-2.55011010137111
"DNK",2012,"EU-SILC",5286,4.06424674639039,0.408367288072739,198.214268676446,40,0.707202863535841,4.12239868334698,57.6359386166371,56.6617324259867,-1.69027557116812,0.273117460667585,0.260674142112575,-4.55603187163288,0.132559754978773,0.118660640510468,-10.4851691001769,0.245951875898809,0.233363370899875,-5.11827972562905
"SLV",1995,"EHPM",5277,1.8412815300301,0.943283261303683,106.818519381396,23,0.211870092769579,4.12034584070918,8.93635399640476,8.7944618023113,-1.58780856432663,0.495927031319188,0.487810478659128,-1.63664251945888,0.456991753637982,0.441883108596056,-3.30610890057641,0.640963598228291,0.635177975052981,-0.902644579396161
"DNK",2008,"EU-SILC",5739,3.98966996228031,0.409585344100371,184.643325629308,52,0.592773172410924,4.11741322951216,55.581822613263,54.3878053947584,-2.14821530199275,0.261842590246026,0.24568248426041,-6.17168733720229,0.125631782044775,0.107175894436478,-14.6904607320773,0.247711015737557,0.231558080411229,-6.5208788871313
"PRY",2013,"EPH",4627,2.62277266061419,0.876244636118148,190.853586062706,26,0.223081413337344,4.11664391048022,18.8536526531219,18.5032737864678,-1.85841371484123,0.47919232665602,0.469347171995321,-2.05453094990097,0.40569033689644,0.388005095107869,-4.35929579291053,0.544611574727146,0.536003585254123,-1.58057409582891
"BOL",2014,"EH",8360,2.85255085897367,0.869620793722138,235.429908366712,31,0.162028675656948,4.11171258284676,20.5698555919594,20.1055462139384,-2.25723207411602,0.47806540430441,0.466024962217238,-2.51857632423557,0.436866549958626,0.414982479854447,-5.00932609883991,0.648943935611213,0.640843088063657,-1.24831238925521
"BDI",2006,"QUIBB",7024,0.588201028003532,0.588980019487306,10.5396157539367,100,0.613012748730666,4.10404546699974,2.00971067047421,1.99184041904166,-0.88919523069122,0.333598635764495,0.327650090614659,-1.78314432737544,0.177427621260983,0.169892410732985,-4.24692078631536,0.263095500686214,0.256607514011765,-2.4660196231129
"IRN",2014,"HEIS",38227,2.3081668864251,0.583337372184914,57.8688360952009,179,0.630148695498352,4.09925107165941,12.8713158054124,12.7083479700763,-1.26613189979782,0.348140507268919,0.339817397604477,-2.39073290543935,0.203618993233079,0.192887891951588,-5.27018678911123,0.327721545931944,0.319258253390563,-2.58246448743975
"TJK",2007,"TLSS",4859,1.49244543439435,0.546114279803123,22.8920176098348,39,0.443645750203707,4.09862245161469,4.72460029295922,4.63251622786486,-1.94903397926784,0.321916143556642,0.308486779297855,-4.1716964270305,0.197703369695238,0.180557496164895,-8.67252468016792,0.393296580476894,0.381375089407369,-3.03117079102727
"SYR",2003,"HIES",27012,2.06106707382881,0.644348761464909,54.2776944113503,227,0.468562459606685,4.09461522081583,9.35745117320232,9.22862445313559,-1.37672874463571,0.375146032110176,0.366451969160973,-2.31751430244368,0.230138830885716,0.217889656587347,-5.3225152188472,0.337676563222942,0.328524421750368,-2.71032771277394
"IRL",2007,"EU-SILC",5561,3.75983929497866,0.519883354084283,204.279541484263,56,0.615968791458194,4.0892078441329,50.6560839933985,49.8429496560868,-1.6052056795737,0.326914414451797,0.31596736575987,-3.34859773934538,0.184012751909209,0.170144019930137,-7.5368320049443,0.334179264545366,0.323498742198999,-3.19604579922025
"COL",2001,"ECH",11339,2.02459916960982,1.06450344742493,184.584898457744,49,0.137842415593638,4.08824479484388,8.60068598603155,8.50350517174196,-1.12991933954356,0.561977360096054,0.556978733131936,-0.889471234795591,0.597578788979982,0.586608988566029,-1.83570779556582,0.731854375656837,0.728790974293082,-0.418580726665041
"BRA",1993,"PNAD",26146,1.92908056617387,1.1462679088456,214.408761316413,132,0.101791682697591,4.06388261454585,9.72229618816402,9.5454437696336,-1.81903960862368,0.596969541899252,0.589510095162845,-1.24955231596483,0.677444479674189,0.659573413998457,-2.63801185365419,0.852367612496345,0.849632703682607,-0.320860245467114
"HND",1995,"EPHPM",2305,1.67704154932115,1.15562315781659,171.38474892504,7,0.147847883721374,4.06006266000975,7.20433920602052,7.1652272443233,-0.542894505363301,0.554256238175733,0.551824534013503,-0.438732844980372,0.567109440143325,0.561820965614056,-0.93253156356059,0.669146209838211,0.667340760869809,-0.26981382272776
"NOR",2017,"EU-SILC",6244,4.25616755332801,0.449007058614423,271.290100309708,45,0.527637329077153,4.0582403336877,73.0061766430404,71.4748383757541,-2.09754617718672,0.284611552107253,0.269322074044641,-5.372051116481,0.157045484381603,0.138664535435994,-11.7042199704042,0.917638279342297,0.915877045150887,-0.191931203292039
"NLD",2008,"EU-SILC",9699,4.0575230733228,0.466800745568547,234.610175716285,75,0.602560878070623,4.04603685073062,57.8817970073088,56.9535473053671,-1.6036988309546,0.295927782135543,0.284492980078904,-3.86405155140244,0.151071624934959,0.137405756949124,-9.04595286621028,0.268763949015675,0.257085252459843,-4.34533597180892
"CRI",2006,"EHPM",8489,2.48717168177105,0.892162396031487,174.802867904911,32,0.277833628375665,4.04510878003859,18.5707095707169,18.3051653177613,-1.42990902929375,0.491767303543352,0.484414655182012,-1.49514786940125,0.432883129435727,0.419549869888277,-3.08010607039129,0.589020572915821,0.583073374073521,-1.00967591214348
"IRN",2009,"HEIS",36252,2.33153518246202,0.737788109296376,94.1509655365489,122,0.528544999535058,4.04375187713025,16.4205518558193,16.2541757022719,-1.01321901363792,0.420500246239996,0.414589556098924,-1.40563297974832,0.30749700417934,0.298576575557813,-2.90098066006664,0.463226079805239,0.457782440682682,-1.17515817003345
"COL",2017,"GEIH",189784,2.55452328930541,0.882291606979051,181.52585770334,795,0.22985457538281,4.04320326888824,15.294057195863,15.0929328648083,-1.31504890088393,0.49560106357936,0.488893627053766,-1.35339429603943,0.438925519397142,0.426476355228063,-2.83628169676226,0.592200092788612,0.586774401585235,-0.916192224460499
"LVA",2004,"HBS",3913,2.57327160596016,0.594719093859977,78.0561849722109,29,0.609419909488214,4.03399249409568,15.7094107296794,15.551384211785,-1.00593536329004,0.349571283694261,0.343000131001216,-1.87977474110617,0.207097671094028,0.198645364057838,-4.0813143825035,0.335097519927376,0.328465783083316,-1.97904682956103
"AGO",2008,"IBEP-MICS",9000,1.65373869694335,0.743438268008033,48.620901038053,54,0.401614298702954,4.02828342232073,6.52602524493541,6.45840694258424,-1.03613301838881,0.427155149570801,0.421178079576151,-1.39927377690645,0.311631501840636,0.302270761794323,-3.00378491616683,0.446840304542942,0.441084302464368,-1.28815642189252
"HUN",1999,"HBS",10180,2.50167936596185,0.443045752973696,46.1001694122949,81,0.554942787343958,4.02771157522786,12.7979834065484,12.538347112594,-2.02872816526364,0.276354029534157,0.261391450143843,-5.41427943552559,0.130009150315877,0.111689773364302,-14.0908366119347,0.21327351643756,0.197215193855765,-7.52944990546746
"CHE",2008,"EU-SILC",6755,4.2309483715807,0.588455023540104,401.944268003569,43,0.456018296256349,4.02648665617151,73.7480279371265,72.6115128358984,-1.5410786335833,0.342555347319485,0.332295206413778,-2.9951775635653,0.203321380594009,0.189617819378498,-6.73985253074501,0.348252752206532,0.338156503836355,-2.89911517029123
"MNE",2009,"HBS",1223,2.8671120496645,0.529394610833119,86.0816170925815,13,0.7026651889212,4.02534004531036,19.1273172125032,18.9622432105248,-0.863027470839017,0.310085163434939,0.304111659394651,-1.92640756304395,0.162157818279024,0.15506061565836,-4.3767255233116,0.271002672980872,0.264813694379019,-2.28373341627119
"WSM",2013,"HIES",2345,2.18008134279638,0.664574683819401,64.9621890850235,19,0.389384993433947,4.02038659665916,10.2025863903379,10.0453559902915,-1.5410837412301,0.387434550307027,0.377877049913767,-2.46686837446133,0.248665041658703,0.234783266761599,-5.58251968371044,0.359767160231145,0.349825254617328,-2.76342777018056
"HUN",2019,"EU-SILC",5898,3.18726226040424,0.461959000546485,96.8476632498591,39,0.580996499686244,4.01947041368416,25.9474757495354,25.4672061721946,-1.85092986299233,0.295873269367142,0.282632147508461,-4.47526803857715,0.159136099565827,0.143160126871975,-10.0391883032446,0.324513834554948,0.31199939701141,-3.8563648790818
"BOL",2006,"EH",3571,2.44923087475153,1.07681389723928,292.853524158652,7,0.154807402271527,4.01269993541602,14.9647336558727,14.8176027313389,-0.983184384815383,0.565906433627222,0.561602097247287,-0.760609196885376,0.644953231310158,0.635442381489833,-1.47465728654541,0.768155555359392,0.765854256859908,-0.299587561845793
"IRL",2010,"EU-SILC",4418,3.72871394973846,0.528844532743519,203.414861832647,32,0.643187758457913,4.01113257525237,45.8231112622664,45.2934250096232,-1.15593690182146,0.324900829474297,0.317043833987151,-2.41827498558833,0.185414393207833,0.175727011733964,-5.22471923903438,0.411663635456821,0.404904724460406,-1.64185281726789
"MWI",2019,"IHS-V",11432,0.611499453908847,0.675294899484784,13.976595104201,125,0.389607480436582,4.00952482785879,2.06936285125407,2.04084509399085,-1.37809361204759,0.385431750036154,0.37686010103391,-2.22390838363478,0.244964472257463,0.232259010515293,-5.18665487492291,0.35420777997959,0.345236744084007,-2.5327043624226
"IDN",2020,"SUSENAS",331232,1.76406494807389,0.613458838110909,36.7611456402793,1992,0.528263751469716,4.00408875059354,7.22055118028221,7.12562970978427,-1.31460144977789,0.353356150795966,0.344771912928557,-2.42934440169559,0.203370779794984,0.191914576509058,-5.63316091794255,0.308937414093454,0.299859209432018,-2.93852549004947
