Survey,Year,Country,Records,Records above LIS ceiling,Weighted population share above ceiling,Welfare share above ceiling
EU-SILC,2005,LUX,3562,2,0.05024326534114479,0.6057105746222858
EU-SILC,2006,LUX,3787,1,0.0018644136725759675,0.09143095232366028
EU-SILC,2007,LUX,3827,6,0.04495905322512859,0.7162087172382415
EU-SILC,2008,LUX,3745,6,0.03863636530229668,0.5489954748253695
EU-SILC,2009,LUX,4160,4,0.04013009028698321,0.6361279201465083
EU-SILC,2010,LUX,4791,4,0.02539682754288051,0.5186753280415839
EU-SILC,2011,LUX,5293,1,0.0017253804487128218,0.022498944513924896
EU-SILC,2012,LUX,5827,2,0.01852631104941026,0.34965463761571514
EU-SILC,2013,LUX,3681,2,0.04317820064219412,1.308385262065944
EU-SILC,2014,LUX,3795,0,0.0,0.0
EU-SILC,2015,LUX,3381,0,0.0,0.0
EU-SILC,2016,LUX,3803,2,0.05886662301318244,0.8098499046806861
EU-SILC,2017,LUX,3948,0,0.0,0.0
EU-SILC,2018,LUX,3807,1,0.0190680768509932,0.5711616331737577
EU-SILC,2019,LUX,3805,1,0.019877756852333832,0.37625475676691833
EU-SILC,2020,LUX,2769,0,0.0,0.0
EU-SILC,2021,LUX,4060,0,0.0,0.0
EU-SILC,2022,LUX,3839,0,0.0,0.0
HBS,1997,LVA,1951,0,0.0,0.0
HBS,1998,LVA,5709,1,0.03223113404825304,0.348644422002894
HBS,2002,LVA,3948,1,0.013845144346554894,0.3377457437082008
HBS,2003,LVA,3631,0,0.0,0.0
HBS,2004,LVA,3913,0,0.0,0.0
EU-SILC,2005,LVA,2944,6,0.1156312824038959,1.6431474187182773
EU-SILC,2006,LVA,3874,1,0.017281514474160486,0.31077506417474193
EU-SILC,2007,LVA,4236,0,0.0,0.0
HBS,2007,LVA,3565,0,0.0,0.0
EU-SILC,2008,LVA,4995,1,0.008654074954122603,0.21319772332293974
HBS,2008,LVA,4002,1,0.021900302070680087,0.5706344711182533
EU-SILC,2009,LVA,5571,2,0.015779069567617238,0.3170696605097284
HBS,2009,LVA,4358,1,0.016697244567504963,0.25744409544282765
EU-SILC,2010,LVA,6047,0,0.0,0.0
EU-SILC,2011,LVA,6356,0,0.0,0.0
EU-SILC,2012,LVA,6287,0,0.0,0.0
EU-SILC,2013,LVA,6157,0,0.0,0.0
EU-SILC,2014,LVA,6029,0,0.0,0.0
EU-SILC,2015,LVA,6026,2,0.015527438093260433,0.2311598932233802
EU-SILC,2016,LVA,5945,2,0.018506549829360168,0.3112289876641649
EU-SILC,2017,LVA,5928,1,0.006920845684123193,0.10490778503664001
EU-SILC,2018,LVA,5752,1,0.005529583273974313,0.10516165177473594
EU-SILC,2019,LVA,5223,0,0.0,0.0
EU-SILC,2020,LVA,6030,1,0.008543860992703203,0.14552189275239616
EU-SILC,2021,LVA,6493,1,0.01933682516019571,0.7433026585518313
EU-SILC,2022,LVA,5770,1,0.008607011337900712,0.19864319752502752
ENNVM,1990,MAR,2880,1,0.015338909352612744,0.3477601731189609
ENNVM,1998,MAR,5066,0,0.0,0.0
ENCDM,2000,MAR,13545,14,0.052074310855627505,1.1660792152497799
ENNVM,2006,MAR,5977,12,0.08417025226517934,1.4878761232268505
ENCDM,2013,MAR,15867,14,0.03033120334758873,0.5735456046612359
HBS,1997,MDA,4408,1,0.021160541556069678,0.3749128734766483
HBS,1998,MDA,6304,2,0.05048722916773287,1.1736730376613782
HBS,1999,MDA,6071,2,0.0747523770089772,1.3716995929793767
HBS,2000,MDA,6217,1,0.006870433546486079,0.2536456651008879
HBS,2001,MDA,6212,0,0.0,0.0
HBS,2002,MDA,6155,2,0.011392473546647837,0.22103064639244344
HBS,2003,MDA,6121,1,0.008970939113754337,0.14175075142266422
HBS,2004,MDA,6119,1,0.005703562165949172,0.07235060950167872
HBS,2005,MDA,4563,0,0.0,0.0
HBS,2006,MDA,5739,0,0.0,0.0
HBS,2007,MDA,6052,1,0.011284336797713299,0.16605776327620395
HBS,2008,MDA,6132,2,0.02068270017286422,0.30067145515200594
HBS,2009,MDA,5531,0,0.0,0.0
HBS,2010,MDA,5454,3,0.031429347962059255,0.41290160790147373
HBS,2011,MDA,5672,2,0.025254633941873193,0.4902786117638162
HBS,2012,MDA,5483,0,0.0,0.0
HBS,2013,MDA,5081,4,0.03849566015801114,0.4290563353146016
HBS,2014,MDA,4884,3,0.019863213092363795,0.17136858539234004
HBS,2015,MDA,5069,3,0.050439839594840406,0.4643885911728071
HBS,2016,MDA,4965,6,0.14639125347044615,1.6610153078649497
HBS,2017,MDA,5149,0,0.0,0.0
HBS,2018,MDA,5140,3,0.05883670450199259,0.46528579495051214
HBS,2019,MDA,4408,1,0.01747431741602295,0.12605092549912822
HBS,2021,MDA,4078,5,0.12496914441462498,0.8778201977852587
EPM,1993,MDG,4501,18,0.2723945318042228,8.808477206084754
EPM,1997,MDG,6345,4,0.022236292755834594,0.5820019100778117
EPM,1999,MDG,5120,0,0.0,0.0
EPM,2001,MDG,5079,1,0.0019020669148417195,0.06793074128611885
EPM,2005,MDG,11777,29,0.1378820646334278,2.711509508777419
EPM,2010,MDG,12453,20,0.06619904762421519,2.2358325001714445
ENSOMD,2012,MDG,16903,5,0.011751322679166997,0.22523494297578547
HIES,2002,MDV,834,5,0.3232300490066554,11.824635395117106
HIES,2009,MDV,1903,1,0.008664507879721327,0.1336671837395158
HIES,2016,MDV,4892,0,0.0,0.0
HIES,2019,MDV,4720,0,0.0,0.0
ENIGH,1984,MEX,4672,1,0.0024098918635928257,0.09547187840888588
ENIGH,1989,MEX,10539,11,0.0315211816977457,2.981325930363853
ENIGH,1992,MEX,10259,4,0.04903275329050349,2.4496110116415575
ENIGH,1994,MEX,12440,2,0.01320105635948381,0.7668173328908751
ENIGH,1996,MEX,13672,3,0.015918478878789045,1.2780270877514326
ENIGH,1998,MEX,10630,2,0.005741812931436915,0.8548565435614949
ENIGH,2000,MEX,9895,5,0.020137682842054132,0.9315314750855381
ENIGH,2002,MEX,16433,0,0.0,0.0
ENIGH,2004,MEX,21394,19,0.03419308356698149,2.2285404596213017
ENIGH,2005,MEX,21964,19,0.08104426282025108,3.7920499652950337
ENIGH,2006,MEX,20043,11,0.02792204353094802,0.9889688839410882
ENIGH,2008,MEX,28560,13,0.009058927517514618,1.1655489677987736
ENIGH,2010,MEX,26637,15,0.024881358125227196,0.8524464698126349
ENIGH,2012,MEX,8702,5,0.02099676877685427,1.0425510673313827
ENIGH,2014,MEX,19025,9,0.03959317267540969,1.2169987075014237
ENIGHNS,2016,MEX,68154,34,0.040841413140913635,1.9024303246860335
ENIGHNS,2018,MEX,72369,59,0.0737194602953882,2.6286310130930524
ENIGHNS,2020,MEX,86139,44,0.036345835917647604,1.4979358468133852
ENIGHNS,2022,MEX,87138,83,0.05479491973927039,1.8484002654728184
HIES,2019,MHL,873,0,0.0,0.0
HBS,2000,MKD,1025,1,0.00706922283562596,0.13091474312329887
HBS,2002,MKD,4091,0,0.0,0.0
HBS,2003,MKD,4241,0,0.0,0.0
HBS,2004,MKD,4070,1,0.019110220579353018,0.4937212532891094
HBS,2005,MKD,4212,0,0.0,0.0
HBS,2006,MKD,4211,1,0.02812824870759643,1.2630365749211674
HBS,2008,MKD,3991,0,0.0,0.0
SILC-C,2010,MKD,1874,0,0.0,0.0
SILC-C,2011,MKD,1874,0,0.0,0.0
SILC-C,2012,MKD,3485,0,0.0,0.0
SILC-C,2013,MKD,3315,0,0.0,0.0
SILC-C,2014,MKD,3157,0,0.0,0.0
SILC-C,2015,MKD,3535,0,0.0,0.0
SILC-C,2016,MKD,3689,0,0.0,0.0
SILC-C,2017,MKD,3813,0,0.0,0.0
SILC-C,2018,MKD,4113,0,0.0,0.0
SILC-C,2019,MKD,4177,0,0.0,0.0
SILC-C,2020,MKD,4478,0,0.0,0.0
EMCES,1994,MLI,9066,22,0.03012011842888635,1.653469914188015
EMEP,2001,MLI,4966,0,0.0,0.0
ELIM,2006,MLI,4493,1,0.0064947917453145355,0.15677805550653937
ELIM,2009,MLI,9035,1,0.00014006579183229535,0.0032311600319011855
EHCVM,2018,MLI,6602,0,0.0,0.0
EHCVM,2021,MLI,6143,1,0.00028529684214110743,0.004457779554621983
EU-SILC,2007,MLT,3469,0,0.0,0.0
EU-SILC,2008,MLT,3350,0,0.0,0.0
EU-SILC,2009,MLT,3622,1,0.011704561735588918,0.12183841278307922
EU-SILC,2010,MLT,3759,1,0.014647897222062042,0.2119660162576908
EU-SILC,2011,MLT,4064,0,0.0,0.0
EU-SILC,2012,MLT,4337,4,0.07611318053198171,0.816367155081417
EU-SILC,2013,MLT,4373,5,0.08936273271799554,1.2086345041299786
EU-SILC,2014,MLT,4376,3,0.04239201602014234,0.5212132270774318
EU-SILC,2015,MLT,4230,3,0.04431646411570898,0.6147105090457474
EU-SILC,2016,MLT,4085,2,0.03329375106312573,0.36609913934424165
EU-SILC,2017,MLT,3895,1,0.010595256693184204,0.09833454961975115
EU-SILC,2018,MLT,3820,0,0.0,0.0
EU-SILC,2019,MLT,3756,2,0.02704085241286983,0.3187339379735142
EU-SILC,2020,MLT,3792,2,0.05377188900773931,0.899116967177583
EU-SILC,2021,MLT,4024,2,0.06113454228807093,0.8477869303794482
MPLCS,2015,MMR,3648,12,0.27278608225283874,7.422400880498472
MLCS,2017,MMR,13718,24,0.11215307163409616,1.5192835338038826
HBS,2005,MNE,1326,0,0.0,0.0
HBS,2006,MNE,1300,0,0.0,0.0
HBS,2007,MNE,1090,0,0.0,0.0
HBS,2008,MNE,1192,0,0.0,0.0
HBS,2009,MNE,1223,1,0.026004124171602007,0.26679663300467005
HBS,2010,MNE,1250,1,0.020294928809102115,0.2410624919100264
HBS,2011,MNE,1287,0,0.0,0.0
HBS,2012,MNE,1263,0,0.0,0.0
HBS,2013,MNE,1198,0,0.0,0.0
SILC-C,2013,MNE,2620,0,0.0,0.0
HBS,2014,MNE,1290,0,0.0,0.0
SILC-C,2014,MNE,2450,0,0.0,0.0
SILC-C,2015,MNE,2992,0,0.0,0.0
SILC-C,2016,MNE,2658,0,0.0,0.0
SILC-C,2017,MNE,2815,1,0.011304253871198511,0.26435299905615356
SILC-C,2018,MNE,3261,0,0.0,0.0
SILC-C,2019,MNE,3418,0,0.0,0.0
SILC-C,2020,MNE,3495,0,0.0,0.0
SILC-C,2021,MNE,3584,1,0.005732342749833382,0.11196542592572402
SILC-C,2022,MNE,3634,1,0.009654393252864381,0.16205756350660813
HIES-LSMS,2002,MNG,3307,0,0.0,0.0
HSES,2007,MNG,11170,3,0.00962674499534092,0.2572725502431692
HSES,2010,MNG,11190,1,0.008390028473631099,0.29459456897824554
HSES,2011,MNG,11206,4,0.028074230268704252,0.608537745119038
HSES,2012,MNG,12801,3,0.019213309378777087,0.36006860118343015
HSES,2014,MNG,16165,9,0.040720180233800675,0.6326569025432107
HSES,2016,MNG,16444,10,0.0563403865841737,0.7867158826482167
HSES,2018,MNG,16444,8,0.025399832583633215,0.4564560956046921
HSES,2022,MNG,22985,0,0.0,0.0
NHS,1996,MOZ,8248,23,0.042284862386123064,1.9158857895431585
IAF,2002,MOZ,8697,83,0.25375297008326597,6.765720640630797
IOF,2008,MOZ,10832,47,0.1362693633443554,3.882457066757365
IOF,2014,MOZ,32454,209,0.18900954609303236,8.03678531002836
IOF,2019,MOZ,13297,38,0.08586999397274028,3.5568051354344665
IOF,2022,MOZ,15374,50,0.07125444501383049,2.4383364496554325
EPCV,1995,MRT,3408,0,0.0,0.0
EPCV,2000,MRT,5860,0,0.0,0.0
EPCV,2004,MRT,9379,16,0.10660473379931024,1.9046467775317377
EPCV,2008,MRT,13660,0,0.0,0.0
EPCV,2014,MRT,9336,1,0.0027817098383028957,0.03710277215780227
EPCV,2019,MRT,9909,1,0.0013862266684643327,0.020359634048550786
HBS,2006,MUS,6715,6,0.0509565466732163,0.9439473513132286
HBS,2012,MUS,6696,11,0.12348384430327837,2.39956583753537
HBS,2017,MUS,6995,10,0.08825168901083576,2.0161858867570177
IHS-I,1997,MWI,10693,59,0.43470964283369884,41.59642829089263
IHS-II,2004,MWI,11273,23,0.12833982314250078,2.2393984634118627
IHS-III,2010,MWI,11972,12,0.07430913034820749,1.9882719986981252
IHS-IV,2016,MWI,12445,25,0.10932506518724187,10.966538935266748
IHS-V,2019,MWI,11432,21,0.045998503134704764,1.196082716449422
HIS,2004,MYS,30856,4,0.003266021906091184,0.47310902052278414
HIS,2007,MYS,31882,3,0.005060123218348403,0.22309773376477832
HIS,2009,MYS,38369,4,0.002812040633340063,0.1523769144404633
HIS,2012,MYS,38405,7,0.0118380534436405,0.42718360504058983
HIS,2014,MYS,67716,21,0.017420858923602664,0.6127660713587707
HIS,2016,MYS,77110,13,0.013071159341598006,0.48272904417435797
HIESBA,2019,MYS,80589,10,0.007513620875232759,0.272184391496654
HIS,2022,MYS,73950,16,0.013216167377343447,0.4333602648338018
NHIES,2003,NAM,9679,8,0.01880421441811393,0.8411981807007177
NHIES,2009,NAM,9649,3,0.009548152721163767,0.44160400471316796
NHIES,2015,NAM,10060,0,0.0,0.0
EPCES,1994,NER,4401,14,0.02682418742687555,0.901577233588228
ENCVM,2005,NER,6686,18,0.1490766300920491,4.66688931318309
ENBCM,2007,NER,4000,18,0.10408854936591404,1.6661869619230312
ECVMA,2011,NER,3859,21,0.05828173884214593,0.5929164217114556
ECVMA,2014,NER,3616,3,0.008208216357631543,0.15174968920918203
EHCVM,2018,NER,6023,38,0.1436717660898048,1.8979874268509949
EHCVM,2021,NER,6622,52,0.1651132342992063,1.7744789616569974
NCS,1992,NGA,8928,0,0.0,0.0
NCS,1996,NGA,8163,1,0.004874197969265763,0.21796524095840092
LSS,2003,NGA,18812,3,0.008500064094022455,0.31282136179934356
GHSP-W1,2010,NGA,780588,1,0.0001025257053275169,0.002155022087524074
GHSP-W2,2012,NGA,743594,0,0.0,0.0
GHSP-W3,2015,NGA,748842,0,0.0,0.0
LSS,2018,NGA,21573,4,0.004374735347507574,0.16541458669532655
EMNV,1993,NIC,7286,5,0.011372754773231164,0.6521420698614927
EMNV,1998,NIC,7831,7,0.06417107235985696,2.694556828332498
EMNV,2001,NIC,8298,6,0.09984460552187024,4.30925583955648
EMNV,2005,NIC,13709,8,0.05964547518701352,2.5197756013989467
EMNV,2009,NIC,6415,3,0.010195968972074938,0.28639377563530344
EMNV,2014,NIC,6693,8,0.053873021433777916,2.229320081885734
EU-SILC,2005,NLD,8814,6,0.10556965382019574,1.6709404856653545
EU-SILC,2006,NLD,8478,5,0.08724549459407677,1.1766248297549207
EU-SILC,2007,NLD,9579,24,0.19257144425374198,2.4085823349894326
EU-SILC,2008,NLD,9699,19,0.10467841857548506,1.3077793316541317
EU-SILC,2009,NLD,9159,21,0.13330026321668476,1.475582515660537
EU-SILC,2010,NLD,9500,9,0.038692143219499917,0.43069154271408233
EU-SILC,2011,NLD,9807,8,0.03719700765210145,0.45629253508038325
EU-SILC,2012,NLD,9524,9,0.05638221249214681,0.6501975335815708
EU-SILC,2013,NLD,9539,8,0.04959768928302018,0.6073853345941603
EU-SILC,2014,NLD,9541,13,0.08008848729433463,0.8524138589982354
EU-SILC,2015,NLD,9272,16,0.0629023875949941,0.8057966842455062
EU-SILC,2016,NLD,11678,17,0.07911560940955312,1.0888133124345505
EU-SILC,2017,NLD,12188,16,0.06712109288385748,0.7310164577941253
EU-SILC,2018,NLD,11502,21,0.12245100184757565,1.3283540028486032
EU-SILC,2019,NLD,12503,19,0.09384876177467039,1.1339129037386042
EU-SILC,2020,NLD,12140,32,0.1637350801445272,2.1575070285874376
EU-SILC,2021,NLD,13831,35,0.13022823477367465,1.2677806475122015
EU-SILC,2022,NLD,13178,28,0.10505721892193562,0.9606165528714077
EU-SILC,2004,NOR,6021,17,0.21967236452530248,3.2733916363119886
EU-SILC,2005,NOR,5960,14,0.19390728362461102,7.750450730627218
EU-SILC,2006,NOR,5731,30,0.4381308425036539,7.041738395782076
EU-SILC,2007,NOR,5980,7,0.09134617864397468,0.9927312556570748
EU-SILC,2008,NOR,5505,8,0.1267705787762605,1.7598887748224117
EU-SILC,2009,NOR,5415,9,0.11772772477046864,1.1996435679061195
EU-SILC,2010,NOR,5210,8,0.09947972634251344,1.1021160682145839
EU-SILC,2011,NOR,4606,5,0.07253771199325464,0.9300751014388682
EU-SILC,2012,NOR,6027,2,0.029153025640069,0.24797615655147648
EU-SILC,2013,NOR,6008,2,0.029628699257279484,0.40381731670253274
EU-SILC,2014,NOR,7342,3,0.044621418128298035,0.6197346451632855
EU-SILC,2015,NOR,6380,4,0.05151510472071893,0.9524665020443599
EU-SILC,2016,NOR,6840,13,0.13270911956738177,1.4003571211080066
EU-SILC,2017,NOR,6244,10,0.12657020834505284,2.048291569486834
EU-SILC,2018,NOR,5960,3,0.032975542405449275,0.3630682847293509
EU-SILC,2019,NOR,6055,8,0.08965261450444233,1.0283036113053934
EU-SILC,2020,NOR,6016,9,0.0959610407264178,1.1783766272023348
LSS-I,1995,NPL,3340,23,0.11509315210791958,1.7164482778785508
LSS-II,2003,NPL,3910,14,0.16720383482827333,3.638452746014538
LSS-III,2010,NPL,5987,3,0.023375086348754626,0.32828874852915996
LSS-IV,2022,NPL,9599,3,0.016401405609484783,0.25033466711092234
HIES,2012,NRU,460,0,0.0,0.0
HIES,1987,PAK,4640,20,0.08585850727820629,0.9566067340791815
HIES,1990,PAK,5973,3,0.030837378110144063,0.44934580837172333
IHS,1996,PAK,14304,98,0.25287794821197296,2.852292002353936
HIES,1998,PAK,14643,114,0.30953744832280095,3.444329445218608
PIHS,2001,PAK,14691,94,0.21241338286417905,1.9462604153619307
HIES,2004,PAK,14695,93,0.1949382261050515,1.8898579048011512
HIES,2005,PAK,15436,116,0.30499919553414834,2.9971244882024504
HIES,2007,PAK,15500,108,0.20108769271265942,1.9276754929950823
HIES,2010,PAK,16332,63,0.16943182835228532,1.6457229617743243
HIES,2011,PAK,15797,98,0.2026917655326615,2.0755821160087535
HIES,2013,PAK,17971,46,0.1485409485084909,1.677805326849953
HIES,2015,PAK,24223,116,0.23316833338191162,2.323287441236375
HIES,2018,PAK,24788,64,0.15817550741795242,2.007204325147046
EMO,1989,PAN,2646,0,0.0,0.0
EMO,1991,PAN,2732,0,0.0,0.0
EH,1995,PAN,3983,0,0.0,0.0
EH,1997,PAN,4125,0,0.0,0.0
EH,1998,PAN,3309,0,0.0,0.0
EH,1999,PAN,3170,0,0.0,0.0
EH,2000,PAN,4541,0,0.0,0.0
EH,2001,PAN,5635,0,0.0,0.0
EH,2002,PAN,6599,0,0.0,0.0
EH,2003,PAN,6885,0,0.0,0.0
EH,2004,PAN,7193,0,0.0,0.0
EH,2005,PAN,6000,0,0.0,0.0
EH,2006,PAN,6842,0,0.0,0.0
EH,2007,PAN,6292,0,0.0,0.0
EH,2008,PAN,7134,3,0.013376654498709872,1.7097945647667774
EH,2009,PAN,7099,0,0.0,0.0
EH,2010,PAN,7192,1,0.004819576539230482,0.3826251251555559
EH,2011,PAN,6953,0,0.0,0.0
EH,2012,PAN,7103,0,0.0,0.0
EH,2013,PAN,6975,1,0.0013169719758899306,0.11521875504543483
EH,2014,PAN,6991,0,0.0,0.0
EH,2015,PAN,7035,2,0.022319002642053106,1.1629800933438224
EH,2016,PAN,7025,0,0.0,0.0
EH,2017,PAN,6681,1,0.0031524125486546775,0.19836444831680997
EH,2018,PAN,6692,2,0.004144629853409473,0.3767017407023455
EH,2019,PAN,7090,1,0.0039057399083092265,0.20899139877068612
EH,2021,PAN,6031,0,0.0,0.0
EH,2023,PAN,6105,1,0.011581655626295642,0.6041383477043443
ENNIV,1985,PER,4993,3,0.03719822936428226,1.2079304508002022
ENNIV,1994,PER,3623,0,0.0,0.0
ENAHO,1997,PER,5476,2,0.006063838692549407,0.5899717399086637
ENAHO,1998,PER,5843,1,0.004322278820017882,0.3396349125354049
ENAHO,1999,PER,3217,0,0.0,0.0
ENAHO,2000,PER,3369,0,0.0,0.0
ENAHO,2001,PER,11774,2,0.0038513576744758915,0.258657431824038
ENAHO,2002,PER,13107,2,0.003114014513777886,0.2580649381495577
ENAHO,2003,PER,10676,1,0.0047237297391849505,0.322162240586749
ENAHO,2004,PER,19435,2,0.0019546342423251285,0.12325820231064114
ENAHO,2005,PER,19853,0,0.0,0.0
ENAHO,2006,PER,20530,0,0.0,0.0
ENAHO,2007,PER,22105,2,0.011067737461215183,0.6037290207238228
ENAHO,2008,PER,20801,1,0.009299524487063867,0.6208550449694035
ENAHO,2009,PER,21080,0,0.0,0.0
ENAHO,2010,PER,20892,2,0.005833330249585124,0.29502249635492245
ENAHO,2011,PER,24014,4,0.002257095869980625,0.08547346195341707
ENAHO,2012,PER,24256,1,0.000222277115953113,0.016426669000647227
ENAHO,2013,PER,29540,1,0.000990922793312262,0.03322942566578536
ENAHO,2014,PER,29974,2,0.0024748970964258497,0.1303605762933051
ENAHO,2015,PER,31452,2,0.003286094259473465,0.09832311267623504
ENAHO,2016,PER,35731,3,0.0036130028848390333,0.12450579703730562
ENAHO,2017,PER,34545,0,0.0,0.0
ENAHO,2018,PER,37406,1,0.00023066528944111185,0.010817238639740328
ENAHO,2019,PER,34524,0,0.0,0.0
ENAHO,2020,PER,34377,1,6.041019793008686e-06,0.00024661374104062385
ENAHO,2021,PER,34174,6,0.006707296715385895,0.1814160406897859
ENAHO,2022,PER,34152,7,0.00816183248376256,0.23080338626229546
FIES,1988,PHL,17812,63,0.02105549317880443,0.6520890182939424
FIES,1997,PHL,38108,21,0.055865614318573176,2.2261133808203164
FIES,2000,PHL,79036,40,0.03135811626239313,1.2281198546086138
FIES,2003,PHL,84025,31,0.023957034830090918,1.166593462643093
FIES,2006,PHL,76668,16,0.013908510424064777,0.5546540830838904
FIES,2009,PHL,76689,34,0.021580103123098646,1.0162193965250657
FIES,2012,PHL,80207,17,0.013432931676107715,0.4685750776018804
FIES,2015,PHL,82945,25,0.020437808234189364,0.6304477797295648
FIES,2018,PHL,293782,199,0.037489458810065206,1.1675871391605357
FIES,2021,PHL,327730,271,0.048095502951731255,1.162409524466225
HIES,1996,PNG,1143,0,0.0,0.0
HIES,2009,PNG,3658,1,0.011256526864153911,0.34665420047662127
HBS,1998,POL,31719,31,0.0679072088672914,0.9597591396648149
HBS,1999,POL,31406,18,0.03721701160776278,0.544821515004559
HBS,2000,POL,36140,28,0.043543064058574235,0.6444064843045268
HBS,2001,POL,31824,14,0.024559847908092857,0.3736815787096871
HBS,2002,POL,32325,14,0.019690525821242796,0.3295755690895793
HBS,2003,POL,32437,14,0.020244700757695626,0.3726483156445181
HBS,2004,POL,32186,8,0.017710984882176508,0.37851152013692557
EU-SILC,2005,POL,13482,1,0.0054382556191087915,0.11318164739504614
HBS,2005,POL,34739,17,0.03184387979732517,0.6023356794816753
EU-SILC,2006,POL,12726,0,0.0,0.0
HBS,2006,POL,37475,10,0.018200062127405315,0.34674713231800397
EU-SILC,2007,POL,12426,3,0.019881795861886032,0.41174375829905563
HBS,2007,POL,37336,13,0.024435912276898154,0.4608355365231391
EU-SILC,2008,POL,12043,1,0.010719294934400088,0.2948296478221827
HBS,2008,POL,37324,27,0.04794056168311289,0.8378118802696961
EU-SILC,2009,POL,11652,9,0.06518927899833385,1.2335042684611925
HBS,2009,POL,37273,26,0.039842929337589476,0.6334581536920346
EU-SILC,2010,POL,11584,6,0.03481742082221331,0.5470851940634146
HBS,2010,POL,37369,18,0.026628499327674127,0.41439966975290854
EU-SILC,2011,POL,11466,4,0.03391572059268066,0.4985292030814828
HBS,2011,POL,37343,19,0.028809219925904152,0.4509193795052672
EU-SILC,2012,POL,11655,3,0.024699441894643275,0.32071102873538554
HBS,2012,POL,37388,13,0.020414648949762994,0.3250794966467935
EU-SILC,2013,POL,11685,4,0.016193419129374966,0.2244165161982348
HBS,2013,POL,37144,24,0.03808646177983929,0.6331597716060641
EU-SILC,2014,POL,11830,1,0.0020090386993124065,0.025885664070939916
HBS,2014,POL,37194,16,0.023856838342958844,0.3763560527178785
EU-SILC,2015,POL,11169,2,0.020206512571847877,0.26182203011877164
HBS,2015,POL,37093,13,0.02051933993956669,0.32686388051480864
EU-SILC,2016,POL,10916,1,0.0015666457970402703,0.027662200054701692
HBS,2016,POL,36852,27,0.03949304079139383,0.5824204724180971
EU-SILC,2017,POL,11847,3,0.03733277543806211,0.38064390969245016
HBS,2017,POL,36620,18,0.029605126723671184,0.39465384916674
EU-SILC,2018,POL,13360,3,0.00619181062212126,0.060786030771300875
HBS,2018,POL,36132,38,0.06522671013557482,1.0809521220081937
EU-SILC,2019,POL,17075,8,0.02853983443442246,0.3528920224039449
HBS,2019,POL,35880,33,0.055727858981058975,0.7482381296208108
EU-SILC,2020,POL,13665,1,0.005339497286471196,0.04947916310051129
EU-SILC,2021,POL,15117,8,0.02504004041377402,0.23086304157290227
EU-SILC,2022,POL,18087,4,0.009531596465122086,0.10629744624380567
EU-SILC,2004,PRT,4787,0,0.0,0.0
EU-SILC,2005,PRT,4333,0,0.0,0.0
EU-SILC,2006,PRT,4152,5,0.08476725732330607,1.345092410745907
EU-SILC,2007,PRT,3909,1,0.0016641572171040505,0.026098116705055734
EU-SILC,2008,PRT,4077,3,0.02996266313395015,0.41895281631737924
EU-SILC,2009,PRT,4654,3,0.034917127502486205,0.5868520156608582
EU-SILC,2010,PRT,4795,2,0.01207186811858613,0.15496375952211255
EU-SILC,2011,PRT,5550,2,0.020337355081593515,0.2704665575501138
EU-SILC,2012,PRT,6022,8,0.06119801731241728,0.9478518049050555
EU-SILC,2013,PRT,5727,2,0.020141652953675183,0.28480101144227676
EU-SILC,2014,PRT,6215,2,0.008150326676885299,0.19805307089925447
EU-SILC,2015,PRT,7955,1,0.007354963700083909,0.11902952293861103
EU-SILC,2016,PRT,9370,4,0.01393256140307493,0.2302309043305553
EU-SILC,2017,PRT,10136,11,0.05474777160714382,0.7534238732293641
EU-SILC,2018,PRT,11289,1,0.0004248004753288727,0.005016754035724472
EU-SILC,2019,PRT,12143,1,0.00044302000983365144,0.004932861339148431
EU-SILC,2020,PRT,9201,2,0.0009075436523798608,0.011177611196412576
EU-SILC,2021,PRT,9030,6,0.034039805134109855,0.465617987585358
EU-SILC,2022,PRT,11564,5,0.03770573276700927,0.508847588522834
EH,1990,PRY,736,0,0.0,0.0
EH,1995,PRY,2747,0,0.0,0.0
EIH,1997,PRY,3961,0,0.0,0.0
EPH,1999,PRY,4291,2,0.02422531556259072,2.4129802263671323
EIH,2001,PRY,7520,5,0.027534710956893048,2.425535728732165
EPH,2002,PRY,3730,2,0.055783742051514054,8.422932540958925
EPH,2003,PRY,8495,7,0.041556643674664905,3.298265758357403
EPH,2004,PRY,7050,14,0.0777238805368182,4.219451491253002
EPH,2005,PRY,4045,3,0.09004090697227118,3.6567920050128855
EPH,2006,PRY,4789,1,0.010435526616823038,3.612631249736349
EPH,2007,PRY,4308,6,0.08989450810481527,7.168215680420118
EPH,2008,PRY,4132,5,0.046602000316712626,2.9520860437016094
EPH,2009,PRY,3998,1,0.06665509071253732,2.612429369369878
EPH,2010,PRY,4344,7,0.06927359918445046,5.091753465246421
EPH,2011,PRY,4057,4,0.04794363262631411,2.226358198367907
EPH,2012,PRY,4910,5,0.05810819568993998,2.39872727144205
EPH,2013,PRY,4627,5,0.031813105409552817,1.348659271062801
EPH,2014,PRY,4522,7,0.152100114435331,6.502568845166093
EPH,2015,PRY,6672,3,0.022830407271273882,1.1213228805268116
EPH,2016,PRY,8649,5,0.010373759582556352,0.5762230323750623
EPH,2017,PRY,8363,10,0.08291894603474513,4.532770206280316
EPH,2018,PRY,4468,4,0.02109253836223548,0.70153123563438
EPH,2019,PRY,4578,1,0.021705625169842948,1.1227759144319667
EPH,2020,PRY,4581,0,0.0,0.0
