Survey,Year,Country,Records,Records above LIS ceiling,Weighted population share above ceiling,Welfare share above ceiling
EU-SILC,2014,FIN,10413,12,0.04563680828303853,0.709742397031032
EU-SILC,2015,FIN,10120,12,0.05140250811255188,0.5357572878175509
EU-SILC,2016,FIN,10063,11,0.046519895863141855,0.5247403265947794
EU-SILC,2017,FIN,9645,10,0.05808574642639814,0.6180114836062127
EU-SILC,2018,FIN,9374,11,0.0858748745063407,0.861166129702873
EU-SILC,2019,FIN,9159,15,0.11365810727402269,1.1617960566424408
EU-SILC,2020,FIN,9031,16,0.1532558422633406,1.3443160285777802
EU-SILC,2021,FIN,8974,18,0.08964365481261735,1.029095359209819
EU-SILC,2022,FIN,8696,17,0.14185804674689428,1.5435463491204013
HIES,2002,FJI,5244,3,0.014979541004423752,0.3384390712482064
HIES,2008,FJI,3573,8,0.11917444795518592,3.7237587367786062
HIES,2013,FJI,6015,8,0.09810026332928652,1.8838858399431424
HIES,2019,FJI,5999,0,0.0,0.0
EU-SILC,2004,FRA,9501,9,0.05733624287872892,1.0496809800791698
EU-SILC,2005,FRA,9073,5,0.03193233631209335,0.37899429835090875
EU-SILC,2006,FRA,9302,6,0.10109434756826265,1.0632596450764613
EU-SILC,2007,FRA,9745,3,0.01686607207549073,0.3079283599142048
EU-SILC,2008,FRA,7192,14,0.08625453676809013,1.1586555159258798
EU-SILC,2009,FRA,7266,26,0.14610803045696072,2.0912273566437327
EU-SILC,2010,FRA,7524,16,0.10374452775882723,1.378585208798261
EU-SILC,2011,FRA,7691,12,0.09775520546557713,1.740529472565545
EU-SILC,2012,FRA,7930,12,0.06962026096904175,1.6674940242805683
EU-SILC,2013,FRA,7467,11,0.10430074319342009,1.4074936478828097
EU-SILC,2014,FRA,7639,10,0.055824199219378604,0.9881889105128414
EU-SILC,2015,FRA,7595,8,0.07270174456038389,1.1954325161267194
EU-SILC,2016,FRA,7587,14,0.1931246489243368,2.925734850359393
EU-SILC,2017,FRA,7321,12,0.04638728265554746,1.0757957096120618
EU-SILC,2018,FRA,7212,13,0.08154886530469369,1.7897841311942722
EU-SILC,2019,FRA,7618,16,0.12518916656654686,3.2352021132227793
EU-SILC,2020,FRA,7222,10,0.10035555009438493,1.632179439232113
EU-SILC,2021,FRA,8526,7,0.06403685721711452,1.0008580304765793
EU-SILC,2022,FRA,10107,10,0.06201348033838614,0.8052080102214036
CPH,2000,FSM,7166,1,0.0010515357679891481,0.8159441143613034
HIES,2005,FSM,1380,2,0.0235211283969679,0.626983970568073
HIES,2013,FSM,1648,1,0.012391638809612178,0.7290637367026594
EGEP,2005,GAB,7911,4,0.0487524563722367,1.2895592834228413
EGEP,2017,GAB,7914,1,0.0016099050471771288,0.04943889136123445
HIS,1997,GEO,10805,2,0.004306169614258344,0.11543375420199334
HIS,1998,GEO,10988,1,0.01406825141811269,3.4355817052161464
HIS,1999,GEO,11272,4,0.008589559794625308,0.22393554895387677
HIS,2000,GEO,10455,2,0.01024834943878839,0.35318635298581086
HIS,2001,GEO,9848,2,0.016022882368178504,0.7293645283389548
HIS,2002,GEO,10668,5,0.019540719205455942,0.37713483356258426
HIS,2003,GEO,11698,1,0.001714892146607585,0.03939226271420085
HIS,2004,GEO,11493,1,0.0077854098309760944,0.1784802531502899
HIS,2005,GEO,11331,1,0.003474703728895492,0.08000626703644416
HIS,2006,GEO,10942,2,0.006551303242550259,0.1277543352842129
HIS,2007,GEO,10997,4,0.02466883606036059,0.7690303675570577
HIS,2008,GEO,19676,2,0.009638384590612867,0.3031444806559022
HIS,2009,GEO,22287,6,0.032385307703971064,0.6503840352173045
HIS,2010,GEO,21793,3,0.00902396996816172,0.2847220288818595
HIS,2011,GEO,11219,5,0.015390246198311457,0.9058713239052207
HIS,2012,GEO,11273,2,0.009260195176898993,0.20449950028371
HIS,2013,GEO,11100,1,0.0013886091718261333,0.033563211765922835
HIS,2014,GEO,11160,3,0.01974866287155194,0.5485631093657938
HIS,2015,GEO,10997,2,0.01042314507652882,0.2132328638092401
HIS,2016,GEO,10855,1,0.0020125696673019213,0.03926384269438812
HIS,2017,GEO,11587,1,0.012205952629329223,0.23424728044230533
HIS,2018,GEO,11051,2,0.008105063501929454,0.19329287918919735
HIS,2019,GEO,13868,10,0.0408264180153579,1.1853626093926017
HIS,2020,GEO,13308,2,0.0031756109936937824,0.08461197986941112
HIS,2021,GEO,13616,5,0.02818812922433459,0.5000876342480141
HIS,2022,GEO,13618,3,0.003309398413450513,0.08140278161850037
GLSS-III,1991,GHA,4523,1,0.004962571917913001,0.08894303201816524
GLSS-IV,1998,GHA,5997,0,0.0,0.0
GLSS-V,2005,GHA,8683,2,0.0039848482125919606,0.1867209657793837
GLSS-VI,2012,GHA,16767,3,0.007104487315154993,0.2414108066881748
GLSS-VII,2016,GHA,14001,2,0.00532029809283463,0.2781711807272856
EIBC,1994,GIN,4415,5,0.018463390277150202,0.6780603900756957
EIBEP,2002,GIN,7092,2,0.008609518939612789,0.24426943972510376
ELEP,2007,GIN,7548,1,0.005950178412380834,0.31688288390525554
ELEP,2012,GIN,7501,10,0.04523169513730841,0.6391126148730958
EHCVM,2018,GIN,8237,0,0.0,0.0
HPS,1998,GMB,1860,1,0.014356390706067914,0.7628211836305467
HIS,2003,GMB,2238,2,0.044066874987548146,1.9141216224967008
IHS,2010,GMB,4599,15,0.12687848452900277,3.8000740916241216
IHS,2015,GMB,13185,1,0.0019232932711442466,0.025162427178506447
IHS,2020,GMB,13483,7,0.031183133006469875,1.5808685558946975
ICOF,1993,GNB,3028,5,0.062468954808861485,1.5868984927069978
ILAP-I,2002,GNB,3212,2,0.050802222060994794,0.8523697808788803
ILAP-II,2010,GNB,3129,0,0.0,0.0
EHCVM,2018,GNB,5351,2,0.013491226245486829,0.20525561670503895
EHCVM,2021,GNB,5350,1,0.006633711620560101,0.10356736971430822
EU-SILC,2004,GRC,4650,1,0.019893026759613817,0.41020353068266857
EU-SILC,2005,GRC,4064,0,0.0,0.0
EU-SILC,2006,GRC,3988,1,0.011829108387401243,0.17354248916660112
EU-SILC,2007,GRC,4174,0,0.0,0.0
EU-SILC,2008,GRC,4515,3,0.022181482824259045,0.3177543806706521
EU-SILC,2009,GRC,4800,4,0.050596587685533274,0.7088962225345734
EU-SILC,2010,GRC,4788,1,0.003629477199835086,0.04490360245770497
EU-SILC,2011,GRC,4001,1,0.003447388883212454,0.05586295020635258
EU-SILC,2012,GRC,4712,1,0.015074364782931352,0.2487877725909956
EU-SILC,2013,GRC,4840,1,0.011588759181402479,0.381132012732796
EU-SILC,2014,GRC,5297,0,0.0,0.0
EU-SILC,2015,GRC,7892,4,0.02164664518927832,0.8919171409622839
EU-SILC,2016,GRC,8807,7,0.02083213168760984,0.9095206819669689
EU-SILC,2017,GRC,12216,7,0.0282051709029561,0.8639070312247926
EU-SILC,2018,GRC,11332,21,0.06951324351329204,1.6145322493894303
EU-SILC,2019,GRC,8103,15,0.06483682200542154,1.2324873530545455
EU-SILC,2020,GRC,9414,9,0.04526767619627021,0.8816968223010387
EU-SILC,2021,GRC,6996,5,0.030544713774043022,0.5397441767670338
EU-SILC,2022,GRC,5962,1,0.0025083884001863965,0.06992711826737383
SLCHB,2018,GRD,824,0,0.0,0.0
ENCOVI,2000,GTM,6516,5,0.03071098944517364,1.7313290961101384
ENCOVI,2006,GTM,12815,5,0.01825876231521106,1.4753851306717738
ENCOVI,2014,GTM,10530,8,0.0457640512093464,2.194052065843093
GLSMS,1998,GUY,1981,0,0.0,0.0
EPHPM,1991,HND,2722,2,0.00977004082497765,0.6103100418563309
EPHPM,1992,HND,1821,3,0.027803593470796834,1.350840678203679
EPHPM,1993,HND,1715,2,0.03825269006289767,2.7522540110240055
EPHPM,1994,HND,2070,0,0.0,0.0
EPHPM,1995,HND,2305,1,0.005481052723511006,0.423285168069179
EPHPM,1996,HND,2897,4,0.024635686293293046,1.95028019678423
EPHPM,1997,HND,3199,3,0.028893983238470103,1.5931642482071713
EPHPM,1998,HND,3252,0,0.0,0.0
EPHPM,1999,HND,3439,0,0.0,0.0
EPHPM,2001,HND,6420,0,0.0,0.0
EPHPM,2002,HND,26270,2,0.0017153672124711008,0.14778295648175865
EPHPM,2003,HND,29116,0,0.0,0.0
EPHPM,2004,HND,10175,0,0.0,0.0
EPHPM,2005,HND,6628,1,0.0069454603385998735,1.0861351092957654
EPHPM,2006,HND,18659,3,0.006355726629746016,0.9612999667338791
EPHPM,2007,HND,19901,1,0.0022650026447236763,0.17148287766106374
EPHPM,2008,HND,19612,5,0.015239023096211082,1.8521783644008663
EPHPM,2009,HND,19250,3,0.004688125380991353,0.3611356549553225
EPHPM,2010,HND,6614,0,0.0,0.0
EPHPM,2011,HND,6502,0,0.0,0.0
EPHPM,2012,HND,6857,0,0.0,0.0
EPHPM,2013,HND,6939,0,0.0,0.0
EPHPM,2014,HND,5164,0,0.0,0.0
EPHPM,2015,HND,5587,0,0.0,0.0
EPHPM,2016,HND,5742,0,0.0,0.0
EPHPM,2017,HND,5001,1,0.008471040838439555,0.66310691372685
EPHPM,2018,HND,5673,0,0.0,0.0
EPHPM,2019,HND,3913,0,0.0,0.0
HBS,1998,HRV,3123,0,0.0,0.0
HBS,2004,HRV,2846,0,0.0,0.0
HBS,2008,HRV,3107,4,0.13959348708273525,1.9826315583017406
HBS,2009,HRV,3004,0,0.0,0.0
EU-SILC,2010,HRV,2731,0,0.0,0.0
HBS,2010,HRV,3458,0,0.0,0.0
EU-SILC,2011,HRV,4310,0,0.0,0.0
EU-SILC,2012,HRV,3866,0,0.0,0.0
EU-SILC,2013,HRV,3368,0,0.0,0.0
EU-SILC,2014,HRV,3510,0,0.0,0.0
EU-SILC,2015,HRV,4315,0,0.0,0.0
EU-SILC,2016,HRV,4999,1,0.0016810618384739805,0.03222074920677987
EU-SILC,2017,HRV,5146,1,0.0021738466145370646,0.03901658035987282
EU-SILC,2018,HRV,5306,2,0.00545765179666861,0.0849343573897568
EU-SILC,2019,HRV,4981,2,0.0071937903369244036,0.09596111168540397
EU-SILC,2020,HRV,4812,0,0.0,0.0
EU-SILC,2021,HRV,5499,2,0.009874193462964644,0.14166557586642237
EU-SILC,2022,HRV,5729,2,0.019241455471946892,0.2098102682243668
ECVH,2001,HTI,5041,3,0.01130855315716195,0.7293470383474582
ECVMAS,2012,HTI,9667,0,0.0,0.0
HBS,1998,HUN,10139,5,0.034284678439862076,0.2880458644611693
HBS,1999,HUN,10180,8,0.0790997418145939,1.9560269170617064
HBS,2000,HUN,10190,13,0.12462939926234856,1.5677696808738035
HBS,2001,HUN,10273,2,0.013002539968644792,0.12956656564965724
HBS,2002,HUN,9878,7,0.041467234355763154,0.36392274071786
HBS,2003,HUN,8311,3,0.012657338863934407,0.13264771276446896
HBS,2004,HUN,8694,3,0.016164207517177724,0.527800105967608
EU-SILC,2005,HUN,6419,10,0.14459728482350184,1.6440495412400793
HBS,2005,HUN,9055,0,0.0,0.0
EU-SILC,2006,HUN,6752,14,0.14713348611698265,2.0348221382878977
HBS,2006,HUN,8972,3,0.011541129915929168,0.11758124355153997
EU-SILC,2007,HUN,7980,4,0.04489039379870986,0.5698867437623891
HBS,2007,HUN,8545,5,0.04685570652944667,0.5426234645238601
EU-SILC,2008,HUN,8094,7,0.043909981707206745,0.4169224999285278
EU-SILC,2009,HUN,9214,3,0.014662219868177543,0.16493441192214042
EU-SILC,2010,HUN,9193,2,0.006124732613339242,0.15181494250785277
EU-SILC,2011,HUN,10996,1,0.0019592236576256657,0.019655664974627056
EU-SILC,2012,HUN,10594,4,0.031776997096282254,0.29951845228849094
EU-SILC,2013,HUN,9313,3,0.01743588564030569,0.2591763199020172
EU-SILC,2014,HUN,7658,4,0.040964382168895405,0.5383332130215331
EU-SILC,2015,HUN,6462,2,0.028512438033812895,0.4205668790839069
EU-SILC,2016,HUN,6902,3,0.02657079591366069,0.3258331777181449
EU-SILC,2017,HUN,6858,2,0.05167270475283066,0.7149706269940512
EU-SILC,2018,HUN,7248,3,0.027883225551537702,0.5891876788384478
EU-SILC,2019,HUN,5898,8,0.07821428205745981,1.3592718686782093
EU-SILC,2020,HUN,5988,6,0.06495266414020752,2.210536829399568
EU-SILC,2021,HUN,6719,1,0.021934517943532402,0.2806855468102619
EU-SILC,2022,HUN,6601,8,0.05672272801567763,0.88966845757358
SUSENAS,1993,IDN,175021,299,0.11569434556538787,1.4086748061876977
SUSENAS,1996,IDN,183570,302,0.15722756497759163,2.1442847247835863
SUSENAS,1998,IDN,185813,280,0.10523871973011222,1.5926243196441112
SUSENAS,1999,IDN,190470,279,0.12803127041320406,3.222022506220344
SUSENAS,2000,IDN,179794,248,0.10952808274749434,1.2989017411725379
SUSENAS,2001,IDN,208450,349,0.11047371695766223,1.3147730097632313
SUSENAS,2002,IDN,9624,22,0.16362274540002406,1.3573817195005566
SUSENAS,2003,IDN,9907,8,0.05041377535091832,0.484880254016713
SUSENAS,2004,IDN,10016,8,0.04800977195475725,0.6250162513203734
SUSENAS,2005,IDN,10571,14,0.0765129951552533,0.818874046136521
SUSENAS,2006,IDN,9923,12,0.07421358071866924,1.7787171251152776
SUSENAS,2007,IDN,64540,55,0.06785798203834302,0.8875423227621141
SUSENAS,2008,IDN,66599,56,0.07675646360369673,1.1394963586566758
SUSENAS,2009,IDN,67033,78,0.10234087876731385,2.048026968076348
SUSENAS,2010,IDN,66374,27,0.029476973633560048,0.7269273277143827
SUSENAS,2011,IDN,71802,65,0.09592390205445964,2.2985092374514915
SUSENAS,2012,IDN,71013,88,0.08905410410433397,2.1103939662859057
SUSENAS,2013,IDN,70689,67,0.07417411582938455,1.621242951348704
SUSENAS,2014,IDN,70861,59,0.0670150614130873,1.4242545988514765
SUSENAS,2015,IDN,283944,346,0.10098282001733698,1.7349597686298233
SUSENAS,2016,IDN,289301,50,0.0077899139278088825,0.1550102184974515
SUSENAS,2017,IDN,295170,78,0.012834807504439074,0.2581284687400757
SUSENAS,2018,IDN,292930,75,0.024317751335641926,0.5379873652257652
SUSENAS,2019,IDN,312827,102,0.03489357871761898,0.6906673668313177
SUSENAS,2020,IDN,331232,102,0.01999791247912715,0.40020725577608696
SUSENAS,2021,IDN,336378,143,0.037168558897755055,0.7133745165950344
SUSENAS,2022,IDN,336232,263,0.06475567560216752,1.0837825693689718
SUSENAS,2023,IDN,338733,429,0.10459726814415929,1.6031218778277456
NSS-SCH1,1993,IND,81241,446,0.13256123468072387,2.1636383056796262
NSS-SCH1,2004,IND,73247,384,0.21032298305865796,3.1293662227306847
NSS-SCH1,2009,IND,49245,356,0.2124485227469254,4.067622802238922
NSS-SCH1,2011,IND,55206,368,0.2185447909059927,3.5876417475101174
CPHS,2015,IND,4458653,35517,0.1801135405840328,2.1810071079099957
CPHS,2016,IND,4666600,38386,0.18569812660152615,2.209640562684948
CPHS,2017,IND,5020899,24099,0.15356175568368255,1.8418446509113797
CPHS,2018,IND,4869314,5262,0.03604312491948593,0.4644155763820581
CPHS,2019,IND,2437272,11,6.30949028237756e-05,0.0009529623297218579
CPHS,2020,IND,2280682,20,0.00045563881326291883,0.00663296871979159
CPHS,2021,IND,2301660,6,0.00028784489338843744,0.004048894747089728
EU-SILC,2004,IRL,5300,4,0.10386157540939323,1.440906548754503
EU-SILC,2005,IRL,5955,7,0.14362908628980836,2.604252994621367
EU-SILC,2006,IRL,5733,7,0.08930484365543741,2.405739986300128
EU-SILC,2007,IRL,5561,3,0.043013962326319106,0.9370752589506879
EU-SILC,2008,IRL,5214,4,0.03367790066489764,0.5347563985475359
EU-SILC,2009,IRL,5138,7,0.07067741700726396,0.7655672257817944
EU-SILC,2010,IRL,4418,2,0.019418694928746937,0.28892218557918775
EU-SILC,2011,IRL,4069,1,0.013481895992125223,0.1984653143213059
EU-SILC,2012,IRL,4294,3,0.025827937547172164,0.3779090600682884
EU-SILC,2013,IRL,4600,5,0.052835725255306026,0.8946797779535633
EU-SILC,2014,IRL,5204,3,0.03304453545971978,0.4987035674536865
EU-SILC,2015,IRL,5095,5,0.044932830481230264,0.5804930373997627
EU-SILC,2016,IRL,5124,11,0.10535376792159587,1.4893087919117782
EU-SILC,2017,IRL,4937,2,0.012589887236559046,0.6345059594308481
EU-SILC,2018,IRL,3678,4,0.07066167440593941,1.7495548342988991
EU-SILC,2019,IRL,3555,9,0.14749323015422736,1.7205096114347769
EU-SILC,2020,IRL,3601,10,0.21163782406205706,2.767909249930149
EU-SILC,2021,IRL,4053,12,0.11325483039967854,1.3955977889292828
EU-SILC,2022,IRL,4036,32,0.1597259162507796,2.2925979567360364
HEIS,2005,IRN,26761,0,0.0,0.0
HEIS,2006,IRN,30724,1,0.00043858136918508735,0.0188623018664674
HEIS,2009,IRN,36252,1,0.0010401761626196127,0.06678836672881902
HEIS,2011,IRN,38467,6,0.015467036977750714,0.39132075651782794
HEIS,2012,IRN,38156,10,0.03129087880990973,0.5516836668276434
HEIS,2013,IRN,38261,8,0.015988629904074143,0.252665272632603
HEIS,2014,IRN,38227,9,0.015866635030549314,0.2788511634146005
HEIS,2015,IRN,38201,5,0.01863892470904603,0.3367120419248886
HEIS,2016,IRN,38102,10,0.019738890888455898,0.2992254962019768
HEIS,2017,IRN,37920,6,0.014959475992778934,0.3388023222265424
HEIS,2018,IRN,38915,8,0.011323161921402114,0.2827536447570612
HEIS,2019,IRN,38290,4,0.010812200424895549,0.279604830567986
HEIS,2020,IRN,37526,1,0.0013631251852079722,0.020911727468451526
HEIS,2021,IRN,37938,0,0.0,0.0
HEIS,2022,IRN,37918,4,0.0048151735909195865,0.07745812428456438
IHSES,2006,IRQ,17492,10,0.03434554948191091,0.3263867644966372
IHSES,2012,IRQ,24923,7,0.012805326507187567,0.14941137399883056
EU-SILC,2004,ISL,2847,8,0.23243393093007703,2.0765127901830662
EU-SILC,2005,ISL,2901,7,0.2069328406688947,2.510520700323645
EU-SILC,2006,ISL,2818,9,0.23877636825459306,2.642349807645149
EU-SILC,2007,ISL,2863,9,0.26723082110554686,2.9211712642683443
EU-SILC,2008,ISL,2876,5,0.16321676104368782,1.8127080374479643
EU-SILC,2009,ISL,2886,9,0.3062356542871778,3.086687110980949
EU-SILC,2010,ISL,3008,6,0.16550991243791147,1.4414818210205327
EU-SILC,2011,ISL,3001,4,0.11954304762864235,1.2935875586267949
EU-SILC,2012,ISL,3070,4,0.1049036654806048,1.015433119884098
EU-SILC,2013,ISL,3009,4,0.10432960770387245,1.0835707429862091
EU-SILC,2014,ISL,2987,4,0.10392148313356553,0.8778375981543636
EU-SILC,2015,ISL,2928,7,0.19311309512836958,2.919345924317619
EU-SILC,2016,ISL,2832,3,0.07668389860836453,1.3020725537133149
EU-SILC,2017,ISL,2883,8,0.20198892978512947,2.099991090109265
EU-SILC,2018,ISL,2956,6,0.12460512731387514,1.3638954509941634
EU-SILC,2004,ITA,20050,11,0.0375996514200662,0.6729294456549539
EU-SILC,2005,ITA,18571,11,0.04976826363723988,0.8313547080363194
EU-SILC,2006,ITA,18205,3,0.013341798966074358,0.2672834486458611
EU-SILC,2007,ITA,18024,9,0.022646460580696037,0.40036416914887535
EU-SILC,2008,ITA,18079,12,0.028878093028697087,0.4668551185255915
EU-SILC,2009,ITA,17677,10,0.024668634449616547,0.4440530044426463
EU-SILC,2010,ITA,16726,9,0.02677594377120283,0.46565432534258044
EU-SILC,2011,ITA,17037,13,0.039781793027844556,0.8969839420932865
EU-SILC,2012,ITA,17026,9,0.019209401910611393,0.3907354243555317
EU-SILC,2013,ITA,16218,9,0.025785389255982522,0.6978958716892169
EU-SILC,2014,ITA,17154,7,0.010706813301272678,0.1805729801557297
EU-SILC,2015,ITA,15915,2,0.004768953094175247,0.11148498652717806
EU-SILC,2016,ITA,18171,4,0.007444965990667745,0.14512272801169762
EU-SILC,2017,ITA,18672,6,0.0105499587491245,0.34128078173746457
EU-SILC,2018,ITA,17847,5,0.009223969686763263,0.28068696888933603
EU-SILC,2019,ITA,17581,4,0.0035432006992740673,0.05768906420566315
EU-SILC,2020,ITA,12514,2,0.002392384879907396,0.037731600902393185
EU-SILC,2021,ITA,15985,1,0.0003983976367183548,0.0065036591542920715
EU-SILC,2022,ITA,19044,12,0.009566655940265689,0.3361508349796663
SLC,1990,JAM,1820,1,0.013848497438027975,0.3255931332619511
SLC,1996,JAM,1822,2,0.027296711612378458,0.6769813911005741
SLC,1999,JAM,1865,2,0.045921759395923,1.5169951403313178
SLC,2002,JAM,6969,1,0.013222355777137408,0.7483261486881579
SLC,2004,JAM,1981,0,0.0,0.0
JSLC,2018,JAM,4543,0,0.0,0.0
JSLC,2021,JAM,2187,0,0.0,0.0
HEIS,2002,JOR,11977,6,0.031800502525210605,0.5191602567465886
HEIS,2006,JOR,11636,14,0.04657892385243614,0.6486720311877687
HEIS,2008,JOR,10946,3,0.004131102301953464,0.04862737909127658
HEIS,2010,JOR,11215,6,0.01519938535791262,0.23236839806124507
LSMS,1996,KAZ,1993,0,0.0,0.0
HBS,2001,KAZ,47534,4,0.00746788713917289,0.18871221880712494
HBS,2002,KAZ,47150,12,0.029132684312647848,0.5056183396896263
HBS,2003,KAZ,47231,6,0.010557719372572374,0.2151271434705165
HBS,2004,KAZ,47222,20,0.04435019745371973,0.7135078428067626
HBS,2005,KAZ,46851,3,0.0031934958249786828,0.0867818708676683
HBS,2006,KAZ,11995,18,0.11469650177426126,1.5213772532026233
HBS,2007,KAZ,11993,13,0.07993049980478847,1.1699600413644249
HBS,2008,KAZ,11996,3,0.022200024374766526,0.42026340393135864
HBS,2009,KAZ,47581,26,0.04223369843988143,0.5935307102938239
HBS,2010,KAZ,47727,29,0.031451960050617275,0.4318410980692029
HBS,2011,KAZ,46826,26,0.035807416918883464,0.4117585333840448
HBS,2012,KAZ,47089,10,0.0163836003566826,0.24007154599881556
HBS,2013,KAZ,47535,26,0.036836988496538096,0.4691121268582144
HBS,2014,KAZ,47546,42,0.06570149447905492,0.8835161931744464
HBS,2015,KAZ,47260,40,0.06506713927682271,0.9441970178407612
HBS,2016,KAZ,47429,17,0.02983983122369938,0.44447872922090315
HBS,2017,KAZ,47455,25,0.03577704440530216,0.39269920413236453
HBS,2018,KAZ,47267,31,0.045485850998189116,0.4635203031255895
HBS,2019,KAZ,46273,29,0.047324862729773175,0.49431643647020723
HBS,2020,KAZ,47124,23,0.03881547382037186,0.5113454599083379
HBS,2021,KAZ,47220,57,0.08917566832446697,1.1689140929669188
WMS-II,1994,KEN,10464,6,0.05649551156029662,1.9107371794175338
WMS-III,1997,KEN,10068,4,0.01126984579691344,0.47015859835271195
IHBS,2005,KEN,13151,38,0.0702979863998735,2.110641177535009
IHBS,2015,KEN,21759,2,0.008385552714788556,0.6930125667909461
KCHS,2020,KEN,19670,2,0.008794937842431585,0.15016484662295862
KCHS,2021,KEN,16960,3,0.04588864145977857,1.3538309868950602
KPMS,1998,KGZ,2814,2,0.0331801877950191,1.4674490794758752
HBS,2000,KGZ,2789,0,0.0,0.0
HBS,2001,KGZ,2857,0,0.0,0.0
HBS,2002,KGZ,2846,0,0.0,0.0
HBS,2003,KGZ,1081,0,0.0,0.0
KIHS,2004,KGZ,4625,0,0.0,0.0
KIHS,2005,KGZ,19067,2,0.0229509246921244,0.5443372395028876
KIHS,2006,KGZ,19443,7,0.03666701643350003,0.7812695944474043
KIHS,2007,KGZ,19201,4,0.009948883703920466,0.1658395571261954
KIHS,2008,KGZ,19760,17,0.0396408073262035,0.492044446589533
KIHS,2009,KGZ,19729,17,0.07192693843837741,0.8868528034016617
KIHS,2010,KGZ,19558,36,0.07889588595248279,0.9987136020005402
KIHS,2011,KGZ,19810,27,0.07197446461724205,0.6739359610785175
KIHS,2012,KGZ,19836,23,0.07048760555411321,0.6089055864783256
KIHS,2013,KGZ,19837,16,0.02998166032629615,0.40227591283430086
KIHS,2014,KGZ,19837,38,0.09840497018638021,1.0441061943145309
KIHS,2015,KGZ,19949,62,0.24867899949290936,2.3933057065614087
KIHS,2016,KGZ,19963,26,0.04764058318151903,0.4637341975142976
KIHS,2017,KGZ,19969,33,0.12018460107633261,1.1944641511047704
KIHS,2018,KGZ,19948,37,0.08866787446932707,0.9262244113438189
KIHS,2019,KGZ,19982,79,0.3307945642514898,3.3503666273381647
KIHS,2020,KGZ,19868,24,0.06515023902668547,0.6850315666310659
KIHS,2021,KGZ,19920,29,0.08656741441126156,0.9931283353202671
KIHS,2022,KGZ,19743,19,0.023723047197628345,0.22333032704337893
HIES,2006,KIR,1161,1,0.008133715134823841,0.12675558212322163
HIES,2019,KIR,2182,2,0.0073532171493293184,0.07390982445202213
LECS,1992,LAO,2877,3,0.06892632862298793,1.0186826366929143
LECS,1997,LAO,8864,20,0.1952774593731663,2.6537924222642273
LECS,2002,LAO,8070,9,0.08185106504147485,1.1246930174088103
LECS,2007,LAO,8281,8,0.0734148876164176,1.4636008508654763
LECS,2012,LAO,8223,6,0.06950436113825471,0.9504781595907809
LECS,2018,LAO,8449,8,0.05375679328806486,1.2376363750855743
HBS,2011,LBN,2746,0,0.0,0.0
CWIQ,2007,LBR,3594,2,0.03878565695450425,0.6652141434659037
HIES,2014,LBR,4084,1,0.0011711636928107864,0.02474016786684758
HIES,2016,LBR,8342,4,0.011088300989538086,0.38482286107706926
SLCHBS,2015,LCA,2444,0,0.0,0.0
HIES,1990,LKA,18152,53,0.2035003995424901,2.6572276598332474
SES,1995,LKA,18768,15,0.061999828407148176,0.8900187212823324
HIES,2002,LKA,16909,23,0.08202630814609173,1.5439690126316539
HIES,2006,LKA,18535,30,0.10634339344488845,2.442946897829389
HIES,2009,LKA,19944,29,0.11073545823717601,2.2127236243309585
HIES,2012,LKA,20523,39,0.12597863611667173,2.7203898472698818
HIES,2016,LKA,21735,42,0.1767071427067599,3.092368778608277
HIES,2019,LKA,19899,27,0.1110230874584289,1.8878420573831876
NHECS,1994,LSO,4574,0,0.0,0.0
HBS,2002,LSO,5832,2,0.005100662980070809,0.5719754345777365
CMSHBS,2017,LSO,4294,0,0.0,0.0
HBS,1998,LTU,8264,4,0.036309076345760576,0.5475310481625187
HBS,1999,LTU,8248,4,0.06090048601874468,1.0274775747994316
HBS,2000,LTU,7111,0,0.0,0.0
HBS,2001,LTU,8000,0,0.0,0.0
HBS,2002,LTU,8025,1,0.00887115482827705,0.14313014385858172
HBS,2003,LTU,7825,2,0.014339940022943677,0.22814215327966353
HBS,2004,LTU,7965,1,0.003491732881585408,0.061609934528074735
EU-SILC,2005,LTU,3852,0,0.0,0.0
EU-SILC,2006,LTU,4061,1,0.0037047041574215633,0.04030690452992312
EU-SILC,2007,LTU,4131,2,0.02451420553954916,0.30888147018290263
EU-SILC,2008,LTU,4597,5,0.04752427607940828,0.659106355302862
HBS,2008,LTU,6101,2,0.034954730105317106,0.6645402129635773
EU-SILC,2009,LTU,4812,6,0.05792204714555561,0.7300478819532152
EU-SILC,2010,LTU,5227,3,0.030617475183771413,0.5580025693720148
EU-SILC,2011,LTU,5122,0,0.0,0.0
EU-SILC,2012,LTU,5306,0,0.0,0.0
EU-SILC,2013,LTU,5075,0,0.0,0.0
EU-SILC,2014,LTU,5125,0,0.0,0.0
EU-SILC,2015,LTU,4785,1,0.026184311848320856,0.5512699446989986
EU-SILC,2016,LTU,4739,1,0.010806128729645554,0.16917329073467063
EU-SILC,2017,LTU,4897,1,0.04624993930231446,0.9215064484337676
EU-SILC,2018,LTU,4848,2,0.026288941139380125,0.7117364105811856
EU-SILC,2019,LTU,5080,2,0.022766003597387185,0.42294029184632626
EU-SILC,2020,LTU,5107,4,0.03388585644578213,0.6196383676865479
EU-SILC,2021,LTU,5617,5,0.07229140712577342,0.8938281612601852
EU-SILC,2022,LTU,5913,2,0.026389019812682785,0.4947969526073392
EU-SILC,2004,LUX,3514,0,0.0,0.0
