"scenario","records","population_weight","dagum_a","dagum_b_ppp_day","dagum_p","weighted_ks","negative_log_likelihood","convergence_code"
"all_records",10698,9666648.0919838,2.05761271761999,1.35356552713469,2.55434809756768,0.0164966746103289,1.99336434890736,0
"excluding_two_largest",10696,9666175.32587051,2.06055017350439,1.35782148442901,2.54321313056487,0.0164093695126847,1.99201422380097,0
