welfare_dec,weight,x,code,year,survname,mod,survey_coverage,datatype,use_imputed,use_microdata,use_bin,use_groupdata,rep_year,comparability,ref_year
2.2058093547821045,1016.47412109375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.7760796546936035,114.04545593261719,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
0.9442079067230225,632.2781372070312,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
0.6681547164916992,1553.6929931640625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.5569736957550049,508.237060546875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.3001322746276855,2173.76318359375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.321106433868408,593.5999755859375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.3766206502914429,1053.2972412109375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.1934080123901367,774.4801635742188,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.190033912658691,648.7322387695312,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.8630497455596924,1459.6475830078125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.0352256298065186,1062.1712646484375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.1554136276245117,1352.5062255859375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
0.9586114287376404,1942.1162109375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.3767008781433105,632.2781372070312,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.5805816650390625,2317.991455078125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.7434815168380737,1264.5562744140625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.8667781352996826,748.8870239257812,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.4867408275604248,1577.0999755859375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.546189308166504,1609.67919921875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.241248607635498,348.3789367675781,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.727536678314209,750.7426147460938,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.6861488819122314,1862.5557556152344,2,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.508517265319824,59.50423812866211,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.202519655227661,169.412353515625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.5923420190811157,606.9550170898438,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.708392381668091,1158.9957275390625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.0649255514144897,2173.76318359375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
10.825986862182617,1506.4267578125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.539673924446106,696.7578735351562,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.0334932804107666,632.2781372070312,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.1933107376098633,563.0569458007812,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.5620144605636597,2513.0068359375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.0419526100158691,910.4324951171875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.344212293624878,580.631591796875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.3819750547409058,1475.315673828125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.8221951723098755,348.3789367675781,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
8.245616912841797,196.6864471435547,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
0.8039683103561401,580.860107421875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.134786367416382,1390.794921875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.550965309143066,786.7457885742188,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.5397237539291382,677.6494140625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.473345994949341,455.21624755859375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.2201290130615234,296.79998779296875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.5740429162979126,486.5491943359375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.58119010925293,226.5319061279297,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.810889959335327,1053.796875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
0.8002526164054871,1621.83056640625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.158592939376831,338.82470703125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.9001622200012207,388.4232482910156,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.4749348163604736,938.4282836914062,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
6.384601593017578,1305.30810546875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.273198127746582,1686.0750732421875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
0.9736171960830688,348.3789367675781,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.0082902908325195,187.2217559814453,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.4662731885910034,1149.770751953125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
