"file","input_type","survey_year","survey_name","weight_column","lis_k","observations_positive_weight","population_weight","q1_log_welfare","q3_log_welfare","lis_ceiling_ppp_day","weighted_share_above_ceiling","welfare_share_above_ceiling","maximum_to_ceiling","mean_uncensored","mean_top_coded","mean_change_pct","gini_uncensored","gini_top_coded","gini_change"
"MWI_1997.dta","microdata","1997","IHS-I","weight",2,10698,9666648.0919838,0.469380767351616,1.32277026944718,20.6879059030971,0.0147452253768128,0.468081096973323,2582.95245617089,5.77964796334671,3.37935183965921,-41.53014403143,0.657555707569683,0.414973194342107,-0.242582513227576
"MWI_1997.dta","microdata","1997","IHS-I","weight",3,10698,9666648.0919838,0.469380767351616,1.32277026944718,48.5667322900312,0.00434709642833699,0.415964286419662,1100.25679813762,5.77964796334671,3.58664509099034,-37.9435371542337,0.657555707569683,0.448300839161496,-0.209254868408188
"MWI_1997.dta","microdata","1997","IHS-I","weight",4,10698,9666648.0919838,0.469380767351616,1.32277026944718,114.014801516399,0.000653900406409601,0.369552846527606,468.674914614055,5.77964796334671,3.71831693161273,-35.6653388719606,0.657555707569683,0.467743738756492,-0.189811968813191
