Country,Year,Survey,Valid records,LIS ceiling (PPP/day),Welfare share above ceiling (%),mean_ppp_day original,mean_ppp_day LIS-capped,mean_ppp_day change (%),gini original,gini LIS-capped,gini change (%),mld original,mld LIS-capped,mld change (%),atkinson_2 original,atkinson_2 LIS-capped,atkinson_2 change (%)
ITA,2014,EU-SILC,17154,618.6320162951386,0.1805729801557297,45.35915002718447,45.34347943321368,-0.034547812208551854,0.34389298479146335,0.34366624972969484,-0.06593186595708067,0.22638302306879732,0.22605598047871078,-0.14446427371329618,0.6305274570081759,0.6303999151161409,-0.020227809370931826
ITA,2015,EU-SILC,15915,618.0350676891518,0.11148498652717806,45.09207071803407,45.0712736315529,-0.046121382651109766,0.34242345017180886,0.3421200423769506,-0.0886060212015427,0.22542546892224236,0.2249876927030341,-0.1941999816175488,0.6307867082944345,0.6306165145740954,-0.026981183671304088
ITA,2016,EU-SILC,18171,704.2705957233278,0.14512272801169762,46.37306436352512,46.35819921379202,-0.03205556919113617,0.3476819771451728,0.3474728106776763,-0.06016028475618329,0.23998423937958924,0.23967714153253805,-0.12796583969226782,0.6570125535626024,0.6569026446954829,-0.01672857946526385
ITA,2017,EU-SILC,18672,679.1391448305434,0.34128078173746457,47.41862066894999,47.32843892927065,-0.19018212340872198,0.34702245220921013,0.34577835337921403,-0.358506725451313,0.23753749773486987,0.23570977392799541,-0.7694464344802032,0.6892750048895837,0.688683270163171,-0.08584885890465799
ITA,2018,EU-SILC,17847,713.6641962361163,0.28068696888933603,48.19029767359391,48.12086195688125,-0.1440865071699049,0.35466697497690036,0.3537358590333419,-0.2625324626345793,0.24567295566501945,0.24428624349876182,-0.5644545458835304,0.7235497826808084,0.72315106674421,-0.05510552917603606
ITA,2019,EU-SILC,17581,695.1192832486354,0.05768906420566315,48.34844200920977,48.3451797167615,-0.006747461371447994,0.348196225888611,0.3481522440023781,-0.012631350647362982,0.24008334642906748,0.24001996302348338,-0.02640058401669476,0.7086166777975936,0.7085970369301983,-0.00277171960677558
ITA,2020,EU-SILC,12514,680.4889468230202,0.037731600902393185,50.139919654840696,50.13728097513699,-0.0052626324929749835,0.3427002018026476,0.3426656098167691,-0.010093949666956092,0.2260947748122999,0.22604572177741922,-0.02169578439900066,0.64388809780372,0.6438693868266855,-0.0029059361554173435
ITA,2021,EU-SILC,15985,735.5009824393982,0.0065036591542920715,49.96266293664267,49.96234375387294,-0.0006388425895842431,0.34981021364686105,0.3498060599565086,-0.0011874125426913906,0.23076266495209374,0.23075668842408792,-0.0025899024901021583,0.7520121747855313,0.7520105921584187,-0.00021045232585503726
ITA,2022,EU-SILC,19044,727.8706972292664,0.3361508349796663,51.781048280822255,51.67661873995898,-0.20167521579887993,0.34578974196891843,0.3444677557899286,-0.3823092528605576,0.22001491094630632,0.2180526940520715,-0.891856322735185,0.5712851666442889,0.5704192323465322,-0.15157654150956823
JAM,1990,SLC,1820,194.29624533163002,0.3255931332619511,9.57571061044465,9.571439864792941,-0.04459977776533064,0.41113735314268274,0.4108746663170918,-0.06389271701610078,0.28154590182671524,0.28112020582563213,-0.15119950186492925,0.40336063767315655,0.403094752064442,-0.06591758934345604
JAM,1996,SLC,1822,159.36575106867087,0.6769813911005741,10.351951806074489,10.32537262820978,-0.25675523188883886,0.4039490228870808,0.40241537416569484,-0.3796639265085333,0.274931939594965,0.272491187253991,-0.887766021135894,0.39477773775732905,0.3932222655705301,-0.3940121334185087
JAM,1999,SLC,1865,266.915588180469,1.5169951403313178,13.948268126258672,13.859245910817393,-0.6382313175761767,0.4404908713061818,0.43689888712912217,-0.8154503103340982,0.33100327306776967,0.3248287727510055,-1.8653895049249192,0.4578393632275335,0.45435945038710757,-0.7600728814347257
