"country","year","indicator","all_records","excluding_two_largest","percent_change"
"BLZ",1993,"mean_ppp_day",12.8663268953162,12.2986552004118,-4.41207268805728
"BLZ",1993,"gini",0.60104958920625,0.582910260077504,-3.0179421888801
"BLZ",1993,"mld",0.688425290695651,0.644647544196951,-6.35911363082867
"BLZ",1993,"atkinson_2",0.731710248672158,0.719390808041528,-1.68365014061049
"BLZ",1997,"mean_ppp_day",10.4055309344533,9.56013346845981,-8.12450101123018
"BLZ",1997,"gini",0.602251643229834,0.567331751870683,-5.7982226784601
"BLZ",1997,"mld",0.720882413142002,0.637531175337719,-11.5623902435062
"BLZ",1997,"atkinson_2",0.795562497628071,0.777530168026747,-2.26661383047678
