"survey","valid_records","total_survey_weight","poverty_line_ppp_day","weighted_p995_cutoff_ppp_day","lis_ceiling_ppp_day","pareto_threshold_ppp_day","pareto_tail_records","pareto_pdc_alpha","pareto_995_ceiling_ppp_day","pareto_flagged_records","pareto_flagged_weighted_share_percent"
"MWI_1997",10698,9666648.0919838,2.408,42.9258982618637,48.5667322900312,14.4491199083668,351,1.93039789653924,224.822187517013,5,0.0261386291274901
