"scenario","records","fisk_a","fisk_b_ppp_day","weighted_ks","negative_log_likelihood","convergence_code"
"all_records",10698,2.54861938356186,2.44092121908299,0.0382193711934509,2.01736576493633,0
"excluding_two_largest",10696,2.55067946142608,2.44071107046766,0.0380731372651656,2.01581206884966,0
