reporting_level,welfare,weight,quantile_point
national,15.673025146618889,366.1322509765625,340
national,15.694396303320508,366.1322509765625,341
national,15.69720665077088,366.1322509765625,342
national,15.700016998221253,366.1322509765625,343
national,15.702827345671626,366.1322509765625,344
national,15.705637693121998,366.1322509765625,345
national,15.708448040572373,366.1322509765625,346
national,15.711258388022745,366.1322509765625,347
national,15.714068735473118,366.1322509765625,348
national,15.71687908292349,366.1322509765625,349
national,15.719689430373863,366.1322509765625,350
national,15.722499777824238,366.1322509765625,351
national,15.72531012527461,366.1322509765625,352
national,15.728120472724983,366.1322509765625,353
national,15.730930820175356,366.1322509765625,354
national,15.733741167625729,366.1322509765625,355
national,15.736551515076103,366.1322509765625,356
national,15.739361862526476,366.1322509765625,357
national,15.742172209976848,366.1322509765625,358
national,15.744982557427221,366.1322509765625,359
national,15.747792904877594,366.1322509765625,360
national,15.774246016756704,366.1322509765625,361
national,15.82434189306455,366.1322509765625,362
national,15.874437769372394,366.1322509765625,363
national,15.92453364568024,366.1322509765625,364
national,15.974629521988083,366.1322509765625,365
national,16.02472539829593,366.1322509765625,366
national,16.074821274603778,366.1322509765625,367
national,16.12491715091162,366.1322509765625,368
national,16.175013027219467,366.1322509765625,369
national,16.22510890352731,366.1322509765625,370
national,16.275204779835157,366.1322509765625,371
national,16.325300656143,366.1322509765625,372
national,16.375396532450846,366.1322509765625,373
national,16.425492408758693,366.1322509765625,374
national,16.475588285066536,366.1322509765625,375
national,16.525684161374382,366.1322509765625,376
national,16.575780037682225,366.1322509765625,377
national,16.625875913990072,366.1322509765625,378
national,16.67597179029792,366.1322509765625,379
national,16.72606766660576,366.1322509765625,380
national,16.751853307416418,366.1322509765625,381
national,16.753328712729886,366.1322509765625,382
national,16.75480411804335,366.1322509765625,383
national,16.756279523356817,366.1322509765625,384
national,16.75775492867028,366.1322509765625,385
national,16.759230333983748,366.1322509765625,386
national,16.760705739297215,366.1322509765625,387
national,16.76218114461068,366.1322509765625,388
national,16.763656549924146,366.1322509765625,389
national,16.76513195523761,366.1322509765625,390
national,16.766607360551077,366.1322509765625,391
national,16.76808276586454,366.1322509765625,392
national,16.76955817117801,366.1322509765625,393
national,16.771033576491472,366.1322509765625,394
national,16.77250898180494,366.1322509765625,395
national,16.773984387118407,366.1322509765625,396
national,16.77545979243187,366.1322509765625,397
national,16.77693519774534,366.1322509765625,398
national,16.778410603058802,366.1322509765625,399
national,16.77988600837227,366.1322509765625,400
national,16.780623711029,366.1322509765625,401
national,16.780623711029,366.1322509765625,402
national,16.780623711029,366.1322509765625,403
national,16.780623711029,366.1322509765625,404
national,16.780623711029,366.1322509765625,405
national,16.780623711029,366.1322509765625,406
national,16.780623711029,366.1322509765625,407
national,16.780623711029,366.1322509765625,408
national,16.780623711029,366.1322509765625,409
national,16.780623711029,366.1322509765625,410
national,16.780623711029,366.1322509765625,411
national,16.780623711029,366.1322509765625,412
national,16.780623711029,366.1322509765625,413
national,16.780623711029,366.1322509765625,414
national,16.780623711029,366.1322509765625,415
national,16.780623711029,366.1322509765625,416
national,16.780623711029,366.1322509765625,417
national,16.780623711029,366.1322509765625,418
national,16.780623711029,366.1322509765625,419
national,16.780623711029,366.1322509765625,420
national,16.7853388870766,366.1322509765625,421
national,16.794769239171796,366.1322509765625,422
national,16.804199591266993,366.1322509765625,423
national,16.81362994336219,366.1322509765625,424
national,16.82306029545739,366.1322509765625,425
national,16.832490647552582,366.1322509765625,426
national,16.84192099964778,366.1322509765625,427
national,16.851351351742977,366.1322509765625,428
national,16.860781703838175,366.1322509765625,429
national,16.87021205593337,366.1322509765625,430
national,16.879642408028566,366.1322509765625,431
national,16.889072760123764,366.1322509765625,432
national,16.89850311221896,366.1322509765625,433
national,16.90793346431416,366.1322509765625,434
national,16.917363816409356,366.1322509765625,435
national,16.92679416850455,366.1322509765625,436
national,16.936224520599747,366.1322509765625,437
national,16.945654872694945,366.1322509765625,438
national,16.955085224790142,366.1322509765625,439
national,16.96451557688534,366.1322509765625,440
national,16.978346545299786,366.1322509765625,441
national,16.996578130033484,366.1322509765625,442
national,17.01480971476718,366.1322509765625,443
national,17.033041299500876,366.1322509765625,444
national,17.05127288423457,366.1322509765625,445
national,17.06950446896827,366.1322509765625,446
national,17.087736053701963,366.1322509765625,447
national,17.10596763843566,366.1322509765625,448
national,17.124199223169356,366.1322509765625,449
national,17.142430807903054,366.1322509765625,450
national,17.16066239263675,366.1322509765625,451
national,17.178893977370446,366.1322509765625,452
national,17.19712556210414,366.1322509765625,453
national,17.21535714683784,366.1322509765625,454
national,17.233588731571533,366.1322509765625,455
national,17.25182031630523,366.1322509765625,456
national,17.270051901038926,366.1322509765625,457
national,17.288283485772624,366.1322509765625,458
national,17.30651507050632,366.1322509765625,459
national,17.324746655240016,366.1322509765625,460
national,17.34813900245317,366.1322509765625,461
national,17.376692112145772,366.1322509765625,462
national,17.405245221838378,366.1322509765625,463
national,17.433798331530983,366.1322509765625,464
national,17.46235144122359,366.1322509765625,465
national,17.490904550916195,366.1322509765625,466
national,17.5194576606088,366.1322509765625,467
national,17.548010770301406,366.1322509765625,468
national,17.576563879994012,366.1322509765625,469
national,17.605116989686618,366.1322509765625,470
national,17.633670099379223,366.1322509765625,471
