reporting_level,bin,avg_welfare,pop_share,welfare_share,quantile,pop,cum_pop_share,cum_welfare_share
national,16585,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8292499999999169,0.6195491842060508
national,16586,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8292999999999169,0.6196128807253108
national,16587,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8293499999999169,0.6196765772445709
national,16588,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8293999999999169,0.619740273763831
national,16589,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8294499999999169,0.6198039702830911
national,16590,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8294999999999169,0.6198676668023512
national,16591,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8295499999999169,0.6199313633216113
national,16592,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8295999999999168,0.6199950598408713
national,16593,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8296499999999168,0.6200587563601314
national,16594,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8296999999999168,0.6201224528793915
national,16595,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8297499999999168,0.6201861493986516
national,16596,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8297999999999168,0.6202498459179117
national,16597,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8298499999999168,0.6203135424371717
national,16598,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8298999999999168,0.6203772389564318
national,16599,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8299499999999168,0.6204409354756919
national,16600,80.8040290566105,5.000000000000001e-05,6.369651926005333e-05,80.8040290566105,366.1322509765625,0.8299999999999168,0.620504631994952
national,16601,81.03612548728654,5.000000000000001e-05,6.387947715137814e-05,81.0361254872875,366.1322509765625,0.8300499999999168,0.6205685114721033
national,16602,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8300999999999168,0.6206323909492547
national,16603,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8301499999999168,0.6206962704264061
national,16604,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8301999999999168,0.6207601499035574
national,16605,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8302499999999168,0.6208240293807088
national,16606,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8302999999999168,0.6208879088578602
national,16607,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8303499999999168,0.6209517883350115
national,16608,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8303999999999168,0.6210156678121629
national,16609,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8304499999999168,0.6210795472893142
national,16610,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8304999999999167,0.6211434267664656
national,16611,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8305499999999167,0.621207306243617
national,16612,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8305999999999167,0.6212711857207683
national,16613,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8306499999999167,0.6213350651979197
national,16614,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8306999999999167,0.6213989446750711
national,16615,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8307499999999167,0.6214628241522224
national,16616,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8307999999999167,0.6215267036293738
national,16617,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8308499999999167,0.6215905831065252
national,16618,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8308999999999167,0.6216544625836765
national,16619,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8309499999999167,0.6217183420608279
national,16620,81.0361254872875,5.000000000000001e-05,6.38794771513789e-05,81.0361254872875,366.1322509765625,0.8309999999999167,0.6217822215379792
national,16621,81.1007117693239,5.000000000000001e-05,6.393038948094583e-05,81.10071176932416,366.1322509765625,0.8310499999999167,0.6218461519274602
national,16622,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8310999999999167,0.6219100823169411
national,16623,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8311499999999167,0.621974012706422
national,16624,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8311999999999167,0.622037943095903
national,16625,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8312499999999167,0.6221018734853839
national,16626,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8312999999999167,0.6221658038748649
national,16627,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8313499999999167,0.6222297342643458
national,16628,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8313999999999167,0.6222936646538267
national,16629,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8314499999999166,0.6223575950433077
national,16630,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8314999999999166,0.6224215254327886
national,16631,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8315499999999166,0.6224854558222696
national,16632,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8315999999999166,0.6225493862117505
national,16633,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8316499999999166,0.6226133166012314
national,16634,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8316999999999166,0.6226772469907124
national,16635,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8317499999999166,0.6227411773801933
national,16636,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8317999999999166,0.6228051077696742
national,16637,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8318499999999166,0.6228690381591552
national,16638,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8318999999999166,0.6229329685486361
national,16639,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8319499999999166,0.622996898938117
national,16640,81.10071176932416,5.000000000000001e-05,6.393038948094604e-05,81.10071176932416,366.1322509765625,0.8319999999999166,0.623060829327598
national,16641,81.26447793352102,5.000000000000001e-05,6.405948371985587e-05,81.26447793352169,366.1322509765625,0.8320499999999166,0.6231248888113179
national,16642,81.26447793352169,5.000000000000001e-05,6.405948371985638e-05,81.26447793352169,366.1322509765625,0.8320999999999166,0.6231889482950378
national,16643,81.26447793352169,5.000000000000001e-05,6.405948371985638e-05,81.26447793352169,366.1322509765625,0.8321499999999166,0.6232530077787577
